"respondent_id","gender","age","household_income","education","location","more_grammar_correct","heard_oxford_comma","care_oxford_comma","write_following","data_singular_plural","care_data","care_proper_grammar"
3290838860,"Female","30-44",NA,"Bachelor degree","South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290836189,"Female","30-44",NA,"Graduate degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3290835532,"Female","> 60","$100,000 - $149,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290833980,"Male","45-60","$150,000+","Graduate degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290833257,"Female","30-44","$50,000 - $99,999","Graduate degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290831626,"Female","> 60","$100,000 - $149,999","High school degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290830298,"Female","30-44","$25,000 - $49,999","Bachelor degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3290827102,"Female","18-29","$25,000 - $49,999","Some college or Associate degree",NA,"It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290825706,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290822258,"Male","45-60","$25,000 - $49,999","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3290820864,"Male","18-29","$0 - $24,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290818859,"Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290812714,"Female","30-44","$50,000 - $99,999","Graduate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290809950,"Male","30-44",NA,"Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290809611,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290809577,"Male","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290807416,"Male","45-60",NA,"Bachelor degree","Mountain","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290802950,"Male","45-60","$100,000 - $149,999","Graduate degree","West North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290798216,"Female","30-44","$100,000 - $149,999","Graduate degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290797742,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290795641,"Female","> 60","$100,000 - $149,999","Graduate degree","New England","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3290794773,"Female","> 60","$0 - $24,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3290794739,"Female","30-44",NA,"Some college or Associate degree","West North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290794709,"Female","45-60","$25,000 - $49,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Somewhat important"
3290788124,"Female","30-44","$50,000 - $99,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290785011,"Male","45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290782343,"Female","> 60","$150,000+","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290781269,"Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3290779404,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290777661,"Female","30-44","$50,000 - $99,999","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290776606,"Male","18-29","$0 - $24,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3290775930,"Female","> 60","$25,000 - $49,999","High school degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290775672,"Female","18-29",NA,"Some college or Associate degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290774979,"Male","45-60","$100,000 - $149,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290771889,"Male","18-29",NA,"Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3290771442,"Female","18-29","$0 - $24,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3290770348,"Female","18-29","$0 - $24,999","Bachelor degree","West North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much",NA,FALSE,"Some","Very important"
3290770248,"Male","45-60","$0 - $24,999","Some college or Associate degree","New England","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290768416,"Female","> 60","$25,000 - $49,999","Bachelor degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3290763641,"Female","30-44","$100,000 - $149,999","Graduate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290762766,"Female","30-44","$25,000 - $49,999","Graduate degree","East South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290762745,"Female","18-29","$25,000 - $49,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290762497,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind, and loyal.",NA,NA,NA,NA,NA,NA
3290762340,"Female","30-44","$150,000+","Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3290755331,"Female","30-44","$150,000+","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290755303,"Female","30-44","$0 - $24,999","Graduate degree","East South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Some","Somewhat important"
3290755081,"Female","> 60","$25,000 - $49,999","Bachelor degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290750719,"Female","30-44","$100,000 - $149,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290750339,"Female","> 60","$100,000 - $149,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290749395,"Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290749376,"Female","30-44",NA,"Bachelor degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290748808,"Male","45-60","$100,000 - $149,999","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3290746551,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","West North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3290737403,"Male","> 60",NA,"Bachelor degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Not much","Somewhat important"
3290736656,"Female","30-44","$50,000 - $99,999","Bachelor degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290735417,"Male","45-60","$150,000+","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3290733889,"Female","> 60",NA,NA,"West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"A lot","Very important"
3290733053,"Female","18-29","$0 - $24,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290729184,"Female","30-44","$100,000 - $149,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not at all","Very important"
3290721594,"Male","45-60","$25,000 - $49,999","High school degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290718851,"Male","> 60","$150,000+","Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290717923,"Male","30-44","$100,000 - $149,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290717370,"Male","45-60",NA,"Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290715355,"Female","30-44","$50,000 - $99,999","Graduate degree","Mountain","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Somewhat important"
3290714487,"Male","45-60","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290712918,"Male","45-60","$150,000+","Graduate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290707504,"Male","45-60",NA,"Graduate degree","East North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Somewhat important"
3290706338,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290702293,"Male","45-60",NA,"Graduate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Somewhat important"
3290701966,"Female","45-60","$0 - $24,999","Less than high school degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Not much","Very important"
3290700546,"Male","30-44","$50,000 - $99,999","Graduate degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290698591,"Female","18-29","$100,000 - $149,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3290698546,"Male","> 60","$0 - $24,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290694996,"Female","18-29",NA,"Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Somewhat important"
3290694785,"Female","> 60",NA,NA,"Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3290694100,"Male","18-29",NA,"Graduate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290693228,"Female","30-44","$100,000 - $149,999","Bachelor degree","West North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290692060,"Male","45-60","$25,000 - $49,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not at all","Very important"
3290690162,"Female","30-44","$25,000 - $49,999","Less than high school degree","West North Central","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290689013,"Male","30-44","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290684700,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Somewhat important"
3290683862,"Female","30-44","$0 - $24,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290681765,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290680989,"Female","> 60",NA,"Some college or Associate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3290678275,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290678232,"Male","18-29","$0 - $24,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290677276,"Female","45-60","$150,000+","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290676837,"Male","45-60","$100,000 - $149,999","Bachelor degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290674248,"Male","> 60","$150,000+","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3290672144,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290667973,"Male","45-60",NA,"Bachelor degree","West North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290667098,"Male","45-60",NA,"Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Somewhat important"
3290663625,"Female","18-29",NA,"High school degree","New England","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290658816,"Male","18-29","$150,000+","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3290652693,"Female","45-60",NA,"Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290652315,"Female","18-29","$100,000 - $149,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290651106,"Female","30-44","$100,000 - $149,999","Bachelor degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290650862,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",NA,NA,NA
3290649614,"Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290649297,"Female","45-60","$50,000 - $99,999","Graduate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290647206,"Male","30-44","$0 - $24,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290646572,"Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290645717,"Male","> 60","$100,000 - $149,999","Graduate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3290644127,"Male","30-44",NA,"Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3290642158,"Female","45-60",NA,"Bachelor degree","South Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290640398,"Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3290639420,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","East South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290637241,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290636957,"Male","> 60","$100,000 - $149,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much",NA,FALSE,"Not much","Very important"
3290634715,"Female","18-29","$0 - $24,999","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Somewhat important"
3290634249,"Female","30-44","$150,000+","Graduate degree","New England","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290633643,"Male","18-29",NA,"High school degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290633031,"Male","45-60",NA,NA,"South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290628812,"Female","> 60","$150,000+","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3290627930,"Male","> 60","$50,000 - $99,999","High school degree","New England","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290627603,"Male","45-60","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Neither important nor unimportant (neutral)"
3290625800,"Female","18-29","$50,000 - $99,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not at all","Very important"
3290625606,"Female","45-60","$25,000 - $49,999","Graduate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290625088,"Female","18-29","$50,000 - $99,999","Graduate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290619489,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290617334,"Male","45-60","$25,000 - $49,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3290613117,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3290612040,"Female","> 60","$150,000+","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290610691,"Male","45-60","$150,000+","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290607248,"Female","18-29","$50,000 - $99,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3290603827,"Male","> 60","$25,000 - $49,999","Bachelor degree","Mountain","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290602402,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",NA,NA,NA
3290602396,"Male","45-60","$50,000 - $99,999","High school degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Somewhat important"
3290597215,"Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290593592,"Female","18-29","$25,000 - $49,999","Bachelor degree","New England","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Neither important nor unimportant (neutral)"
3290589683,"Female","> 60",NA,"High school degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290588462,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
