code,name,latitude,longitude,country,countryRegion,population,regionCode,region,date
238566,Ippy,6.26793,21.22468,CF,11,16571,596,Africa/Bangui,6/7/13
239899,Bria,6.54233,21.98633,CF,3,29027,572,Africa/Bangui,1/18/12
240498,Bangassou,4.74132,22.81838,CF,8,24361,506,Africa/Bangui,1/18/12
240604,Bambari,5.76795,20.67565,CF,11,32547,465,Africa/Bangui,1/18/12
2383119,Sibut,5.71801,19.07389,CF,6,34267,431,Africa/Bangui,1/18/12
2383523,Paoua,7.24269,16.44059,CF,13,18441,601,Africa/Bangui,1/18/12
2383827,Nola,3.52716,16.04,CF,16,26809,399,Africa/Bangui,1/18/12
2384770,Mbaiki,3.86781,17.98923,CF,7,67132,476,Africa/Bangui,1/18/12
2386012,Kaga Bandoro,6.98961,19.18744,CF,15,56520,416,Africa/Bangui,1/18/12
2387435,Damara,4.96075,18.7035,CF,17,20093,415,Africa/Bangui,6/7/13
2387495,Carnot,4.94273,15.87735,CF,4,38071,551,Africa/Bangui,6/9/13
2387546,Bozoum,6.31933,16.37992,CF,13,40201,664,Africa/Bangui,1/18/12
2387926,Bouar,5.93404,15.59599,CF,9,28581,976,Africa/Bangui,1/18/12
2388036,Bossangoa,6.49263,17.45518,CF,12,27428,456,Africa/Bangui,1/18/12
2388614,Boda,4.31887,17.46953,CF,7,16655,507,Africa/Bangui,6/7/13
2388873,Bimbo,4.25671,18.41583,CF,17,129655,371,Africa/Bangui,8/21/10
2389086,Berberati,4.26116,15.79216,CF,4,61815,599,Africa/Bangui,2/1/11
2389691,Batangafo,7.30082,18.2833,CF,12,15310,425,Africa/Bangui,1/18/12
2389853,Bangui,4.36122,18.55496,CF,18,542393,351,Africa/Bangui,5/30/10
2255285,Sibiti,-3.68192,13.34985,CG,5,19089,531,Africa/Brazzaville,10/26/11
2255414,Pointe-Noire,-4.77609,11.86352,CG,7280295,659084,12,Africa/Brazzaville,8/27/13
2255542,Owando,-0.48193,15.89988,CG,13,23952,355,Africa/Brazzaville,10/27/11
2255564,Ouesso,1.61361,16.05167,CG,10,23915,348,Africa/Brazzaville,1/17/12
2256895,Mossendjo,-2.94968,12.70423,CG,7,18231,448,Africa/Brazzaville,5/9/13
2257990,Madingou,-4.15361,13.55,CG,1,22760,216,Africa/Brazzaville,1/17/12
2258261,Dolisie,-4.19834,12.66664,CG,7,103894,332,Africa/Brazzaville,4/22/13
2258378,Loandjili,-4.75611,11.85778,CG,4,23204,7,Africa/Brazzaville,1/17/12
2259383,Kayes,-4.20493,13.28608,CG,1,58737,165,Africa/Brazzaville,4/13/13
2259655,Impfondo,1.61804,18.05981,CG,6,20859,323,Africa/Brazzaville,5/8/13
2259947,Gamboma,-1.87639,15.86444,CG,8,20877,366,Africa/Brazzaville,5/5/12
2260535,Brazzaville,-4.26613,15.28318,CG,12,1284609,284,Africa/Brazzaville,4/25/12
2657896,Zurich,47.36667,8.55,CH,ZH,341730,429,Europe/Zurich,6/12/13
2657908,Zug,47.17242,8.51744,CH,ZG,23435,424,Europe/Zurich,3/5/13
2657941,Yverdon-les-Bains,46.77852,6.64115,CH,VD,23702,438,Europe/Zurich,2/26/13
2657970,Winterthur,47.5,8.75,CH,ZH,91908,449,Europe/Zurich,3/28/13
2657996,Wil,47.46152,9.04552,CH,SG,16808,569,Europe/Zurich,4/2/13
2658011,Wettingen,47.4705,8.31636,CH,AG,18191,386,Europe/Zurich,3/4/13
2658145,Vevey,46.46299,6.84345,CH,VD,15812,388,Europe/Zurich,2/26/13
2658154,Vernier,46.21702,6.08497,CH,GE,30086,440,Europe/Zurich,2/19/13
2658216,Uster,47.34713,8.72091,CH,ZH,23279,469,Europe/Zurich,4/2/13
2658377,Thun,46.75118,7.62166,CH,BE,42136,565,Europe/Zurich,2/28/13
2658494,Steffisburg,46.77807,7.63249,CH,BE,15191,584,Europe/Zurich,2/28/13
2658576,Sion,46.22908,7.35942,CH,VS,28045,503,Europe/Zurich,2/27/13
2658606,Sierre,46.29192,7.53559,CH,VS,15752,528,Europe/Zurich,2/28/13
2658656,Zuerich (Kreis 11) / Seebach,47.42181,8.5477900000000009,CH,ZH,17851,436,Europe/Zurich,10/21/06
2658761,Schaffhausen,47.69732,8.63493,CH,SH,33863,403,Europe/Zurich,3/28/13
2658822,Sankt Gallen,47.42391,9.37477,CH,SG,70572,684,Europe/Zurich,4/2/13
2659070,Renens,46.53989,6.5881,CH,VD,17811,441,Europe/Zurich,2/19/13
2659099,Rapperswil,47.22557,8.82228,CH,SG,34776,408,Europe/Zurich,4/2/13
2659127,Pully,46.51027,6.66183,CH,VD,16263,428,Europe/Zurich,2/19/13
2659296,Onex,46.18391,6.10181,CH,GE,17302,431,Europe/Zurich,2/19/13
2659297,Olten,47.34999,7.90329,CH,SO,16411,406,Europe/Zurich,3/1/13
2659310,Zuerich (Kreis 11) / Oerlikon,47.40823,8.54258,CH,ZH,17922,459,Europe/Zurich,10/21/06
2659422,Nyon,46.38318,6.23955,CH,VD,16797,401,Europe/Zurich,2/26/13
2659496,Neuchatel,46.99179,6.931,CH,NE,31270,441,Europe/Zurich,8/9/13
2659522,Muttenz,47.52271,7.64511,CH,BL,16927,293,Europe/Zurich,2/28/13
2659601,Montreux,46.43301,6.91143,CH,VD,22897,403,Europe/Zurich,2/27/13
2659613,Monthey,46.25546,6.96066,CH,VS,15106,408,Europe/Zurich,2/27/13
2659667,Meyrin,46.23424,6.08025,CH,GE,19772,445,Europe/Zurich,2/19/13
2659811,Luzern,47.05048,8.30635,CH,LU,57066,437,Europe/Zurich,3/4/13
2659836,Lugano,46.01008,8.96004,CH,TI,26365,284,Europe/Zurich,3/5/13
2659873,Littau,47.05,8.26274,CH,LU,16121,509,Europe/Zurich,4/21/12
2659977,Le Chatelard,46.44527,6.89908,CH,VD,23192,424,Europe/Zurich,1/17/12
2659994,Lausanne,46.516,6.63282,CH,VD,116751,453,Europe/Zurich,2/19/13
2660076,La Chaux-de-Fonds,47.09993,6.82586,CH,NE,36825,995,Europe/Zurich,2/27/13
2660104,Kriens,47.03537,8.27631,CH,LU,25010,493,Europe/Zurich,3/4/13
2660108,Kreuzlingen,47.65,9.18333,CH,TG,17655,402,Europe/Zurich,3/28/13
2660119,Koniz,46.92436,7.41457,CH,BE,37196,577,Europe/Zurich,2/27/13
2660127,Kloten,47.45152,8.58491,CH,ZH,16289,439,Europe/Zurich,3/28/13
2660221,Jona,47.22983,8.83884,CH,SG,17655,424,Europe/Zurich,4/2/13
2660305,Horgen,47.25579,8.60027,CH,ZH,15973,471,Europe/Zurich,4/2/13
2660306,Zuerich (Kreis 10) / Hoengg,47.40313,8.4971,CH,ZH,17117,468,Europe/Zurich,10/21/06
2660365,Herisau,47.38615,9.27916,CH,AR,15438,780,Europe/Zurich,4/2/13
2660512,Grenchen,47.1921,7.39586,CH,SO,15927,454,Europe/Zurich,2/27/13
2660549,Gossau,47.41694,9.25125,CH,SG,17043,639,Europe/Zurich,4/2/13
2660646,Geneve,46.20222,6.14569,CH,GE,183981,400,Europe/Zurich,3/8/13
2660718,Fribourg,46.80237,7.15128,CH,FR,32827,627,Europe/Zurich,2/26/13
2660727,Frauenfeld,47.55816,8.89854,CH,TG,21979,405,Europe/Zurich,3/28/13
2660911,Emmen,47.0811,8.30477,CH,LU,26889,427,Europe/Zurich,3/4/13
2660971,Dubendorf,47.39724,8.61872,CH,ZH,19882,436,Europe/Zurich,4/2/13
2661015,Dietikon,47.40165,8.40015,CH,ZH,20893,397,Europe/Zurich,4/2/13
2661169,Chur,46.84986,9.53287,CH,GR,32429,601,Europe/Zurich,3/5/13
2661265,Carouge,46.18096,6.13921,CH,GE,19344,388,Europe/Zurich,4/5/10
2661513,Biel/Bienne,47.13713,7.24608,CH,BE,48614,439,Europe/Zurich,6/22/13
2661552,Bern,46.94809,7.44744,CH,BE,121631,549,Europe/Zurich,2/27/13
2661567,Bellinzona,46.19278,9.01703,CH,TI,16572,230,Europe/Zurich,4/21/13
2661604,Basel,47.5584,7.57327,CH,BS,164488,279,Europe/Zurich,3/10/13
2661646,Baden,47.47333,8.30592,CH,AG,16118,418,Europe/Zurich,3/4/13
2661653,Baar,47.19625,8.52954,CH,ZG,20546,447,Europe/Zurich,3/5/13
2661666,Aussersihl,47.37752,8.52127,CH,ZH,27273,416,Europe/Zurich,4/5/10
2661810,Allschwil,47.55074,7.53599,CH,BL,18189,288,Europe/Zurich,2/28/13
2661861,Adliswil,47.30997,8.52462,CH,ZH,15230,450,Europe/Zurich,3/28/13
2661881,Aarau,47.39254,8.04422,CH,AG,15501,389,Europe/Zurich,3/1/13
3206590,Riehen,47.57884,7.64683,CH,BS,2e4,280,Europe/Zurich,2/28/13
6295475,Zuerich (Kreis 10) / Wipkingen,47.39503,8.52529,CH,ZH,15718,434,Europe/Zurich,10/21/06
6295484,Zuerich (Kreis 11) / Affoltern,47.41814,8.5122,CH,ZH,17241,466,Europe/Zurich,10/21/06
6295495,Zuerich (Kreis 2) / Wollishofen,47.3401,8.53134,CH,ZH,16073,447,Europe/Zurich,10/21/06
6295498,Zuerich (Kreis 3) / Sihlfeld,47.37382,8.51164,CH,ZH,20977,416,Europe/Zurich,10/21/06
6295504,Zuerich (Kreis 6) / Unterstrass,47.3953,8.53721,CH,ZH,20045,476,Europe/Zurich,10/21/06
6295512,Zuerich (Kreis 9) / Albisrieden,47.37398,8.49007,CH,ZH,16480,428,Europe/Zurich,10/21/06
6295513,Zuerich (Kreis 9) / Altstetten,47.38946,8.48533,CH,ZH,28307,403,Europe/Zurich,10/21/06
6295520,Stadt Winterthur (Kreis 1),47.49494,8.71954,CH,ZH,16182,439,Europe/Zurich,10/5/06
6295523,Zuerich (Kreis 12),47.40372,8.57608,CH,ZH,28189,435,Europe/Zurich,7/30/12
6295531,Seen (Kreis 3),47.47646,8.76996,CH,ZH,15434,478,Europe/Zurich,10/5/06
6295532,Zuerich (Kreis 3),47.35785,8.50296,CH,ZH,46018,507,Europe/Zurich,7/30/12
6295533,Zuerich (Kreis 11),47.42326,8.52166,CH,ZH,54260,445,Europe/Zurich,7/30/12
6295534,Zuerich (Kreis 9),47.38245,8.47993,CH,ZH,44878,426,Europe/Zurich,7/30/12
6295536,Oberwinterthur (Kreis 2),47.51692,8.76863,CH,ZH,16356,455,Europe/Zurich,10/5/06
6295539,Zuerich (Kreis 10),47.40773,8.5005,CH,ZH,36216,516,Europe/Zurich,7/30/12
6295540,Zuerich (Kreis 2),47.33756,8.5211,CH,ZH,29215,439,Europe/Zurich,7/19/12
6295542,Zuerich (Kreis 8),47.3548,8.56097,CH,ZH,15519,430,Europe/Zurich,7/30/12
6295548,Zuerich (Kreis 7),47.37328,8.58038,CH,ZH,33820,656,Europe/Zurich,7/30/12
6295550,Zuerich (Kreis 6),47.39223,8.54381,CH,ZH,29951,487,Europe/Zurich,7/30/12
6691640,Lancy,46.18981,6.11441,CH,GE,27291,421,Europe/Zurich,4/5/10
2279172,Zuenoula,7.43027,-6.05054,CI,83,34435,207,Africa/Abidjan,2/28/12
2279755,Yamoussoukro,6.82055,-5.27674,CI,81,194530,214,Africa/Abidjan,1/17/12
2280045,Vavoua,7.38194,-6.47778,CI,80,31250,276,Africa/Abidjan,1/17/12
2280316,Toumodi,6.55799,-5.01769,CI,81,39005,159,Africa/Abidjan,2/28/12
2280376,Touba,8.28333,-7.68333,CI,75,27504,470,Africa/Abidjan,4/27/13
2280589,Tengrela,10.48115,-6.40694,CI,87,39277,370,Africa/Abidjan,2/28/12
2280761,Tiassale,5.89839,-4.82293,CI,82,35090,29,Africa/Abidjan,2/28/12
2280995,Tanda,7.80336,-3.16832,CI,92,20161,274,Africa/Abidjan,2/28/12
2281120,Tabou,4.42295,-7.3528,CI,76,17134,9,Africa/Abidjan,1/17/12
2281606,Sinfra,6.62103,-5.91144,CI,92,59919,270,Africa/Abidjan,8/5/13
2281951,Sassandra,4.95384,-6.08531,CI,76,23274,38,Africa/Abidjan,5/11/13
2282006,San-Pedro,4.74851,-6.6363,CI,76,196751,9,Africa/Abidjan,1/17/12
2282178,Sakassou,7.45462,-5.29263,CI,90,15068,231,Africa/Abidjan,1/17/12
2282827,Oume,6.38309,-5.41759,CI,79,52070,211,Africa/Abidjan,1/17/12
2283016,Odienne,9.50511,-7.56433,CI,77,49857,429,Africa/Abidjan,2/28/12
2284589,Mankono,8.05861,-6.18972,CI,91,19095,335,Africa/Abidjan,1/17/12
2284647,Man,7.41251,-7.55383,CI,78,139341,329,Africa/Abidjan,1/17/12
2285449,Lakota,5.84752,-5.682,CI,88,38055,228,Africa/Abidjan,2/28/12
2286304,Korhogo,9.45803,-5.62961,CI,87,167359,360,Africa/Abidjan,2/28/12
2287298,Katiola,8.13728,-5.10095,CI,90,59641,326,Africa/Abidjan,2/28/12
2287790,Issia,6.49224,-6.58558,CI,80,50313,211,Africa/Abidjan,4/3/13
2287958,Guiglo,6.54368,-7.4935,CI,84,39134,212,Africa/Abidjan,2/28/12
2288115,Grand-Bassam,5.2118,-3.73884,CI,89,73772,7,Africa/Abidjan,8/5/13
2288118,Affery,6.32035,-3.95235,CI,74,29909,106,Africa/Abidjan,2/28/12
2288829,Gagnoa,6.13193,-5.9506,CI,79,123184,202,Africa/Abidjan,2/28/12
2289049,Ferkessedougou,9.5928,-5.19449,CI,87,62008,334,Africa/Abidjan,2/28/12
2289549,Duekoue,6.74202,-7.34918,CI,84,47198,231,Africa/Abidjan,2/28/12
2289887,Divo,5.83739,-5.35723,CI,88,127867,147,Africa/Abidjan,2/28/12
2289983,Dimbokro,6.64678,-4.70519,CI,86,67349,94,Africa/Abidjan,2/28/12
2290412,Daoukro,7.0591,-3.9631,CI,86,40175,188,Africa/Abidjan,1/29/10
2290462,Danane,7.25957,-8.15498,CI,78,53808,347,Africa/Abidjan,1/17/12
2290486,Daloa,6.87736,-6.45022,CI,80,215652,262,Africa/Abidjan,1/17/12
2290582,Dabou,5.32556,-4.37685,CI,82,69661,21,Africa/Abidjan,1/17/12
2290836,Boundiali,9.52167,-6.48694,CI,87,38878,411,Africa/Abidjan,1/17/12
2290849,Bouna,9.26926,-2.9951,CI,92,23570,318,Africa/Abidjan,2/28/12
2290956,Bouake,7.69385,-5.03031,CI,90,567481,339,Africa/Abidjan,2/28/12
2290964,Bouafle,6.99041,-5.7442,CI,83,60962,208,Africa/Abidjan,1/17/12
2291087,Bonoua,5.27247,-3.59625,CI,89,37312,30,Africa/Abidjan,8/5/13
2291113,Bongouanou,6.65175,-4.20406,CI,86,34405,213,Africa/Abidjan,2/28/12
2291136,Bondoukou,8.0402,-2.80003,CI,92,58297,350,Africa/Abidjan,2/28/12
2291580,Bingerville,5.35581,-3.88537,CI,82,50694,59,Africa/Abidjan,2/28/12
2291666,Biankouma,7.73909,-7.61377,CI,78,22868,538,Africa/Abidjan,1/17/12
2291779,Beoumi,7.67395,-5.58086,CI,90,23053,226,Africa/Abidjan,2/28/12
2292179,Bangolo,7.01232,-7.4864,CI,78,17712,264,Africa/Abidjan,2/28/12
2292755,Arrah,6.67342,-3.96938,CI,86,37432,143,Africa/Abidjan,2/28/12
2292852,Anyama,5.49462,-4.05183,CI,82,100653,95,Africa/Abidjan,1/17/12
2293107,Akoupe,6.38423,-3.88759,CI,74,35970,142,Africa/Abidjan,2/28/12
2293260,Agnibilekrou,7.13113,-3.20415,CI,85,43061,236,Africa/Abidjan,2/28/12
2293268,Agboville,5.92801,-4.21319,CI,74,81770,35,Africa/Abidjan,6/27/13
2293342,Adzope,6.10694,-3.86194,CI,74,61884,109,Africa/Abidjan,1/17/12
2293428,Adiake,5.28634,-3.30402,CI,89,16531,40,Africa/Abidjan,1/17/12
2293507,Aboisso,5.46779,-3.20711,CI,89,37654,12,Africa/Abidjan,6/27/13
2293521,Abobo,5.41613,-4.0159,CI,82,9e5,105,Africa/Abidjan,2/28/12
2293538,Abidjan,5.30966,-4.01266,CI,82,3677115,10,Africa/Abidjan,2/28/12
2293549,Abengourou,6.72972,-3.49639,CI,85,104020,197,Africa/Abidjan,1/17/12
2596934,Seguela,7.96111,-6.67306,CI,91,51157,350,Africa/Abidjan,1/20/12
2598243,Soubre,5.78556,-6.60833,CI,76,58492,134,Africa/Abidjan,1/20/12
4035715,Avarua,-21.20778,-159.775,CK,0,13373,6,Pacific/Rarotonga,1/18/12
3868121,Vina del Mar,-33.02457,-71.55183,CL,1,294551,17,America/Santiago,5/3/12
3868158,Villarrica,-39.28569,-72.2279,CL,4,31602,232,America/Santiago,5/3/12
3868192,Villa Alemana,-33.04222,-71.37333,CL,1,97320,147,America/Santiago,5/3/12
3868326,Victoria,-38.23291,-72.33292,CL,4,24555,355,America/Santiago,1/11/13
3868626,Valparaiso,-33.03932,-71.62725,CL,1,282448,23,America/Santiago,5/3/12
3868633,Vallenar,-28.57617,-70.75938,CL,5,44895,388,America/Santiago,1/11/13
3868707,Valdivia,-39.81422,-73.24589,CL,17,133419,17,America/Santiago,5/3/12
3869657,Tome,-36.61756,-72.95593,CL,6,46698,16,America/Santiago,1/11/13
3869716,Tocopilla,-22.09198,-70.19792,CL,3,24460,37,America/Santiago,5/3/12
3870011,Temuco,-38.73965,-72.59842,CL,4,238129,114,America/Santiago,1/11/13
3870282,Talcahuano,-36.72494,-73.11684,CL,6,252968,15,America/Santiago,1/11/13
3870294,Talca,-35.4264,-71.65542,CL,11,197479,104,America/Santiago,1/11/13
3870306,Talagante,-33.66386,-70.92734,CL,12,51764,344,America/Santiago,1/11/13
3871286,San Vicente,-34.43333,-71.08333,CL,8,22572,210,America/Santiago,5/3/12
3871336,Santiago,-33.45694,-70.64827,CL,12,4837295,556,America/Santiago,1/26/13
3871616,Santa Cruz,-34.63881,-71.36576,CL,8,33283,174,America/Santiago,1/11/13
3872154,San Javier,-35.5952,-71.72924,CL,11,22427,101,America/Santiago,1/11/13
3872255,San Felipe,-32.74976,-70.72584,CL,1,59294,654,America/Santiago,1/11/13
3872326,San Carlos,-36.42477,-71.958,CL,6,31517,186,America/Santiago,5/3/12
3872348,San Bernardo,-33.59218,-70.6996,CL,12,249858,571,America/Santiago,1/11/13
3872395,San Antonio,-33.59473,-71.60746,CL,1,85651,39,America/Santiago,1/11/13
3873145,Rio Bueno,-40.33494,-72.95564,CL,17,15456,61,America/Santiago,1/11/13
3873441,Rengo,-34.40639,-70.85834,CL,8,38100,326,America/Santiago,1/11/13
3873775,Rancagua,-34.17083,-70.74444,CL,8,212695,506,America/Santiago,5/3/12
3874096,Quilpue,-33.04752,-71.44249,CL,1,130263,113,America/Santiago,1/11/13
3874119,Quillota,-32.8834,-71.24882,CL,1,67779,128,America/Santiago,1/11/13
3874787,Punta Arenas,-53.15483,-70.91129,CL,10,117430,30,America/Santiago,1/11/13
3874930,Puerto Varas,-41.31946,-72.98538,CL,14,24958,60,America/Santiago,1/26/13
3874943,Puerto Quellon,-43.11819,-73.61661,CL,14,21823,23,America/Santiago,1/11/13
3874958,Puerto Natales,-51.72363,-72.48745,CL,10,2e4,28,America/Santiago,2/24/09
3874960,Puerto Montt,-41.46574,-72.94289,CL,14,160054,21,America/Santiago,1/11/13
3874997,Puerto Aisen,-45.40303,-72.69184,CL,2,16936,9,America/Santiago,1/11/13
3875024,Puente Alto,-33.61169,-70.57577,CL,12,510417,700,America/Santiago,1/11/13
3875070,Pucon,-39.28223,-71.95427,CL,4,26953,236,America/Santiago,5/3/12
3876664,Penco,-36.74075,-72.99528,CL,6,46091,24,America/Santiago,1/11/13
3876685,Penaflor,-33.60627,-70.87649,CL,12,65495,395,America/Santiago,1/11/13
3877146,Parral,-36.14311,-71.82605,CL,11,26904,178,America/Santiago,1/11/13
3877348,Panguipulli,-39.64355,-72.33269,CL,4,16312,140,America/Santiago,1/11/13
3877739,Paine,-33.80796,-70.74109,CL,12,32766,407,America/Santiago,1/11/13
3877918,Ovalle,-30.60106,-71.19901,CL,7,77138,218,America/Santiago,1/11/13
3877949,Osorno,-40.57395,-73.13348,CL,14,135773,37,America/Santiago,1/11/13
3878456,Nueva Imperial,-38.74451,-72.95025,CL,4,18777,29,America/Santiago,1/11/13
3879123,Nacimiento,-37.50253,-72.67307,CL,6,21220,95,America/Santiago,1/11/13
3879200,Mulchen,-37.71893,-72.24099,CL,6,22170,139,America/Santiago,1/11/13
3879627,Molina,-35.11428,-71.28232,CL,11,28775,253,America/Santiago,1/11/13
3880107,Melipilla,-33.68909,-71.21528,CL,12,63100,175,America/Santiago,1/11/13
3881102,Machali,-34.18082,-70.64934,CL,8,27595,568,America/Santiago,4/4/13
3881276,Lota,-37.08994,-73.1577,CL,6,49763,14,America/Santiago,1/11/13
3882428,Los Angeles,-37.46973,-72.35366,CL,6,125430,141,America/Santiago,1/11/13
3882434,Los Andes,-32.83369,-70.59827,CL,1,56859,833,America/Santiago,5/3/12
3882582,Loncoche,-39.36708,-72.63087,CL,4,15590,114,America/Santiago,1/11/13
3883035,Llaillay,-32.84043,-70.95623,CL,1,16646,395,America/Santiago,1/11/13
3883167,Linares,-35.84667,-71.59308,CL,11,69535,165,America/Santiago,1/11/13
3883214,Limache,-33.01667,-71.26667,CL,1,35876,107,America/Santiago,5/3/12
3883457,Lebu,-37.60825,-73.65356,CL,6,22345,12,America/Santiago,1/11/13
3883615,Lautaro,-38.53066,-72.43652,CL,4,21579,217,America/Santiago,1/11/13
3883629,La Union,-40.29313,-73.08167,CL,14,26298,32,America/Santiago,1/11/13
3884373,La Serena,-29.90453,-71.24894,CL,7,154521,30,America/Santiago,1/11/13
3885273,Lampa,-33.2863,-70.87562,CL,12,29250,498,America/Santiago,1/11/13
3885456,La Ligua,-32.45242,-71.23106,CL,1,24857,78,America/Santiago,5/3/12
3885509,La Laja,-37.28415,-72.71105,CL,6,16550,60,America/Santiago,1/11/13
3887127,Iquique,-20.22036,-70.13913,CL,15,227499,37,America/Santiago,12/5/12
3887344,Illapel,-31.63349,-71.16967,CL,7,22816,312,America/Santiago,1/11/13
3888214,Hacienda La Calera,-32.78333,-71.21667,CL,1,49106,203,America/Santiago,5/3/12
3888749,Graneros,-34.06863,-70.72747,CL,8,23301,483,America/Santiago,1/11/13
3889263,Frutillar,-41.12676,-73.04372,CL,14,16939,150,America/Santiago,5/3/12
3890949,El Monte,-33.67969,-70.98482,CL,12,23090,300,America/Santiago,1/11/13
3892454,Diego de Almagro,-26.36667,-70.05,CL,5,18137,1020,America/Santiago,5/3/12
3892870,Curico,-34.98279,-71.23943,CL,11,102438,217,America/Santiago,1/11/13
3892892,Curanilahue,-37.47793,-73.34495,CL,6,30611,141,America/Santiago,1/11/13
3893532,Coronel,-37.03386,-73.14019,CL,6,92940,11,America/Santiago,1/11/13
3893629,Coquimbo,-29.95332,-71.33947,CL,7,161317,22,America/Santiago,1/11/13
3893656,Copiapo,-27.36679,-70.3314,CL,5,129280,397,America/Santiago,1/11/13
3893726,Constitucion,-35.33321,-72.41156,CL,11,37917,19,America/Santiago,1/11/13
3893894,Concepcion,-36.82699,-73.04977,CL,6,215413,36,America/Santiago,5/3/12
3894177,Collipulli,-37.95453,-72.43438,CL,4,16392,257,America/Santiago,1/11/13
3894426,Coihaique,-45.57524,-72.06619,CL,2,45787,299,America/Santiago,5/3/12
3895061,Chimbarongo,-34.71247,-71.0434,CL,8,17356,309,America/Santiago,1/11/13
3895088,Chillan,-36.60664,-72.10344,CL,6,150396,132,America/Santiago,5/3/12
3895138,Chiguayante,-36.9256,-73.02841,CL,6,82545,36,America/Santiago,1/11/13
3895165,Chicureo Abajo,-33.28379,-70.65333,CL,12,18e3,563,America/Santiago,4/25/13
3896105,Cauquenes,-35.9671,-72.32248,CL,11,31362,172,America/Santiago,5/3/12
3896218,Castro,-42.4721,-73.77319,CL,14,29926,81,America/Santiago,5/3/12
3896433,Cartagena,-33.55384,-71.60761,CL,1,16875,82,America/Santiago,1/11/13
3896924,Canete,-37.80128,-73.39616,CL,6,20158,69,America/Santiago,1/11/13
3897347,Calama,-22.45591,-68.93015,CL,3,143084,2260,America/Santiago,1/11/13
3897557,Cabrero,-37.03394,-72.40468,CL,6,18327,129,America/Santiago,1/11/13
3897774,Buin,-33.73257,-70.74281,CL,12,55441,483,America/Santiago,1/11/13
3899361,Arica,-18.4746,-70.29792,CL,16,185999,45,America/Santiago,12/5/12
3899462,Arauco,-37.2463,-73.31752,CL,6,24659,13,America/Santiago,5/3/12
3899539,Antofagasta,-23.65236,-70.3954,CL,3,309832,31,America/Santiago,1/11/13
3899629,Angol,-37.79519,-72.71636,CL,4,44856,101,America/Santiago,3/13/13
3899695,Ancud,-41.8707,-73.81622,CL,14,28020,51,America/Santiago,1/11/13
6458708,Las Animas,-39.80867,-73.21821,CL,14,3e4,10,America/Santiago,4/15/07
7281017,La Pintana,-33.58331,-70.63419,CL,12,201178,630,America/Santiago,5/3/12
7281020,Lo Prado,-33.4443,-70.72552,CL,12,104316,509,America/Santiago,5/3/12
2220957,Yaounde,3.86667,11.51667,CM,11,1299369,726,Africa/Douala,1/16/12
2221030,Yagoua,10.34107,15.23288,CM,12,80235,336,Africa/Douala,1/16/12
2221053,Wum,6.38333,10.06667,CM,7,68836,1055,Africa/Douala,1/16/12
2221394,Tonga,4.96667,10.7,CM,8,16036,809,Africa/Douala,1/16/12
2221504,Tiko,4.0745,9.3699,CM,9,55914,23,Africa/Douala,1/16/12
2221530,Tibati,6.46667,12.63333,CM,10,35589,860,Africa/Douala,1/16/12
2221607,Tchollire,8.4022,14.1698,CM,13,23187,382,Africa/Douala,1/16/12
2222230,Sangmelima,2.93333,11.98333,CM,14,54251,675,Africa/Douala,1/16/12
2222623,Penja,4.63911,9.67987,CM,5,28406,148,Africa/Douala,1/16/12
2223293,Obala,4.16667,11.53333,CM,11,30012,542,Africa/Douala,1/16/12
2223734,Nkoteng,4.51667,12.03333,CM,11,50334,583,Africa/Douala,1/16/12
2223763,Nkongsamba,4.9547,9.9404,CM,5,117063,844,Africa/Douala,1/16/12
2224827,Ngaoundere,7.31667,13.58333,CM,10,231357,1111,Africa/Douala,1/16/12
2225457,Nanga Eboko,4.68333,12.36667,CM,11,29909,615,Africa/Douala,1/16/12
2225726,Muyuka,4.2898,9.4103,CM,9,31384,41,Africa/Douala,1/16/12
2225728,Mutengene,4.0913,9.3144,CM,9,47478,241,Africa/Douala,1/17/06
2225991,Mora,11.04611,14.14011,CM,12,55216,460,Africa/Douala,1/16/12
2226275,Mokolo,10.73978,13.80188,CM,12,275239,798,Africa/Douala,1/16/12
2227230,Melong,5.1218,9.96143,CM,5,37086,792,Africa/Douala,1/17/06
2227402,Meiganga,6.51667,14.3,CM,10,80100,970,Africa/Douala,1/16/12
2227613,Mbouda,5.62578,10.25517,CM,8,111320,1409,Africa/Douala,1/16/12
2228005,Mbanga,4.5016,9.5671,CM,5,42590,115,Africa/Douala,1/16/12
2228028,Mbandjok,4.45,11.9,CM,11,26947,548,Africa/Douala,1/16/12
2228079,Mbalmayo,3.51667,11.5,CM,11,80206,663,Africa/Douala,1/16/12
2228373,Maroua,10.59095,14.31592,CM,12,319941,406,Africa/Douala,1/16/12
2228499,Manjo,4.8428,9.8217,CM,5,37661,526,Africa/Douala,1/16/12
2228675,Mamfe,5.754,9.3123,CM,9,19472,93,Africa/Douala,1/16/12
2229152,Loum,4.7182,9.7351,CM,5,177429,235,Africa/Douala,1/16/12
2229267,Lolodorf,3.23333,10.73333,CM,14,22252,467,Africa/Douala,1/16/12
2229411,Limbe,4.0242000000000004,9.2149,CM,9,72106,69,Africa/Douala,1/16/12
2229681,Lagdo,9.05,13.73333,CM,13,24596,290,Africa/Douala,1/16/12
2229748,Kumbo,6.2,10.66667,CM,7,53970,1687,Africa/Douala,1/16/12
2229752,Kumba,4.6363,9.4469,CM,9,144413,244,Africa/Douala,1/16/12
