due_date,comments
document_02,"I really enjoyed Dr. Peng's lecture and found it really engaging and informative. During his presentation, he did a great job of showing how difficult it can be to assess what a good data analysis is. Since each data analysis is so different from the next there is no such thing as a ""cookie-cutter"" version of data analysis. That also means that there isn't a set of rules for data analysis because there logically can't be with how different each data set is.  This then leads well into seeing how the level of detail of data can completely change how data analysis is done. He made great points by comparing it to music theory and that creating a data analysis theoretical framework would be extremely beneficial to the data science field. I also enjoyed his explanation of re-search and that using different fields information in yours almost seems like new ideas but really they're not at all."
document_02,"I feel like this was my problem back in statistical learning, that the outputs should be somewhat ""cookie-cutter"" in a sense, which is what I was expecting, but this is most definitely not the case. "
document_02,"The ""wait, so what am I supposed to do?"" story for data science...an absolute mood. I feel a little lost sometimes on when data analysis is complete. Is it after summary statistics? After I run a report from the DataExplorer library? After building a model? Data analysis feels like an art form, and the ""end product"" is in the eye of the beholder. Other pieces of this talk in general were reminiscent of the types of data storytelling learning in Intro to Data Science last semester (especially that part that mentioned that a good data analysis needs to guide, not command). I liked the idea that theory was infinitely scalable, and knowing what to expect in order to alert when things are going wrong seems like a reasonable explanation for teaching theory. Especially in a project based school where writing programs are key to good grades, it's a fresh reminder to go back and remember why we're learning."
document_02,"ICYMI: the podcasts suggested are ""Not So Standard Deviations"" and ""The Effort Report."" (Mostly for me to reference later :D)"
document_02,"I always look forward to new episodes of NSSDs, with rockstar Dr. Hilary Parker (former data scientist at @Etsy  and @StitchFix ), and the Effort Report with legend Dr. Elizabeth Matsui (now @ UT Austin)"
document_02,"I find it interesting talking about the job market and the huge demand for data analysts and data science experts. The data revolution is exponentially growing and so is the demand for data related jobs, but it raises the question of if there is enough educated people to actually fill these roles. According to many online resources there is a massive shortage of data scientists for the demand this year and it has been that way the past few years. Since it is one of the fastest growing fields and highly in demand, many schools should probably be creating coursework and programs to support this industry and allow more growth. Machine learning and data science are key in many big companies now and probably will continue to be essential for many years to come with all the power that comes simply from data. It makes one curious what the next big technology revelation will be and what will come in terms of jobs for that."
document_02,"I agree with this post, especially since MIT, a Tech Ivy league university, didn't have a Data Science Undergraduate and/or Undergraduate program. More schools should push for Data Science programs in order to help the demand for Data Scientist in the technology economy."
document_02,"The presentation was interesting, Dr. Peng was a great watch and was very informative. I liked the different stories he had and the one that really resonated was the one about the student not knowing what to do with their data set."
document_02,"""If data analysis is to be well done, much of it must be a matter of judgement and theory, it will have to guide, not command."" I liked how he simplified/explained this. You don’t have to analyze data the same exact way every time, it allows for relative freedom and different possibilities as ""not every town looks the same but they can all follow the design patterns."""
document_02,"I loved how he used music to explain visualization within data analysis. Not only that, but he really used music a lot to describe and really paint different pictures of data analysis. It was a fun way of hearing DA being talked bout."
document_02,"I liked the history he gave of Data Analysis, the ""past futures"" segment,  was informative."
document_02,“Data analysis has been focusing on the instruments and there is not much discussion about the music that is being produced.”
document_02,"I took the time to listen to Dr. Roger Peng's Not-So-Standard Deviation Podcast, and linked it here  on Spotify. I thoroughly enjoy the concept of learning through podcasts on your own time. It's incredibly easy to listen while commuting or doing monotonous work. It gives the listener the ability to find virtually any subject matter expert on a specific topic that they may find interesting or may be seeking beyond surface knowledge on. I listened to episode to episode 116 - Coffee Data Science Mashup  and 117 - Failing in Statistics . "
document_02,"""We could teach data analytics in the way we teach biochemistry."" I thought this was a wild statement that caught me off guard until Dr. Peng explained it, and then directly linked it to Isaac Asimov. He implied that it could taught with an emphasis on what we have learned and relegate what we learn to the detail oriented processes of the lab; which I think is interesting since data science does not have labs in the traditional sense, the lab is where we take it with our devices. Which I think makes our field of study that much more intuitive and flexible, and deserves the distinction over traditional statistics study as Dr. Pen emphasized. So in a way we enter our lab every time we open RStudio and extrapolate data sets, and share our findings through visuals. "
document_02,"I also thoroughly enjoyed his mathematical analysis of music theory, and the timing of notes that follow these theories. Here are a couple of favorite artists that I draw musical inspiration for guitar scales that follow golden rules of musical progression:"
document_02,"Thanks for sharing the links. As I commented in another post, I always look forward to new episodes of NSSDs, with rockstar Dr. Hilary Parker (former data scientist at @Etsy  and @StitchFix , and the Effort Report with legend Dr. Elizabeth Matsui (now @ UT Austin)... I've done this before: towards the end of the semester I'll share some of my favorite podcasts/websites"
document_02,"His presentation was fun and I really enjoyed learning about data analysis, specially because the demand for data science is increasing significantly and it was interesting to think about how everyone is a data analyst, whether we know it or not. Answering the questions ""what is data analysis"" and ""what makes data analysis successful"" is challenging and I liked the way he approached to answer these questions, asking himself what makes random things successful (like a bus stop). Also, I love music (not the best at music theory though) and I enjoyed how he compared data analysis with music. In his example he ""violated"" four rules of music theory and he asked himself how to fix it. The rules tell him what sounds good or bad, and according to them what he created would sound bad. He then compared it to different types of songs, commenting about how detailed and complicated they are, and how the artists know what they are doing, even when not following the ""rules"" (it was fun for me to watch the ableton example because I have been trying to learn how to use and read the software). He comments about how they are not making the same music, but they operate the same way, using the same theory and rules. That was the perfect way to relate to data analysis, and how the rules and theory are important for a good data analyst."
document_02,"This presentation was very interesting and structured well. I think we could learn not only from the information he is presenting, but from his presentation style as well. He used a lot of different visuals including quotes (without boring everyone), drawings, and excerpts of music. He strug all of his slides together with speaking and making jokes, and I enjoyed wathing the presentaion due to this. "
document_02,"My favorite part of the presentation, like many of my classmates, is when he begins relating Data Analytics to music. Even though not everyone can understand sheet music, he explains it well enough for everyone in the audience to understand the metaphor of a counterpoint and that there are rules for what 'sounds good'. It was interesting how he related this back to designing plots  and how they have rules for what 'looks good'. This has given me a new way to think about data in the future. "
document_02,Comparing the chord representation of the song to a distribution was also one of the more interesting parts for me. I had never thought about the parallels between different representations of music and other data.
document_02,"I enjoyed this lecture, especially with students who do well in data mining classes and understand the material but don't know how to apply it in real-life scenarios."
document_02,"Tidy Data, which was coined by Hadley Wickham, served as the foundation for an increasing number of tidy mythologies. It uses multiple commands: mutate, group_by, summarize, rename, spread, gather, unite, filter, and separate. "
document_02,The Design Patterns portion caught my interest as well when he explained how to make a good design with a set of criteria or aesthetics. A freeform theory of construction can be developed which gives essential structure but allow a wide range of possibilities. Design patterns are extracted by observing behavior and application of varying tools. 
document_02,"His suggestion to the book, Grammar of Graphics, would be helpful in my future assignments and projects since it could help me make better plots for my data.  The book is a vocabulary comprehension for describing ggplots."
document_02,"I found it interesting that he went over past example of future data analytics, with many of them being wrong, and examples of his own experience, and came to the conclusion that data analysis is not a well-defined process. Pairing that with the fact that it's a field in such high demand is fascinating. I guess even though data analytics is everywhere and still growing, in some ways we are still in the ""frontier"" days of data analytics, and there is much to de discovered and defined. My experience in coursework matches up with his conclusion that education in data analytics is about methods and applications and doesn't have as much overarching theory and reproducibility as music, programming, and building cities. It will be fascinating to see what frameworks are proposed and how the field progresses going forward."
document_02,"A few small things that I enjoyed: the tone and humor in his presentation, the dig at excel, the unexpected note in the symphony, and the joke about the dance party."
document_02,"For those that may be interested, here's a related article by Roger Peng:"
document_02,https://simplystatistics.org/2018/12/11/the-role-of-theory-in-data-analysis/ 
document_02,"The most interesting point in the video was the urgent demand for Data Analysts and Data Scientists in multiple fields. There are many different challenges related to the scalability of the way people are taught and how online courses could automatically evaluate a good or bad analysis. It isn't easy to differentiate if you can only rely on the machine capability to do it. Furthermore, the reproducibility of papers was also raised since a substantial amount of studies were suffering from this problem. The analysis worked for the paper, but when it came to implementing the results in another study, it was not possible.All these points were addressed, and the complexity of these issues will most likely grow with the rapidly increasing demand for data analysts and data science in the market. It was also interesting to see that analysts focus only on the reproducibility field to retract papers that could potentially have problems."
document_02,I thought that was very interesting too! I didn't realize data scientists are in such high demand in a variety of applications.
document_02,"One thing that I think is really established in this lecture is that data analysis is a rather new field. Sure, data analysis has been happening for as long as humans have been around, whether we realise it or not, but it hasn’t really become a defined field until recently. I think many companies realise they need data analysts but do not know how to do it properly. What Dr. Peng has discovered is a subcategory of data analysis that is like data theory. One point he brought up is that theory can be infinitely scaled. It is general enough that it can be applied to any situation that requires analysis. He described this by comparing it to music theory, which was interesting. Because automation would be very difficult and teaching everyone data analysis near impossible, it is best to just have theory that can be applied to pretty much anything."
document_02,"I found two things really interesting in this video presentation. The first is just how large the field of data analytics is and how fast it's growing. I find it astonishing just how large this section of the industry has become and how every business is demanding someone in the specialization nowadays. I sometimes wonder if the bubble will collapse and if data itself will come out of fashion in the future to be replaced by something else. I don't think it  will happen for a while considering how reliant we are on data right now thankfully. The other interesting thing I took away was what qualifies as a ""good"" analysis of a dataset. It's an interesting problem I never considered because so far my only feedback has been from my professors. It is an introspective question about whether the analysis is good which itself doesn't have simple guidelines to follow. We can get a good sense based on gut feeling if an analysis is good, however there will never be a universal consensus."
document_02,"This was a great presentation, best one yet. I liked that he said everyone is a data analyst. The challenges he highlighted surrounding data analysis were also pretty legit. Personally, even when learning in class I cannot quite tell whether I get the concepts until I have to practice using a particular tool then realize it makes sense.  I also always struggled (and I guess I still do sometimes) explaining to people what exactly data analysis is whenever they asked me for clarification.  That music example was also cool. I think that was my favorite part. I am probably a melomaniac so it was nice to see music being incorporated in a data analysis talk; because I would have never thought that would happen "
document_02,Some of the points I found interesting:
document_02,This lecture was very engaging and a different look on how to view the future of data analytics.
document_02,"Dr. Roger D. Peng's lecture was very informative and well-paced. I thought it was very entertaining how he mentioned that students end up with the skills to do data analysis, but have no clue what to do with the processed data. He focused most of the discussion on the need for criteria of achievement with data analysis. He compares criteria of achievement in other fields to demonstrate this need. In essence, he raises the question What is the rubric for determining how good a data analysis it? He concludes that he doesn't know the answer, and that ""it can't be I know it when I see it."" He suggests some potential criterion for evaluation such as reproducibility, translatability, robustness to new data, and communicability. These are more broad categories that include more sub-components, the full breakdown can be found near the end of the lecture."
document_02,"Another interesting point from the lecture: ""Rules are guidelines, not demands."" Something doesn't have to follow the rules perfectly to be good or even great, they simply provide direction."
document_02,"I've heard about the reproducibility crisis in the past. I think a simple solution to combat the crisis is to make all information open and available on GitHub with strong documentation and available data to support the study. This would allow for others to re-run the study, and perhaps even modify and improve the study."
document_02,I really liked hearing about the origins of ggplot (grammar of graphics) and tidyverse (tidy data). Up until watching this video I just assumed the names were made up!
document_03,"CRAN is a website, founded in 1997, where all the packages are available people used to extend R. CRAN actually makes R unique by availing all those packages available to public.  "
document_03,"Apparently, I got the history of evelovement of Rstudio, released in 2011, is the most exciting one since we are currently using this in our coursework. R studio is really a good collection of useful open source package, already mentioned by Professor in the class, and nice example of acceleration and adoption of R."
document_03,"I never knew about the connection between R, S, and Macintosh, so that was an interesting part of the video. It always amazes me how many different software come to be because of Macintosh during the 1990's."
document_03,"Just as David Smith mentioned I was surprised by the similarities between R and CRAN from 2000 to today, I suppose by this point the R and CRAN esthetic are mostly for symbolic reasons rather than necessity. Even Rstudio looks almost identical from 2011 to today."
document_03,"When he mentioned Microsoft's connection to R, I was interested in the R integration into SQL Server and other Microsoft products. I must have been living under a rock because I never knew about the the service within SQL Server (More information found here ). I'll have to continue doing some research to see better how these two services can be ran together."
document_03,"The graph he provided regarding the number of R packages was interesting to see, the slowing growth of R packages was surprising."
document_03,"It was interesting to see R from this historical perspective, within my circle of friend both at work and personally R is still seen as an emerging technology. This video puts R into a new light showing its maturity. It will be interesting to see in the future if R continues to develop at an increasing pace or if something new will replace it."
document_03,"That SQL Server and R integration sounds like it would be useful for the board game database we're working on, given that it's supposed to be a platform for analysis."
document_03,"The hypothetical evolution from interface to domain specific language to fully featured programming language is interesting. It makes some design decisions clearer, and it's impact can be felt today. It also makes it clear that R isn't just the language itself, but the entire ecosystem of libraries and environments."
document_03,"How did R switch from S being primarily implemented in Fortran to C/C++? I found some graphs about the code base here . I imagine at the time it was hard to justify adding support for an entirely new language of libraries, but maybe the languages are sufficiently interoperable for that not to be a concern."
document_03,"I had no idea that RStudio was such a recent development. What was the environment of choice before RStudio, especially considering that RMarkdown didn't exist? Did people just spend a majority of their time in the REPL command line interface? That sounds much less productive."
document_03,"           The interesting part is the CRAN, which is organized in 1997. It is a comprehensive R Archive Network of ftp and web servers worldwide that store identical, up-to-date versions of R's code and documentation. This is open-ended; we can access all the codes and packages from the initial development to today's upgrades. There is a drastic growth in the development of the new package, which includes statistical analysis. In our class, we used this to install R and then install multiple packages like tidyverse (an opinionated collection of R packages designed for data science), purrr, dplyr etc.  "
document_03,"           The R's history, including its predecessor-S and plenty of updates in new versions in R, is a gigantic development. R growth in academic and research communities is exciting. Even I am not familiar with the relation between S, R, and macintosh. I got a clear idea about them after watching this video, which is really interesting."
document_03,"            I got this video(https://www.youtube.com/watch?v=z1vTSdRolgI); it has R releases' history since 1997 and discussing the R Core Team's role, emphasizing development principles, and release management issues.  And also, the choice of release names since 2011 are included."
document_03,"          Also, R is the best platform for the machine learning approach. I got another video, the Machine Learning with R and TensorFlow (https://rstudio.com/resources/rstudioconf-2018/machine-learning-with-r-and-tensorflow/), describes the complete workflow, including data ingestion, training, and deploying models into production. Where TensorFlow is an open-source software library using data flow graphs for numerical computation. TensorFlow is created to perform machine learning and deep neural network research by researchers and engineers working on the Google Brain Team within Google's Machine Intelligence research organization, and now it is applicable in a wide range of other fields as well. "
document_03,"        Finally, in 20 years of R, there is a significant development, and it will be great to see in the future if R continues to expand at a growing rate."
document_03,"There were lots of insightful parts of this talk. For starters, I wasn’t entirely familiar with how open source projects were maintained, managed and assimilated into developer’s lives. With this video I got a good glimpse of how open source software is viewed by companies. This to me was a surprise. You’d intuitively think that corporations would love the fact that a software is free (since they don’t have to pay for an expensive license). The fact, however, is that reliability and reputability play a much bigger role than I expected in these scenarios. After Microsoft purchased Revolution Analytics is when companies really began assimilating the language into their structure. Like others mentioned too, I was surprised to see how new R studio was, and what an experience must have been coding without it. Overall, I loved the talk and seeing the growth and development of R. I believe every and any contribution to open source software is to be cherished and appreciated."
document_03,"You have made a very good observation, that having a brand named company backing/supporting a product or being associated with a well known entity legitimizes (adds reputability to) the product. Also, David Smith was with Revolution Analytics at the time Microsoft obtained it, and he said that he has been with them since, and this makes his YouTube video presentation a reliable source for learning about R's history and technology."
document_03,"On the other hand, open source software that has an enthusiastic community is arguably more secure and better supported than proprietary software."
document_03,"It’s neat how so many programming languages were born out of necessity instead of trying to reinvent the wheel. I didn’t realize it was developed as a mac alternative to a preexisting software. Some things never change, like the CRAN homepage apparently. The fact that the first 1.0 release of R works on the current build of Windows 10 is quite impressive. I’m surprised R studio wasn’t released until 2011. The fact that R had been integrated into Microsoft services definitely helped it grow and be solidified as a legitimate option. The number of packages has been steadily increasing up to 2017, there was a decrease in 2018 which I would like to learn the reason behind. There’s a wide variety of fields that R is used in, I can see how it would be especially useful in managing the data from the covid 19 pandemic outbreak. Before this class I had never heard of R, so I’m glad I have been exposed to it and it’s many applications."
document_03,"Yes, the R programming language is awesome! I very much enjoy the data and statistical computations and capabilities that it can perform. I can use R for my scientific and research reports, especially for my future thesis. R is a high level programming language that is continuously being upgrading by improving previous packages and having newly created packages being added to its library. The future of R programming seems to be a fruitful one for the R designer, engineer, and user. I very much enjoy learning to use this programming language."
document_03,"I can imagine the drop-off in R package support being the natural fall in an exponential growth cycle, seeing as by 2018-19 there were probably so many packages for R that it became redundant to continue producing more, and made more sense to simply update existing packages with newer functionality."
document_03,"I don't have much to say on the technical side of R's development; it seems like everyone else has something to say about that; I'm more interested in this idea that R started from just two guys, a simple frustration (no S for Macintosh computers), and a piece of proprietary software for which there was an incentive to imitate and remake into something open-source, and that would eventually come to replace the original product in circles where it was once dominant (sound familiar?). Making something that would practically replace S wasn't like the original scope of it, apparently (it appears that R was *just* for Macintosh, initially), but it doesn't seem like it took long for that to change."
document_03,"Why I find that interesting is mainly for how common the story seems to be. Mac after all, had a similar origin, but it turns out with this that it was just simply noticing a problem that spurred its development, as well as filling in a kind of niche that others had not, and that was still clearly growing given that digital data computation and analysis now is far more powerful than it was back in 1993. It shows by just how Smith implied a floating-point unit as being this thing computers at the time either had or did not, even though it's hard to imagine a lot of scientific computing without it now."
document_03,"I agree that the humble origin stories of various languages/software products is pretty crazy to think about in retrospect. I think it's definitely a testament to the idea that every great idea always has to start somewhere, almost always before any huge amount of funding or other people believing they could actually accomplish something big."
document_03,What did I enjoy about this presentation?
document_03,"I enjoyed learning about the very detailed history of R’s development, because I can see that R is a very important statistical computational software that has made enormous amount of contributions in data science and integration of technological media. I enjoyed that this video was very informative about R’s implementations within other software environments, such as RStudio. I also very much enjoyed that David Smith was very passionate and enthusiastic about the topic, which made the video more interesting."
document_03,What caught my attention?
document_03,"The things that caught my attention were: 1) Even though 20 years has passed, the R version 1.0.0 still works on Windows 10. The only problem is that it is not able to access packages because the needed links and “wget” to access the internet is not supported. 2) R is not a for profit company, but still manages to receive donations to fund servers for CRAN, R Journal (13 years of publishing thus far), and useR conference. 3) Strangely, on January 6, 2009, which was David Smith’s birthday, was also the same day that he went out to buy the printed newspaper and saw that the New York Times published an article about R, which was printed on the entire, front page of the technology section, which was also a four page story."
document_03,"Is there any comment and link to anything I explored, such as: integration with other products, funded projects, applications, or even other discussions, after watching this presentation? "
document_03,"Yes, I found a Wikipedia webpage that states that another statistical programming software, Statistical Product and Service Solutions (SPSS), that was first developed in 1968 has been upgraded, to version 14, to implement the Python programming language, which then allows the SPSS software to access and run R packages. This makes the R software even more valuable, since, like David Smith mentioned in the video, that the more uses for R, the more likely it will continue to be used in the future. Here’s the link to the Wikipedia webpage: https://en.wikipedia.org/wiki/SPSS "
document_03,"    This talk was very enlightening on what R is at its core and its history. It's pretty amazing how long R has been in development and in use, beginning in 1992 and its predecessor S being made in 1976. R being the mac version of S with an optional floating-point and 2.5 MB of memory is also quite funny. finally R's official 1.0 release was quite some time after the initial build having released in 2000/02/29 around 8 years after.     All in all, it is very plain to see how much the developers and people who use R a lot have such a love and passion for the language. It being open source and non-profit has, even from the very beginning, spawnd a lot of packages and forks for it made with the love and passion of the community. We use some of these in class with tidyverse and ggplot, and CRAN has made it possible for people to pass these on easily to others and to use the older versions of R for compatabilityy. While some of the older OS's no longer are supported in newer versions they kept the support for the old OS's for a while (95/98 ending in 2008, 2000 ending in 2011, and XP ending in 2017 for the windows version.) The scale of releses for R is interesting with version 4.0 relesing in april of this year it went from just a rough idea in 92' to a 1.0 release in 2000 to 20  years later a 4.0 release. My main take away from this presentation by Mr. Smith and the presentation of Mr. Wickham is the passion that devs and users have for the language and how much they put into it for the benifit of the language and others."
document_03,"I always found it fascinating how fast technology has improved in the past few decades. Looking at parts of its history, R is shown to have greatly contributed to these advances with its availability and ease of use. Since S was only commercially available, it may have not been feasible to use for most scientists to use as a tool. Also, its limitations to only being used on Windows computers and its incompatibility with Macintosh computers put further limitations on which devices are needed to develop, use, and expand this language. R has overcome that barrier by being compatible with Macintosh computers and also being open source. Since then, R's growing community has caused it to be one of the top languages for statistical computing. With more developers and an increasing amount of packages being developed, more tools are being released for scientists to use less time on coding and more time analyzing."
document_03,"One of the aspects that I didn't know too much of the backstory about was about Microsoft supporting R through their aqusition of Revolution Analytics in 2015. This was a pretty huge step for R to get more reputability, and to entice other companies to look at it more as a tool for their own projects now that the biggest corporation had taken an interest. Furthermore a lot of relevant products that I have used over the last couple years are a result of this initial support that I didn't realize, such as the Azure services and Power BI."
document_03,"I also had not heard of the R Consortium but it was really nice to learn that big companies were interested enough in an open-source language to maintain steady investment. From this Consortium, investments were made in to R-ladies  which I wasn't aware of but thought it was a really good outreach program to promote gender diversity and encourage more women to promote and collaborate worldwide. "
document_03,"  Dave Smith's presentation provided fascinating insights into the R project's beginnings and its relation to the S language that preceded it. Since S was a commercial software and was not available for Macintosh, Ross Ihaka and Robert Gentleman started working on R language from a small lisp interpreter and extended its data structure with atomic vector types and altered its evaluation semantics and made it look like S, but this statical software is used on Macintosh.  It is also interesting to see the future goals of the R project as envisioned back in 1998: ""to produce a free implementation of something 'close to' version 3 of the S language""; ""development of an integrated user interface""; ""to get substantial use out of R for statistical work and teaching."" according to a paper I went through (https://www.stat.auckland.ac.nz/~ihaka/downloads/Interface98.pdf) "" R began as an experiment in trying to use the methods of Lisp implementors to build a small testbed which could be used to trial some ideas on how a statistical environment might be built."" after technically 20 years of the official release of R, I see that the R project has succeeded beyond expectations. "
document_03,"I know everyone is talking about how they never knew that R was a dialect of S, but if I'm being honest, I had never heard of S before this class either. I remember that Professor Rei briefly mentioned it during the first week or so but never really looked into it until now. I think the most interesting thing is that R was initially developed to do the same thing as S, except, on Macintosh devices. The reason I think this is interesting is that R seems to have completely eclipsed S in terms of popularity. So much so that when I looked up the wiki article for S it says that R IS the ""new S"" along with something called ""S-plus"". From what I found, S-plus is just a (less popular) commercial version of S that is available for purchase. I would assume the reason that it is less popular is that its competition, R, is free and open-source, which is kind of hard to beat. Anyway, I know a lot of people used this as a point of discussion, I just noticed that no one was really mentioning that even though it started as a small branch of S, it grew into something much bigger, and I thought that was pretty cool!Also, it's pretty easy to tell which language is most popular based on the length of the Wikipedia page:"
document_03,Shttps://en.wikipedia.org/wiki/S_(programming_language)  
document_03, Rhttps://en.wikipedia.org/wiki/R_(programming_language) 
document_03,S-plus (So bad even the link doesn't work lol)
document_03,https://en.wikipedia.org/wiki/S-PLUS
document_03,"One of the things I found interesting was that R was developed as an open source alternative to S, which was made from Bell Labs. It continues to amaze me how many programming languages and pieces of software seemed to originate from Bell. Getting to see the relatively simplistic reveal of R as just a tool for a Macintosh lab and some research work kind of reminds me of the origins of the Linux kernel. Smith's mentions that companies were initially hesitant of R due to it's open source nature also seems to be reflecting a trend of companies becoming more open to using free software. While I knew that R had a large number of packages available for it, seeing a visualization of the growth in releases was very impressive, and it seems like community development for R has really exploded over the past decade. The fact that the 1.0 release is also able to run on modern versions of Windows is pretty amazing, as there is so much software that runs into compatibility issues as operating systems update and new CPUs release, yet R seems to have been stable for 20 years."
document_03,"For me, the most interesting part about the development of R has been how it has thrived through being a free and open-source piece of software. To this day, anyone can download R and R Studio at  no cost and have access to some of the most powerful and widely adopted tools in the field of statistical computing and data analysis. This appears to be one of the most important aspects of R that separates it from its competitors and why it has so quickly outpaced its progenitor, S. The ease of access and use means that users from an array of disciplines can make changes and create packages that allow R to morph, grow, and evolve  quickly. This open-source development ecosystem is what has allowed R to dominate and remain relevant for so long."
document_03,"R proves that powerful software doesn't have to be locked behind a paywall and intellectual property laws to become a financial and critical success. In its commitment to remaining accessible at no cost and open development it embodies the ideals of the GPL, which states that free-software means ""free as in freedom."""
document_03,"First off, I want to start by saying that I think it is really interesting that the main reason R was created was because S (which was the first data analysis software) was not made available on Macintosh. Two people decided they need to do something about this problem and they created R.  I also really like how CRAN which is a public website for all things R related (actually downloading R and a repository for all the packages that people contribute to extend R). It makes it easier for people new to R to really see what R offers."
document_03,"I totally understood what David Smith was saying about how people did not really trust R because it was a free software that was available to anyone. People were not sure who will support R and what was going to happen but when Microsoft got involved, all those worries went away. I truly believe that everyone behind the development of R truly just care for the future and want everyone to learn it without having to worry about anything. I think that is why they also get donations all the time and can still work and update and develop R in the future."
document_03,"Coming from a mechanical engineering background, the very first time I had ever heard of “R” was from two friends of mine at poly who were learning it around a year ago! Overall, Mr.Smith’s discussion highlighted several points of the history of R and how it has come so far from an Idea maybe 25 years ago!"
document_03,"It was interesting to see that before R, there was S that is almost 45 years old and basically twice as old as the official release of R (being its predecessor). Given that I had only experienced R this year, I really had had it in my head that R was some sort of new programming language (as I had already known about C++, Python, Java, etc…) The fact that R isnt a locked software that you have to pay for surprised me; and i’m glad that there is a community that gathers financial support to help upcoming developers of this software and programming language! It was interesting to see that R was meant to make the transition of the S programming language to Mac computers; and how R is available on both Mac and Windows today!. CRAN was interesting to see that is the depository for all the R packages, who’s UI has not really changed over the years, despite having probably more than hundreds of thousands of visitors since its inception!"
document_03,"As I was watching I found it very interesting in how he discussed the history and growth of S and how R has been developed. One of the more interesting things I found was when Microsoft acquired Revolution Analytics and suddenly R blew up. I'm not sure if it is because of the acquisition or just that more people would use R, but personally it intrigues me how people jump ship to R in that volume. I also find it odd in the ratio of new packages to the edits of existing packages. With new technologies being introduced and maybe not have been thought of from the beginning of R, I would think this would create a higher demand for new packages specific to these new 'problems' or demands. Though I have not done much research on that statement and it seems R is more for data analysis as mentioned many times in the presentation, R seems to have its place and will continue to grow and mold itself for the future."
document_03,"To start this, I actually find the entire history and timeline of R quite interesting. I haven’t really looked into R before thus the whole video was uncharted territory for me. The actual start of ‘S’ in 1976 as a precursor to R was an intriguing foundationally start, it literally used Fortran posts. ‘S’ was used to access all of the computational libraries that would eventually be updated and used in R. Then 24 years later in 2000 R 1.0.0 got released. This version of R also can be downloaded and ran even today, 20 years later. Which, to me, is just so cool to see that this software version actually held up after all these years and can still run. Then in 2009 R actually ended up hitting the front page of New York Times which just shows its success and use in companies. Jump two more years forward to 2011 and RStudio was released to the public. Then in 2015 one of the biggest tech companies, if not the biggest tech company, helped support and even further build R and the R community as a whole. As we jump to 2019 we see the CRAN package growth to continue to increase as well as the development over the last couple of years. As we approach today, R is still being used, even helping with chronavirus projections which just shows its incredible impact. "
document_03,"It's always funny to see just how rudimentary computers were 30 years ago.  He mentions the email in which Ross Ihaka specifies the hardware requirements for the early R release and includes the statement ""floating point is preferable."" The initial release was also 2.5 MB, which is less than memory than the average song. Dave talks about the period when R is becoming more mainstream. In 2009 a NYT article comes out talking about the increasing importance of R. At that time, just one repository (not named in the article) had already close to 1,600 packages. Interestingly, the author of the NYT article, Ashlee Vance, got a statement from a director at a company that makes proprietary software (SAS) in direct competition to R where this director said, ""We have customers who build engines for aircraft. I am happy they are not using freeware when I get on a jet."" Besides being a hilariously belittling statement, it also just wrong. Open source software is often better than the proprietary alternative, in terms of security and support. The article also includes a picture of Ross Ihaka, which I really liked. It's Ross holding a small whiteboard with a code snippet demonstrating the scoping rules for R, and showing a function being declared within a function. Overall just a really nice presentation by Dave."
document_03,NYT article link here:
document_03,https://www.nytimes.com/2009/01/07/technology/business-computing/07program.html?partner=permalink&exprod=permalink
document_03,"I found it interesting that there is a lot of history of R.  I did not know that S was the precursor to R. So far with what we have done in class, you can tell that R is older language. Many of the shortcuts and ease of use in other programs are not in the base program of R. I am glad that the creators wanted to make it an open source program and that has continued on. I did not realize that CRAN was repository for R packages.  It is shocking that it took RStudio to be released to the public, if it was open source. It seems that they would want their code to be able to be utilized by as many as they can. I did not know that R was owned by Microsoft. It is quite sad that for R or any language not to be considered good, unless they are owned or backed by a major corporation. "
document_03,"I thought this video was really interesting. I did not realize that R had a predecessor called S. In the video David talks about how S was created in 1976, and when it was originally created it was not compatible with Macintosh. This was essentially the motive for creating R."
document_03,"Another part of this history that David talked about that I thought was interesting was about CRAN, and the website. A couple things stood out to me like; it has not really changed over the past 20 years, and when David compared the CRAN to an ecosystem. His reasoning behind this comment was the ability to extend R through packages, and the ease of access and distribution to them. David then uses the CRAN to get R 1.0.0, and I thought that was kind of cool to see how far it has come, not just as a language, but also the creation of RStudio."
document_03,"In this week's video for discussion, Dave Smith presents some interesting information about the history and development of the R language. I think it is really cool that the original developers initially created it as a solution for using S on macintosh computers in 1993. Over the next several years with continued development, it became more mainstream in 2009 - 2011 when RStudio was initially released. Dave goes on to talk about how Microsoft now supports and incorporates R into many of their software platforms. This was something that I had no idea was happening - I was under the impression that R was used for more independent purposes. I think it would be really interesting to continue studying the mechanics of R so that I may one day work with those implementations.Finally, Dave mentions how R is now being used at the forefront of analytical science. This came as no surprise to me, as that is clearly what R is all about, but this reminder further solidifies my interest in developing my skills in R. "
document_03,"At the beginning of the presentation I thought it was really interesting to know that R stated out as a Mac alternative to S. I always think that type of intuitiveness is fascinating, and how ideas people think up can far exceed expectation, and morph into something new. Knowing more about the CRAN website and that to download R before its release was so different to expectations nowadays. I also thought that it was really funny that it predates the Way Back Machine, so finding an archive is difficult."
document_03,"Something that I actually found very funny, and was mentioned only as a footnote, was that R was Y2K compliant. Just seeing that note, just made me remember how much hoops computer and electronic companies had to go through to appease people over the Y2k scare."
