"respondent_id","gender","age","height","children_under_18","household_income","education","location","frequency","recline_frequency","recline_obligation","recline_rude","recline_eliminate","switch_seats_friends","switch_seats_family","wake_up_bathroom","wake_up_walk","baby","unruly_child","two_arm_rests","middle_arm_rest","shade","unsold_seat","talk_stranger","get_up","electronics","smoked"
3433260894,"Male","> 60","5'11""",FALSE,NA,"Graduate degree","West North Central","Once a year or less","Usually",TRUE,"No",TRUE,"Somewhat","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","Somewhat","Somewhat","Twice",FALSE,FALSE
3433260889,"Female","> 60","5'6""",FALSE,NA,"Bachelor degree","East North Central","Once a month or less","About half the time",TRUE,"No",FALSE,"Somewhat","Somewhat","No","No","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433260449,"Male","45-60","6'5""",FALSE,NA,"Bachelor degree","Pacific","Once a year or less","Once in a while",TRUE,"Somewhat",TRUE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","Three times",FALSE,FALSE
3433260241,"Female","30-44","5'4""",FALSE,NA,"Bachelor degree","West South Central","Once a year or less","Never",TRUE,"No",TRUE,"Somewhat","No","No","No","No","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433259149,"Female","30-44","Under 5 ft.",TRUE,"$0 - $24,999","Graduate degree","South Atlantic","Once a year or less","About half the time",TRUE,"No",FALSE,"No","No","No","Somewhat","No","No","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","Somewhat","Somewhat","Once",FALSE,FALSE
3433259146,"Female","> 60","5'1""",FALSE,"$25,000 - $49,999","Bachelor degree","West North Central","Once a year or less","Once in a while",TRUE,"Somewhat",TRUE,"Somewhat","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","Somewhat","No","Three times",FALSE,FALSE
3433258577,"Female","30-44","5'8""",TRUE,"$100,000 - $149,999","Bachelor degree","South Atlantic","A few times per month","Always",TRUE,"No",FALSE,"No","No","No","Somewhat","No","Somewhat","Whoever puts their arm on the arm rest first","Whoever puts their arm on the arm rest first","The person in the window seat should have exclusive control","No","No","Once",FALSE,FALSE
3433258429,"Female","30-44",NA,NA,"$50,000 - $99,999","Some college or Associate degree","New England","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433257810,NA,NA,NA,NA,NA,NA,NA,"Once a year or less",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433256501,"Female","> 60","5'2""",FALSE,NA,"Graduate degree","East North Central","Once a month or less","Once in a while",TRUE,"No",FALSE,"No","No","No","No","No","Somewhat","The person in the middle seat gets both arm rests","Whoever puts their arm on the arm rest first","Everyone in the row should have some say","No","No","More than five times times",FALSE,FALSE
3433256432,"Female","30-44","5'5""",FALSE,"$50,000 - $99,999","Bachelor degree","South Atlantic","Once a year or less","Never",TRUE,"Somewhat",FALSE,"Somewhat","Somewhat","No","Very","Somewhat","Very","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","Somewhat","Somewhat","Four times",FALSE,FALSE
3433254127,"Female","30-44","6'6"" and above",TRUE,NA,NA,"Pacific","Every day","Always",TRUE,"Very",TRUE,"Very","Very","Very","Very","Very","Very","Other (please specify)","Other (please specify)","The person in the window seat should have exclusive control","Very","Very","It is not okay to get up during flight",TRUE,TRUE
3433254063,"Female","30-44","5'5""",FALSE,"$25,000 - $49,999","Graduate degree","Middle Atlantic","Once a year or less","Once in a while",TRUE,"Somewhat",FALSE,"No","No","No","Somewhat","No","No","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","Somewhat","Three times",FALSE,FALSE
3433253031,"Female","30-44","Under 5 ft.",TRUE,"$50,000 - $99,999","Some college or Associate degree","West North Central","Once a month or less","Always",TRUE,"No",FALSE,"Very","No","No","No","No","No","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","More than five times times",FALSE,FALSE
3433252843,"Male","> 60","6'1""",FALSE,NA,"Graduate degree","West North Central","Once a year or less","Never",TRUE,"Somewhat",TRUE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Four times",FALSE,FALSE
3433251770,"Female","30-44","5'5""",TRUE,"$0 - $24,999","Graduate degree","Middle Atlantic","Once a year or less","Once in a while",TRUE,"Somewhat",TRUE,"No","No","Somewhat","Somewhat","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","More than five times times",FALSE,FALSE
3433250869,"Male","30-44","5'3""",FALSE,"$25,000 - $49,999","Less than high school degree","Middle Atlantic","Once a month or less","About half the time",TRUE,"Somewhat",FALSE,"No","No","No","Somewhat","Somewhat","Very","The arm rests should be shared","The person by the window","Everyone in the row should have some say","No","No","Three times",TRUE,FALSE
3433249096,"Female","30-44","5'4""",FALSE,"$0 - $24,999","Bachelor degree","Mountain","Once a year or less","Usually",FALSE,"No",FALSE,"No","No","No","Somewhat","Very","Very","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","Very","Four times",FALSE,FALSE
3433246146,"Female","> 60","5'6""",FALSE,"$100,000 - $149,999","Some college or Associate degree","South Atlantic","Once a year or less","Usually",FALSE,"Somewhat",TRUE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433244090,"Female","30-44",NA,NA,"$25,000 - $49,999","Graduate degree","South Atlantic","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433241823,"Female","30-44","5'3""",FALSE,NA,"High school degree","East North Central","Once a year or less","Never",FALSE,"Very",FALSE,"Very","No","Very","Very","No","No","The people in the aisle and window seats get both arm rests","Whoever puts their arm on the arm rest first","Everyone in the row should have some say","Very","Very","Once",TRUE,FALSE
3433240354,"Male","45-60","5'11""",TRUE,"$100,000 - $149,999","Graduate degree","West South Central","A few times per month","Never",TRUE,"Very",TRUE,"Somewhat","No","No","Somewhat","No","Somewhat","The person in the middle seat gets both arm rests","The person by the window","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433238615,"Male","> 60","5'9""",FALSE,"$50,000 - $99,999","Some college or Associate degree","South Atlantic","Once a month or less","Usually",FALSE,"No",FALSE,"Somewhat","Somewhat","No","Somewhat","No","Very","The person in the middle seat gets both arm rests","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Once",FALSE,FALSE
3433238383,"Male","> 60","5'11""",FALSE,NA,"Graduate degree",NA,"Once a year or less","Once in a while",TRUE,"Somewhat",TRUE,"No","No","Somewhat","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","Somewhat","No","Twice",FALSE,FALSE
3433237336,"Female","30-44","5'3""",FALSE,"$25,000 - $49,999","Graduate degree","Pacific","Once a year or less","About half the time",TRUE,"No",FALSE,"No","No","No","No","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433235280,"Male","30-44","5'11""",FALSE,"$50,000 - $99,999","Some college or Associate degree","West South Central","Once a year or less","Once in a while",FALSE,"No",FALSE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433234647,"Male","45-60",NA,NA,"$0 - $24,999","Some college or Associate degree","East North Central","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433234161,"Male","30-44","5'5""",FALSE,"$0 - $24,999","Bachelor degree","Pacific","Once a year or less","Once in a while",FALSE,"No",FALSE,"Very","Very","Very","Very","Somewhat","Very","The arm rests should be shared","Other (please specify)","The person in the window seat should have exclusive control","No","Somewhat","Once",FALSE,FALSE
3433227282,"Male","45-60","5'9""",FALSE,NA,"Graduate degree","Mountain","Once a year or less","Once in a while",TRUE,"Somewhat",FALSE,"Somewhat","Somewhat","Somewhat","Somewhat","No","Somewhat","Whoever puts their arm on the arm rest first","Whoever puts their arm on the arm rest first","Everyone in the row should have some say","No","No","Twice",TRUE,FALSE
3433227239,"Female","> 60","5'8""",FALSE,"$50,000 - $99,999","High school degree","South Atlantic","Once a year or less","Never",TRUE,"Somewhat",TRUE,"Somewhat","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433225123,"Male","18-29","6'0""",FALSE,"$0 - $24,999","Some college or Associate degree","West South Central","Once a month or less","Usually",FALSE,"No",FALSE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","Somewhat","No","More than five times times",TRUE,FALSE
3433225120,"Female","30-44","5'3""",FALSE,NA,"Graduate degree",NA,"Once a year or less","About half the time",FALSE,"No",FALSE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433221584,"Female","> 60","5'7""",TRUE,NA,"Graduate degree","Pacific","Once a month or less","Usually",TRUE,"Somewhat",FALSE,"Somewhat","Somewhat","Somewhat","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433219834,"Female","30-44","5'4""",TRUE,"$50,000 - $99,999","Bachelor degree","West North Central","Once a year or less","Once in a while",FALSE,"No",FALSE,"Somewhat","Somewhat","Somewhat","Somewhat","No","Somewhat","The arm rests should be shared","The person by the window","The person in the window seat should have exclusive control","No","No","Four times",FALSE,FALSE
3433219750,"Female","30-44","5'1""",FALSE,NA,"Graduate degree","New England","Once a year or less","Usually",FALSE,"No",FALSE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Four times",FALSE,FALSE
3433219337,"Female","30-44","5'7""",FALSE,"$50,000 - $99,999","Some college or Associate degree","East North Central","Once a month or less","Never",TRUE,"Very",TRUE,"No","No","No","No","No","Somewhat","The arm rests should be shared","The person in aisle","Everyone in the row should have some say","Somewhat","Somewhat","Once",TRUE,FALSE
3433219199,"Male","30-44","5'11""",TRUE,"$100,000 - $149,999","Bachelor degree","Pacific","Once a year or less","About half the time",FALSE,"Somewhat",FALSE,"No","No","Somewhat","Very","No","No","Other (please specify)","Other (please specify)","The person in the window seat should have exclusive control","No","No","Three times",FALSE,FALSE
3433219186,"Male","45-60","6'4""",TRUE,"$50,000 - $99,999","Bachelor degree","Pacific","Once a year or less","Once in a while",TRUE,"No",FALSE,"No","No","No","Somewhat","No","Somewhat","The arm rests should be shared","Whoever puts their arm on the arm rest first","The person in the window seat should have exclusive control","Very","No","Twice",FALSE,FALSE
3433218213,"Male","> 60",NA,NA,"$25,000 - $49,999","Bachelor degree","South Atlantic","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433213189,"Female","30-44","5'2""",FALSE,"$50,000 - $99,999","Some college or Associate degree","Pacific","Once a year or less","Never",TRUE,"Somewhat",TRUE,"Somewhat","Somewhat","Somewhat","Very","Very","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433212442,"Male","18-29","6'2""",FALSE,NA,"High school degree","South Atlantic","Once a year or less","Never",TRUE,"Somewhat",FALSE,"Somewhat","Somewhat","Very","Very","Somewhat","Somewhat","The people in the aisle and window seats get both arm rests","The person in aisle","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433212352,"Female","> 60","5'3""",FALSE,NA,"Bachelor degree","Pacific","Once a year or less","Once in a while",TRUE,"Somewhat",FALSE,"Somewhat","Somewhat","Somewhat","Very","Very","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","Once",FALSE,FALSE
3433212324,"Male","45-60","6'1""",FALSE,"$50,000 - $99,999","Bachelor degree","South Atlantic","Once a year or less","Usually",TRUE,"No",FALSE,"No","No","Somewhat","Somewhat","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","More than five times times",FALSE,FALSE
3433210555,"Female","30-44","5'3""",FALSE,"$50,000 - $99,999","Some college or Associate degree","Pacific","Once a year or less","Always",FALSE,"No",FALSE,"No","No","Somewhat","Very","No","Somewhat","The person in the middle seat gets both arm rests","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433209371,"Male","30-44","5'8""",TRUE,"$50,000 - $99,999","Some college or Associate degree","Mountain","Once a year or less","Always",FALSE,"No",FALSE,"No","No","No","Somewhat","Very","Very","Whoever puts their arm on the arm rest first","Whoever puts their arm on the arm rest first","The person in the window seat should have exclusive control","No","Somewhat","Three times",FALSE,FALSE
3433207203,NA,NA,"6'1""",FALSE,NA,NA,NA,"Once a year or less","Always",FALSE,"No",FALSE,"No","No","No","Somewhat","Somewhat","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433206921,"Female","30-44","Under 5 ft.",FALSE,"$50,000 - $99,999","Bachelor degree","Middle Atlantic","Once a year or less","Always",FALSE,"No",FALSE,"Somewhat","Very","Somewhat","Very","Somewhat","Somewhat","The arm rests should be shared","Whoever puts their arm on the arm rest first","The person in the window seat should have exclusive control","Very","No","Twice",FALSE,FALSE
3433204206,"Male","> 60","5'7""",FALSE,NA,"Graduate degree","West South Central","Once a year or less","About half the time",FALSE,"No",FALSE,"Somewhat","No","No","No","Somewhat","Very","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","More than five times times",FALSE,FALSE
3433203817,"Female","> 60","5'4""",FALSE,NA,"Bachelor degree","East South Central","Once a year or less","Always",TRUE,"No",FALSE,"No","No","Somewhat","Somewhat","No","Very","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","Somewhat","Three times",FALSE,FALSE
3433203775,"Female","30-44","5'7""",TRUE,"$0 - $24,999","Some college or Associate degree","South Atlantic","Once a year or less","About half the time",FALSE,"No",FALSE,"No","No","No","No","No","Somewhat","Whoever puts their arm on the arm rest first","Whoever puts their arm on the arm rest first","The person in the window seat should have exclusive control","No","No","Three times",FALSE,FALSE
3433203355,"Male","> 60",NA,NA,"$50,000 - $99,999","Bachelor degree","Mountain","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433202893,"Female","> 60","5'6""",FALSE,"$50,000 - $99,999","Graduate degree","West South Central","Once a month or less","About half the time",TRUE,"No",FALSE,"No","No","No","No","No","No","The person in the middle seat gets both arm rests","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433202043,"Male","> 60","6'1""",FALSE,"$50,000 - $99,999","Some college or Associate degree","Middle Atlantic","Once a year or less","Always",FALSE,"No",FALSE,"No","No","No","Somewhat","Somewhat","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433197818,"Female","> 60",NA,NA,"$100,000 - $149,999","High school degree",NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433195418,"Male","45-60","6'0""",TRUE,NA,"Bachelor degree","Middle Atlantic","Once a month or less","About half the time",TRUE,"No",FALSE,"Somewhat","No","No","No","No","Somewhat","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","Somewhat","Somewhat","Three times",FALSE,FALSE
3433194100,NA,NA,NA,NA,NA,NA,NA,"Once a year or less",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433191468,"Female","> 60","5'6""",FALSE,"$0 - $24,999","Some college or Associate degree","Middle Atlantic","Once a year or less","Usually",FALSE,"No",FALSE,"No","No","No","No","No","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433189481,"Female","> 60",NA,NA,"$0 - $24,999","High school degree","Middle Atlantic","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433186047,"Male","> 60","5'10""",FALSE,"$50,000 - $99,999","Bachelor degree","Mountain","Once a year or less","Usually",TRUE,"No",FALSE,"No","No","No","No","No","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","More than five times times",FALSE,FALSE
3433185242,"Female","> 60","5'10""",FALSE,"$50,000 - $99,999","Some college or Associate degree","Pacific","Once a year or less","Once in a while",TRUE,"No",FALSE,"No","No","No","No","No","Very","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","Very","No","Twice",FALSE,FALSE
3433184541,"Male","> 60","6'2""",NA,"$50,000 - $99,999","Bachelor degree","East North Central","Once a month or less","Never",FALSE,"Very",FALSE,"No","No","No","Very","Very","Somewhat","The arm rests should be shared","The person by the window","Everyone in the row should have some say","No","No","More than five times times",FALSE,FALSE
3433184499,"Female","30-44","5'4""",FALSE,"$50,000 - $99,999","Bachelor degree","South Atlantic","Once a year or less","Always",FALSE,"No",FALSE,"No","No","Very","Very","No","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Four times",FALSE,FALSE
3433183494,"Male","> 60","6'4""",FALSE,"$50,000 - $99,999","Some college or Associate degree","East North Central","Once a year or less","Usually",TRUE,"No",TRUE,"No","No","No","No","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433183371,"Male","> 60",NA,NA,NA,"Graduate degree","South Atlantic","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433182349,"Female","> 60","5'8""",FALSE,"$100,000 - $149,999","Graduate degree","Middle Atlantic","Once a month or less","Usually",TRUE,"Somewhat",FALSE,"No","No","Somewhat","Very","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433181353,NA,NA,NA,NA,NA,NA,NA,"Once a year or less",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433180795,"Male","30-44","5'6""",TRUE,"$50,000 - $99,999",NA,"New England","Once a month or less","Once in a while",TRUE,"Somewhat",FALSE,"Somewhat","No","No","Somewhat","No","Somewhat","The arm rests should be shared","The person in aisle","The person in the window seat should have exclusive control","No","No","Three times",TRUE,FALSE
3433178932,"Female","> 60","5'3""",TRUE,"$50,000 - $99,999","Graduate degree","Mountain","Once a year or less","Once in a while",TRUE,"Somewhat",TRUE,"No","No","No","No","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433175909,"Female","30-44","5'6""",TRUE,"$50,000 - $99,999","Graduate degree","Pacific","Once a year or less","Usually",TRUE,"No",FALSE,"No","No","Somewhat","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","Three times",FALSE,FALSE
3433174882,"Male","> 60","5'10""",FALSE,"$50,000 - $99,999","Bachelor degree","East North Central","Once a year or less","Once in a while",TRUE,"No",FALSE,"No","No","No","Very","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433173989,NA,NA,NA,NA,NA,NA,NA,"Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433173622,"Female","> 60",NA,NA,"$25,000 - $49,999","Some college or Associate degree","Middle Atlantic","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433169661,"Male","18-29","5'8""",FALSE,NA,"Some college or Associate degree","South Atlantic","Once a month or less","About half the time",FALSE,"No",FALSE,"No","No","Somewhat","Somewhat","No","Very","The person in the middle seat gets both arm rests","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Three times",TRUE,FALSE
3433169369,"Male","> 60","5'7""",FALSE,"$50,000 - $99,999","Graduate degree","Pacific","Once a year or less","Usually",TRUE,"No",FALSE,"Somewhat","Somewhat","Somewhat","Very","No","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433167815,"Male","> 60","6'0""",FALSE,"$50,000 - $99,999","Bachelor degree","West South Central","Once a year or less","Usually",TRUE,"No",FALSE,"No","No","No","No","No","Somewhat","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Three times",FALSE,FALSE
3433166875,"Male","30-44","5'11""",TRUE,"$50,000 - $99,999","Graduate degree","Pacific","Once a year or less","Once in a while",FALSE,"No",FALSE,"No","No","Somewhat","Somewhat","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",TRUE,FALSE
3433166173,"Female","> 60",NA,NA,NA,"High school degree","South Atlantic","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433154896,"Female","30-44","Under 5 ft.",FALSE,"$0 - $24,999","Some college or Associate degree","East North Central","Once a year or less","About half the time",FALSE,"No",FALSE,"No","No","Somewhat","Very","Somewhat","Somewhat","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Twice",TRUE,FALSE
3433154561,"Male","> 60","5'8""",FALSE,"$50,000 - $99,999","Bachelor degree","South Atlantic","Once a year or less","Usually",FALSE,"No",FALSE,"No","No","Somewhat","Somewhat","Very","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","Somewhat","Somewhat","Three times",FALSE,FALSE
3433152440,"Female","> 60","5'5""",FALSE,"$25,000 - $49,999","Graduate degree","Middle Atlantic","Once a year or less","Always",TRUE,"No",FALSE,"No","No","No","Very","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433152270,"Male","45-60","5'7""",TRUE,NA,"Bachelor degree","Pacific","Once a year or less","Always",FALSE,"No",FALSE,"No","No","No","No","No","Somewhat","The person in the middle seat gets both arm rests","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Twice",FALSE,FALSE
3433151150,"Female","> 60","5'10""",FALSE,"$50,000 - $99,999","Bachelor degree","West North Central","Once a year or less","Once in a while",TRUE,"No",FALSE,"No","No","Somewhat","Somewhat","No","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433147945,"Female","> 60","5'6""",FALSE,"$100,000 - $149,999","Some college or Associate degree","South Atlantic","Once a year or less","Never",TRUE,"No",TRUE,"No","No","No","No","No","No","The arm rests should be shared","Whoever puts their arm on the arm rest first","Everyone in the row should have some say","No","No","Once",FALSE,FALSE
3433142536,"Female","30-44","5'6""",FALSE,NA,"Graduate degree","Middle Atlantic","Once a year or less","About half the time",TRUE,"Somewhat",FALSE,"Somewhat","Somewhat","Somewhat","Somewhat","Very","Very","The person in the middle seat gets both arm rests","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Twice",FALSE,FALSE
3433138607,"Female","30-44","5'10""",FALSE,NA,"Bachelor degree","East North Central","Once a year or less","Always",TRUE,"No",FALSE,"No","No","No","No","No","Somewhat","The person in the middle seat gets both arm rests","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","More than five times times",FALSE,FALSE
3433136902,"Female","30-44","5'4""",TRUE,"$50,000 - $99,999","High school degree","East South Central","Once a year or less","Once in a while",TRUE,"Somewhat",FALSE,"No","No","No","Somewhat","Somewhat","Somewhat","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","Once",FALSE,FALSE
3433134491,"Female","30-44","5'6""",TRUE,"$50,000 - $99,999","High school degree","Mountain","Once a year or less","Once in a while",TRUE,"No",FALSE,"Somewhat","Somewhat","No","Somewhat","No","Very","The person in the middle seat gets both arm rests","The person in aisle","The person in the window seat should have exclusive control","No","No","Twice",TRUE,FALSE
3433134128,"Female","> 60","5'0""",FALSE,"$100,000 - $149,999","Graduate degree","South Atlantic","Once a year or less","Never",TRUE,"Very",TRUE,"No","No","No","Somewhat","Somewhat","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Three times",FALSE,FALSE
3433133066,"Male","> 60","5'9""",FALSE,NA,"Some college or Associate degree","South Atlantic","Once a year or less","Once in a while",TRUE,"No",FALSE,"No","No","No","Somewhat","Somewhat","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","Three times",FALSE,FALSE
3433132169,"Male","> 60","5'7""",FALSE,"$50,000 - $99,999","Graduate degree","Middle Atlantic","Once a year or less","Usually",TRUE,"Somewhat",FALSE,"No","No","Somewhat","Somewhat","No","Very","Whoever puts their arm on the arm rest first","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Three times",FALSE,FALSE
3433131247,"Male","> 60","6'0""",FALSE,"$100,000 - $149,999","Graduate degree","Pacific","Once a month or less","Never",TRUE,"Very",TRUE,"No","No","No","Somewhat","No","Very","The person in the middle seat gets both arm rests","Whoever puts their arm on the arm rest first","The person in the window seat should have exclusive control","No","Somewhat","Twice",TRUE,FALSE
3433130085,"Male","45-60","5'8""",FALSE,"$50,000 - $99,999","Some college or Associate degree","West North Central","Once a year or less","Never",FALSE,"No",TRUE,"Somewhat","No","No","Somewhat","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","Somewhat","More than five times times",FALSE,FALSE
3433128680,"Male","> 60","5'11""",FALSE,NA,"Bachelor degree","Mountain","Once a month or less","Never",FALSE,"No",TRUE,"Very","Very","No","Somewhat","Somewhat","Very","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","No","No","Twice",FALSE,FALSE
3433127456,"Female","45-60","5'5""",FALSE,"$0 - $24,999","Some college or Associate degree","Mountain","Once a year or less","Once in a while",FALSE,"No",TRUE,"No","No","No","Somewhat","No","Very","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Three times",FALSE,FALSE
3433127355,"Female","30-44","5'4""",FALSE,"$25,000 - $49,999","Some college or Associate degree","Pacific","Once a year or less","Always",FALSE,"No",FALSE,"Somewhat","Somewhat","No","Somewhat","No","Very","The person in the middle seat gets both arm rests","The arm rests should be shared","The person in the window seat should have exclusive control","Very","Somewhat","Once",FALSE,FALSE
3433127341,"Male","45-60","6'3""",FALSE,"$50,000 - $99,999","Some college or Associate degree","Middle Atlantic","Once a year or less","Once in a while",TRUE,"Somewhat",TRUE,"Somewhat","Somewhat","No","Somewhat","No","No","The arm rests should be shared","The arm rests should be shared","Everyone in the row should have some say","Very","Somewhat","Three times",FALSE,FALSE
3433126810,"Male","> 60",NA,NA,"$25,000 - $49,999","Bachelor degree","East North Central","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433125333,"Female","45-60","Under 5 ft.",FALSE,"$50,000 - $99,999","Some college or Associate degree","East North Central","Once a year or less","Once in a while",TRUE,"No",FALSE,"No","No","No","Somewhat","No","Very","The arm rests should be shared","The arm rests should be shared","The person in the window seat should have exclusive control","No","No","Twice",FALSE,FALSE
