state,demVote,year,south
Indiana,41.55,1996,FALSE
Iowa,50.26,1996,FALSE
Kansas,36.08,1996,FALSE
Kentucky,45.84,1996,FALSE
Louisiana,52.01,1996,TRUE
Maine,51.62,1996,FALSE
Maryland,54.25,1996,FALSE
Massachusetts,61.47,1996,FALSE
Michigan,51.69,1996,FALSE
Minnesota,51.1,1996,FALSE
Mississippi,44.08,1996,TRUE
Missouri,47.54,1996,FALSE
Montana,41.23,1996,FALSE
Nebraska,34.95,1996,FALSE
Nevada,43.93,1996,FALSE
New Hampshire,49.32,1996,FALSE
New Jersey,53.72,1996,FALSE
New Mexico,49.18,1996,FALSE
New York,59.47,1996,FALSE
North Carolina,44.04,1996,TRUE
North Dakota,40.13,1996,FALSE
Ohio,47.38,1996,FALSE
Oklahoma,40.45,1996,FALSE
Oregon,47.15,1996,FALSE
Pennsylvania,49.17,1996,FALSE
Rhode Island,59.71,1996,FALSE
South Carolina,43.96,1996,TRUE
South Dakota,43.03,1996,FALSE
Tennessee,48,1996,TRUE
Texas,43.83,1996,TRUE
Utah,33.3,1996,FALSE
Vermont,53.35,1996,FALSE
Virginia,45.15,1996,TRUE
Washington,49.84,1996,FALSE
West Virginia,51.51,1996,FALSE
Wisconsin,48.81,1996,FALSE
Wyoming,36.84,1996,FALSE
Alabama,41.59,2000,TRUE
Alaska,27.67,2000,FALSE
Arizona,44.67,2000,FALSE
Arkansas,45.86,2000,TRUE
California,53.45,2000,FALSE
Colorado,42.39,2000,FALSE
Connecticut,55.91,2000,FALSE
Delaware,54.96,2000,FALSE
DC,85.16,2000,FALSE
Florida,48.84,2000,TRUE
Georgia,42.98,2000,TRUE
Hawaii,55.79,2000,FALSE
Idaho,27.64,2000,FALSE
Illinois,54.6,2000,FALSE
Indiana,41.01,2000,FALSE
Iowa,48.54,2000,FALSE
Kansas,37.24,2000,FALSE
Kentucky,41.37,2000,FALSE
Louisiana,44.88,2000,TRUE
Maine,49.09,2000,FALSE
Maryland,56.57,2000,FALSE
Massachusetts,59.8,2000,FALSE
Michigan,51.28,2000,FALSE
Minnesota,47.91,2000,FALSE
Mississippi,40.7,2000,TRUE
Missouri,47.08,2000,FALSE
Montana,33.36,2000,FALSE
Nebraska,33.25,2000,FALSE
Nevada,45.98,2000,FALSE
New Hampshire,46.8,2000,FALSE
New Jersey,56.13,2000,FALSE
New Mexico,47.91,2000,FALSE
New York,60.21,2000,FALSE
North Carolina,43.2,2000,TRUE
North Dakota,33.05,2000,FALSE
Ohio,46.46,2000,FALSE
Oklahoma,38.43,2000,FALSE
Oregon,46.96,2000,FALSE
Pennsylvania,50.6,2000,FALSE
Rhode Island,60.99,2000,FALSE
South Carolina,40.91,2000,TRUE
South Dakota,37.56,2000,FALSE
Tennessee,47.28,2000,TRUE
Texas,37.98,2000,TRUE
Utah,26.34,2000,FALSE
Vermont,50.63,2000,FALSE
Virginia,44.44,2000,TRUE
Washington,50.13,2000,FALSE
West Virginia,45.59,2000,FALSE
Wisconsin,47.83,2000,FALSE
Wyoming,27.7,2000,FALSE
Alabama,36.84,2004,TRUE
Alaska,35.52,2004,FALSE
Arizona,44.4,2004,FALSE
Arkansas,44.55,2004,TRUE
California,54.31,2004,FALSE
Colorado,47.02,2004,FALSE
Connecticut,54.31,2004,FALSE
Delaware,53.35,2004,FALSE
DC,89.18,2004,FALSE
Florida,47.09,2004,TRUE
Georgia,41.37,2004,TRUE
Hawaii,54.01,2004,FALSE
Idaho,30.26,2004,FALSE
Illinois,54.82,2004,FALSE
Indiana,39.26,2004,FALSE
Iowa,49.23,2004,FALSE
Kansas,36.62,2004,FALSE
Kentucky,39.69,2004,FALSE
Louisiana,42.22,2004,TRUE
Maine,53.57,2004,FALSE
Maryland,55.91,2004,FALSE
Massachusetts,61.94,2004,FALSE
Michigan,51.23,2004,FALSE
Minnesota,51.09,2004,FALSE
Mississippi,39.75,2004,TRUE
Missouri,46.1,2004,FALSE
Montana,38.56,2004,FALSE
Nebraska,32.68,2004,FALSE
Nevada,47.88,2004,FALSE
New Hampshire,50.24,2004,FALSE
New Jersey,52.92,2004,FALSE
New Mexico,49.05,2004,FALSE
New York,58.37,2004,FALSE
North Carolina,43.58,2004,TRUE
North Dakota,35.5,2004,FALSE
Ohio,48.71,2004,FALSE
Oklahoma,34.43,2004,FALSE
Oregon,51.35,2004,FALSE
Pennsylvania,50.92,2004,FALSE
Rhode Island,59.42,2004,FALSE
South Carolina,40.9,2004,TRUE
South Dakota,38.44,2004,FALSE
Tennessee,42.53,2004,TRUE
Texas,38.22,2004,TRUE
Utah,26,2004,FALSE
Vermont,58.94,2004,FALSE
Virginia,45.48,2004,TRUE
Washington,52.82,2004,FALSE
West Virginia,43.2,2004,FALSE
Wisconsin,49.7,2004,FALSE
Wyoming,29.07,2004,FALSE
Alabama,38.74,2008,TRUE
Alaska,37.89,2008,FALSE
Arizona,44.91,2008,FALSE
Arkansas,38.86,2008,TRUE
California,60.94,2008,FALSE
Colorado,53.66,2008,FALSE
Connecticut,60.59,2008,FALSE
Delaware,61.91,2008,FALSE
DC,92.46,2008,FALSE
Florida,50.91,2008,TRUE
Georgia,46.9,2008,TRUE
Hawaii,71.85,2008,FALSE
Idaho,35.91,2008,FALSE
Illinois,61.85,2008,FALSE
Indiana,49.86,2008,FALSE
Iowa,53.93,2008,FALSE
Kansas,41.57,2008,FALSE
Kentucky,41.15,2008,FALSE
Louisiana,39.93,2008,TRUE
Maine,57.71,2008,FALSE
Maryland,61.92,2008,FALSE
Massachusetts,61.8,2008,FALSE
Michigan,57.33,2008,FALSE
Minnesota,54.06,2008,FALSE
Mississippi,43,2008,TRUE
Missouri,49.23,2008,FALSE
Montana,47.11,2008,FALSE
Nebraska,41.6,2008,FALSE
Nevada,55.15,2008,FALSE
New Hampshire,54.13,2008,FALSE
New Jersey,57.14,2008,FALSE
New Mexico,56.91,2008,FALSE
New York,62.88,2008,FALSE
North Carolina,49.7,2008,TRUE
North Dakota,44.5,2008,FALSE
Ohio,51.38,2008,FALSE
Oklahoma,34.35,2008,FALSE
Oregon,56.75,2008,FALSE
Pennsylvania,54.47,2008,FALSE
Rhode Island,62.86,2008,FALSE
South Carolina,44.9,2008,TRUE
South Dakota,44.75,2008,FALSE
Tennessee,41.79,2008,TRUE
Texas,43.63,2008,TRUE
Utah,34.22,2008,FALSE
Vermont,67.46,2008,FALSE
Virginia,52.63,2008,TRUE
Washington,57.34,2008,FALSE
West Virginia,42.51,2008,FALSE
Wisconsin,56.22,2008,FALSE
Wyoming,32.54,2008,FALSE
Alabama,38.36,2012,TRUE
Alaska,40.81,2012,FALSE
Arizona,44.45,2012,FALSE
Arkansas,36.88,2012,TRUE
California,60.19,2012,FALSE
Colorado,51.45,2012,FALSE
Connecticut,58.06,2012,FALSE
DC,90.91,2012,FALSE
Delaware,58.61,2012,FALSE
Florida,49.91,2012,TRUE
Georgia,45.43,2012,TRUE
Hawaii,70.55,2012,FALSE
Idaho,32.4,2012,FALSE
Illinois,57.55,2012,FALSE
Indiana,43.85,2012,FALSE
Iowa,51.99,2012,FALSE
Kansas,37.99,2012,FALSE
Kentucky,37.8,2012,FALSE
Louisiana,40.58,2012,TRUE
Maine,56.27,2012,FALSE
Maryland,61.97,2012,FALSE
Massachusetts,60.65,2012,FALSE
Michigan,54.09,2012,FALSE
Minnesota,52.65,2012,FALSE
Mississippi,43.79,2012,TRUE
Missouri,44.38,2012,FALSE
Montana,41.66,2012,FALSE
Nebraska,38.03,2012,FALSE
Nevada,52.36,2012,FALSE
New Hampshire,51.98,2012,FALSE
New Jersey,58.25,2012,FALSE
New Mexico,52.99,2012,FALSE
New York,63.33,2012,FALSE
North Carolina,48.35,2012,TRUE
North Dakota,38.7,2012,FALSE
Ohio,50.58,2012,FALSE
Oklahoma,33.23,2012,FALSE
Oregon,54.24,2012,FALSE
Pennsylvania,51.96,2012,FALSE
Rhode Island,62.7,2012,FALSE
South Carolina,44.09,2012,TRUE
South Dakota,39.87,2012,FALSE
Tennessee,39.04,2012,TRUE
Texas,41.37,2012,TRUE
Utah,24.67,2012,FALSE
Vermont,66.57,2012,FALSE
Virginia,51.16,2012,TRUE
Washington,55.81,2012,FALSE
West Virginia,35.53,2012,FALSE
Wisconsin,52.83,2012,FALSE
Wyoming,27.82,2012,FALSE
Alabama,34.36,2016,TRUE
Alaska,36.55,2016,FALSE
Arizona,44.58,2016,FALSE
Arkansas,33.65,2016,TRUE
California,61.48,2016,FALSE
Colorado,48.16,2016,FALSE
Connecticut,54.57,2016,FALSE
Delaware,53.09,2016,FALSE
DC,90.86,2016,FALSE
Florida,47.41,2016,TRUE
Georgia,45.35,2016,TRUE
Hawaii,62.22,2016,FALSE
Idaho,27.48,2016,FALSE
Illinois,55.24,2016,FALSE
Indiana,37.46,2016,FALSE
Iowa,41.74,2016,FALSE
Kansas,35.74,2016,FALSE
Kentucky,32.68,2016,FALSE
Louisiana,38.45,2016,TRUE
Maine,47.83,2016,FALSE
Maryland,60.33,2016,FALSE
Massachusetts,60.01,2016,FALSE
Michigan,47.03,2016,FALSE
Minnesota,46.44,2016,FALSE
Mississippi,40.06,2016,TRUE
Missouri,37.87,2016,FALSE
Montana,35.41,2016,FALSE
Nebraska,33.7,2016,FALSE
Nevada,47.92,2016,FALSE
New Hampshire,46.83,2016,FALSE
New Jersey,54.99,2016,FALSE
New Mexico,48.26,2016,FALSE
New York,59,2016,FALSE
North Carolina,46.17,2016,TRUE
North Dakota,27.23,2016,FALSE
Ohio,43.24,2016,FALSE
Oklahoma,28.93,2016,FALSE
Oregon,50.07,2016,FALSE
Pennsylvania,47.46,2016,FALSE
Rhode Island,54.41,2016,FALSE
South Carolina,40.67,2016,TRUE
South Dakota,31.74,2016,FALSE
Tennessee,34.72,2016,TRUE
Texas,43.12,2016,TRUE
Utah,27.17,2016,FALSE
Vermont,56.68,2016,FALSE
Virginia,49.75,2016,TRUE
Washington,52.54,2016,FALSE
West Virginia,26.18,2016,FALSE
Wisconsin,46.45,2016,FALSE
