"year","month","date_of_month","date","day_of_week","births"
2003,10,5,2003-10-05,"Sun",7744
2003,10,6,2003-10-06,"Mon",12104
2003,10,7,2003-10-07,"Tues",13523
2003,10,8,2003-10-08,"Wed",13509
2003,10,9,2003-10-09,"Thurs",13285
2003,10,10,2003-10-10,"Fri",13306
2003,10,11,2003-10-11,"Sat",8721
2003,10,12,2003-10-12,"Sun",7816
2003,10,13,2003-10-13,"Mon",11455
2003,10,14,2003-10-14,"Tues",13274
2003,10,15,2003-10-15,"Wed",12949
2003,10,16,2003-10-16,"Thurs",12711
2003,10,17,2003-10-17,"Fri",12676
2003,10,18,2003-10-18,"Sat",8564
2003,10,19,2003-10-19,"Sun",7561
2003,10,20,2003-10-20,"Mon",12073
2003,10,21,2003-10-21,"Tues",13300
2003,10,22,2003-10-22,"Wed",13054
2003,10,23,2003-10-23,"Thurs",12817
2003,10,24,2003-10-24,"Fri",12566
2003,10,25,2003-10-25,"Sat",8568
2003,10,26,2003-10-26,"Sun",7818
2003,10,27,2003-10-27,"Mon",11956
2003,10,28,2003-10-28,"Tues",13426
2003,10,29,2003-10-29,"Wed",12950
2003,10,30,2003-10-30,"Thurs",12600
2003,10,31,2003-10-31,"Fri",11005
2003,11,1,2003-11-01,"Sat",8491
2003,11,2,2003-11-02,"Sun",7716
2003,11,3,2003-11-03,"Mon",12443
2003,11,4,2003-11-04,"Tues",13374
2003,11,5,2003-11-05,"Wed",12998
2003,11,6,2003-11-06,"Thurs",12801
2003,11,7,2003-11-07,"Fri",12535
2003,11,8,2003-11-08,"Sat",8719
2003,11,9,2003-11-09,"Sun",7481
2003,11,10,2003-11-10,"Mon",12117
2003,11,11,2003-11-11,"Tues",13166
2003,11,12,2003-11-12,"Wed",12680
2003,11,13,2003-11-13,"Thurs",12438
2003,11,14,2003-11-14,"Fri",12433
2003,11,15,2003-11-15,"Sat",8309
2003,11,16,2003-11-16,"Sun",7486
2003,11,17,2003-11-17,"Mon",12006
2003,11,18,2003-11-18,"Tues",13330
2003,11,19,2003-11-19,"Wed",12879
2003,11,20,2003-11-20,"Thurs",12988
2003,11,21,2003-11-21,"Fri",13036
2003,11,22,2003-11-22,"Sat",8623
2003,11,23,2003-11-23,"Sun",7383
2003,11,24,2003-11-24,"Mon",13035
2003,11,25,2003-11-25,"Tues",13732
2003,11,26,2003-11-26,"Wed",12069
2003,11,27,2003-11-27,"Thurs",7340
2003,11,28,2003-11-28,"Fri",9407
2003,11,29,2003-11-29,"Sat",8043
2003,11,30,2003-11-30,"Sun",7330
2003,12,1,2003-12-01,"Mon",12213
2003,12,2,2003-12-02,"Tues",13454
2003,12,3,2003-12-03,"Wed",13199
2003,12,4,2003-12-04,"Thurs",12631
2003,12,5,2003-12-05,"Fri",12180
2003,12,6,2003-12-06,"Sat",8247
2003,12,7,2003-12-07,"Sun",7383
2003,12,8,2003-12-08,"Mon",11708
2003,12,9,2003-12-09,"Tues",13001
2003,12,10,2003-12-10,"Wed",12739
2003,12,11,2003-12-11,"Thurs",12502
2003,12,12,2003-12-12,"Fri",12484
2003,12,13,2003-12-13,"Sat",8303
2003,12,14,2003-12-14,"Sun",7462
2003,12,15,2003-12-15,"Mon",12319
2003,12,16,2003-12-16,"Tues",13649
2003,12,17,2003-12-17,"Wed",13454
2003,12,18,2003-12-18,"Thurs",13865
2003,12,19,2003-12-19,"Fri",13693
2003,12,20,2003-12-20,"Sat",8953
2003,12,21,2003-12-21,"Sun",7657
2003,12,22,2003-12-22,"Mon",13249
2003,12,23,2003-12-23,"Tues",12939
2003,12,24,2003-12-24,"Wed",9272
2003,12,25,2003-12-25,"Thurs",6744
2003,12,26,2003-12-26,"Fri",10431
2003,12,27,2003-12-27,"Sat",8785
2003,12,28,2003-12-28,"Sun",7763
2003,12,29,2003-12-29,"Mon",13125
2003,12,30,2003-12-30,"Tues",14700
2003,12,31,2003-12-31,"Wed",12540
2004,1,1,2004-01-01,"Thurs",8205
2004,1,2,2004-01-02,"Fri",10586
2004,1,3,2004-01-03,"Sat",8337
2004,1,4,2004-01-04,"Sun",7359
2004,1,5,2004-01-05,"Mon",11489
2004,1,6,2004-01-06,"Tues",12755
2004,1,7,2004-01-07,"Wed",12716
2004,1,8,2004-01-08,"Thurs",12781
2004,1,9,2004-01-09,"Fri",12469
2004,1,10,2004-01-10,"Sat",8337
2004,1,11,2004-01-11,"Sun",7316
2004,1,12,2004-01-12,"Mon",11813
2004,1,13,2004-01-13,"Tues",12639
2004,1,14,2004-01-14,"Wed",12965
2004,1,15,2004-01-15,"Thurs",12837
2004,1,16,2004-01-16,"Fri",12424
2004,1,17,2004-01-17,"Sat",8442
2004,1,18,2004-01-18,"Sun",7512
2004,1,19,2004-01-19,"Mon",11152
2004,1,20,2004-01-20,"Tues",12810
2004,1,21,2004-01-21,"Wed",12753
2004,1,22,2004-01-22,"Thurs",12675
2004,1,23,2004-01-23,"Fri",12643
2004,1,24,2004-01-24,"Sat",8632
2004,1,25,2004-01-25,"Sun",7556
2004,1,26,2004-01-26,"Mon",11611
2004,1,27,2004-01-27,"Tues",12892
2004,1,28,2004-01-28,"Wed",12373
2004,1,29,2004-01-29,"Thurs",12313
2004,1,30,2004-01-30,"Fri",12375
2004,1,31,2004-01-31,"Sat",8310
2004,2,1,2004-02-01,"Sun",7270
2004,2,2,2004-02-02,"Mon",11686
2004,2,3,2004-02-03,"Tues",13211
2004,2,4,2004-02-04,"Wed",12580
2004,2,5,2004-02-05,"Thurs",12572
2004,2,6,2004-02-06,"Fri",12371
2004,2,7,2004-02-07,"Sat",8533
2004,2,8,2004-02-08,"Sun",7440
2004,2,9,2004-02-09,"Mon",11654
2004,2,10,2004-02-10,"Tues",13139
2004,2,11,2004-02-11,"Wed",12966
2004,2,12,2004-02-12,"Thurs",12957
2004,2,13,2004-02-13,"Fri",11749
2004,2,14,2004-02-14,"Sat",8944
2004,2,15,2004-02-15,"Sun",7603
2004,2,16,2004-02-16,"Mon",11280
2004,2,17,2004-02-17,"Tues",12790
2004,2,18,2004-02-18,"Wed",12954
2004,2,19,2004-02-19,"Thurs",12709
2004,2,20,2004-02-20,"Fri",12720
2004,2,21,2004-02-21,"Sat",8481
2004,2,22,2004-02-22,"Sun",7552
2004,2,23,2004-02-23,"Mon",11565
2004,2,24,2004-02-24,"Tues",13009
2004,2,25,2004-02-25,"Wed",12800
2004,2,26,2004-02-26,"Thurs",12621
2004,2,27,2004-02-27,"Fri",12403
2004,2,28,2004-02-28,"Sat",8488
2004,2,29,2004-02-29,"Sun",7301
2004,3,1,2004-03-01,"Mon",12017
2004,3,2,2004-03-02,"Tues",12943
2004,3,3,2004-03-03,"Wed",12696
2004,3,4,2004-03-04,"Thurs",12611
2004,3,5,2004-03-05,"Fri",12407
2004,3,6,2004-03-06,"Sat",8532
2004,3,7,2004-03-07,"Sun",7304
2004,3,8,2004-03-08,"Mon",11816
2004,3,9,2004-03-09,"Tues",12988
2004,3,10,2004-03-10,"Wed",12777
2004,3,11,2004-03-11,"Thurs",12797
2004,3,12,2004-03-12,"Fri",12519
2004,3,13,2004-03-13,"Sat",8398
2004,3,14,2004-03-14,"Sun",7401
2004,3,15,2004-03-15,"Mon",11903
2004,3,16,2004-03-16,"Tues",12873
2004,3,17,2004-03-17,"Wed",12979
2004,3,18,2004-03-18,"Thurs",12710
2004,3,19,2004-03-19,"Fri",12480
2004,3,20,2004-03-20,"Sat",8329
2004,3,21,2004-03-21,"Sun",7548
2004,3,22,2004-03-22,"Mon",11842
2004,3,23,2004-03-23,"Tues",12978
2004,3,24,2004-03-24,"Wed",12765
2004,3,25,2004-03-25,"Thurs",12835
2004,3,26,2004-03-26,"Fri",12372
2004,3,27,2004-03-27,"Sat",8602
2004,3,28,2004-03-28,"Sun",7549
2004,3,29,2004-03-29,"Mon",11788
2004,3,30,2004-03-30,"Tues",13078
2004,3,31,2004-03-31,"Wed",12542
2004,4,1,2004-04-01,"Thurs",12138
2004,4,2,2004-04-02,"Fri",12776
2004,4,3,2004-04-03,"Sat",8479
2004,4,4,2004-04-04,"Sun",7559
2004,4,5,2004-04-05,"Mon",12013
2004,4,6,2004-04-06,"Tues",13122
2004,4,7,2004-04-07,"Wed",12929
2004,4,8,2004-04-08,"Thurs",12836
2004,4,9,2004-04-09,"Fri",11695
2004,4,10,2004-04-10,"Sat",8148
2004,4,11,2004-04-11,"Sun",6969
2004,4,12,2004-04-12,"Mon",11751
2004,4,13,2004-04-13,"Tues",12613
2004,4,14,2004-04-14,"Wed",12732
2004,4,15,2004-04-15,"Thurs",12785
2004,4,16,2004-04-16,"Fri",12482
2004,4,17,2004-04-17,"Sat",8584
2004,4,18,2004-04-18,"Sun",7447
2004,4,19,2004-04-19,"Mon",11792
2004,4,20,2004-04-20,"Tues",13128
2004,4,21,2004-04-21,"Wed",12787
2004,4,22,2004-04-22,"Thurs",12866
2004,4,23,2004-04-23,"Fri",12442
2004,4,24,2004-04-24,"Sat",8595
2004,4,25,2004-04-25,"Sun",7507
2004,4,26,2004-04-26,"Mon",12020
2004,4,27,2004-04-27,"Tues",13147
2004,4,28,2004-04-28,"Wed",12756
2004,4,29,2004-04-29,"Thurs",12617
2004,4,30,2004-04-30,"Fri",12364
2004,5,1,2004-05-01,"Sat",8259
2004,5,2,2004-05-02,"Sun",7433
2004,5,3,2004-05-03,"Mon",11839
2004,5,4,2004-05-04,"Tues",12824
2004,5,5,2004-05-05,"Wed",12852
2004,5,6,2004-05-06,"Thurs",12707
2004,5,7,2004-05-07,"Fri",12582
2004,5,8,2004-05-08,"Sat",8599
2004,5,9,2004-05-09,"Sun",7380
2004,5,10,2004-05-10,"Mon",12243
2004,5,11,2004-05-11,"Tues",13229
2004,5,12,2004-05-12,"Wed",12989
2004,5,13,2004-05-13,"Thurs",12373
2004,5,14,2004-05-14,"Fri",12688
2004,5,15,2004-05-15,"Sat",8498
2004,5,16,2004-05-16,"Sun",7614
2004,5,17,2004-05-17,"Mon",12172
2004,5,18,2004-05-18,"Tues",13294
2004,5,19,2004-05-19,"Wed",12576
2004,5,20,2004-05-20,"Thurs",13036
2004,5,21,2004-05-21,"Fri",12625
2004,5,22,2004-05-22,"Sat",8614
2004,5,23,2004-05-23,"Sun",7628
2004,5,24,2004-05-24,"Mon",12341
2004,5,25,2004-05-25,"Tues",13451
2004,5,26,2004-05-26,"Wed",12891
2004,5,27,2004-05-27,"Thurs",13470
2004,5,28,2004-05-28,"Fri",12941
2004,5,29,2004-05-29,"Sat",8720
2004,5,30,2004-05-30,"Sun",7511
2004,5,31,2004-05-31,"Mon",7869
2004,6,1,2004-06-01,"Tues",12440
2004,6,2,2004-06-02,"Wed",13785
2004,6,3,2004-06-03,"Thurs",13644
2004,6,4,2004-06-04,"Fri",13059
2004,6,5,2004-06-05,"Sat",8706
2004,6,6,2004-06-06,"Sun",7451
2004,6,7,2004-06-07,"Mon",12173
2004,6,8,2004-06-08,"Tues",13339
2004,6,9,2004-06-09,"Wed",12806
2004,6,10,2004-06-10,"Thurs",13141
2004,6,11,2004-06-11,"Fri",12691
2004,6,12,2004-06-12,"Sat",8581
2004,6,13,2004-06-13,"Sun",7649
2004,6,14,2004-06-14,"Mon",12200
2004,6,15,2004-06-15,"Tues",13317
2004,6,16,2004-06-16,"Wed",13141
2004,6,17,2004-06-17,"Thurs",13165
2004,6,18,2004-06-18,"Fri",12785
2004,6,19,2004-06-19,"Sat",8492
2004,6,20,2004-06-20,"Sun",7629
2004,6,21,2004-06-21,"Mon",12093
2004,6,22,2004-06-22,"Tues",13237
2004,6,23,2004-06-23,"Wed",13096
2004,6,24,2004-06-24,"Thurs",13267
2004,6,25,2004-06-25,"Fri",13074
2004,6,26,2004-06-26,"Sat",8786
2004,6,27,2004-06-27,"Sun",7715
2004,6,28,2004-06-28,"Mon",12383
2004,6,29,2004-06-29,"Tues",13587
2004,6,30,2004-06-30,"Wed",13444
2004,7,1,2004-07-01,"Thurs",13887
2004,7,2,2004-07-02,"Fri",13271
2004,7,3,2004-07-03,"Sat",8900
2004,7,4,2004-07-04,"Sun",7820
2004,7,5,2004-07-05,"Mon",8978
2004,7,6,2004-07-06,"Tues",13221
2004,7,7,2004-07-07,"Wed",14496
2004,7,8,2004-07-08,"Thurs",14056
2004,7,9,2004-07-09,"Fri",13874
2004,7,10,2004-07-10,"Sat",9040
2004,7,11,2004-07-11,"Sun",7862
2004,7,12,2004-07-12,"Mon",12621
2004,7,13,2004-07-13,"Tues",13214
2004,7,14,2004-07-14,"Wed",13610
2004,7,15,2004-07-15,"Thurs",13601
2004,7,16,2004-07-16,"Fri",13411
2004,7,17,2004-07-17,"Sat",9067
2004,7,18,2004-07-18,"Sun",7797
2004,7,19,2004-07-19,"Mon",12286
2004,7,20,2004-07-20,"Tues",13804
2004,7,21,2004-07-21,"Wed",13370
2004,7,22,2004-07-22,"Thurs",13574
2004,7,23,2004-07-23,"Fri",12974
2004,7,24,2004-07-24,"Sat",9046
2004,7,25,2004-07-25,"Sun",7549
2004,7,26,2004-07-26,"Mon",12266
2004,7,27,2004-07-27,"Tues",13454
2004,7,28,2004-07-28,"Wed",13258
2004,7,29,2004-07-29,"Thurs",13281
2004,7,30,2004-07-30,"Fri",12934
2004,7,31,2004-07-31,"Sat",8858
2004,8,1,2004-08-01,"Sun",7837
2004,8,2,2004-08-02,"Mon",12428
2004,8,3,2004-08-03,"Tues",13249
2004,8,4,2004-08-04,"Wed",13498
2004,8,5,2004-08-05,"Thurs",13234
2004,8,6,2004-08-06,"Fri",12935
2004,8,7,2004-08-07,"Sat",8860
2004,8,8,2004-08-08,"Sun",7773
2004,8,9,2004-08-09,"Mon",12310
2004,8,10,2004-08-10,"Tues",13571
2004,8,11,2004-08-11,"Wed",13405
2004,8,12,2004-08-12,"Thurs",13448
2004,8,13,2004-08-13,"Fri",12275
2004,8,14,2004-08-14,"Sat",8884
2004,8,15,2004-08-15,"Sun",7885
2004,8,16,2004-08-16,"Mon",12328
2004,8,17,2004-08-17,"Tues",13551
2004,8,18,2004-08-18,"Wed",13274
2004,8,19,2004-08-19,"Thurs",13088
2004,8,20,2004-08-20,"Fri",13228
2004,8,21,2004-08-21,"Sat",8944
2004,8,22,2004-08-22,"Sun",7950
2004,8,23,2004-08-23,"Mon",12285
2004,8,24,2004-08-24,"Tues",13556
2004,8,25,2004-08-25,"Wed",13116
2004,8,26,2004-08-26,"Thurs",13196
2004,8,27,2004-08-27,"Fri",12971
2004,8,28,2004-08-28,"Sat",9049
2004,8,29,2004-08-29,"Sun",7783
2004,8,30,2004-08-30,"Mon",12342
2004,8,31,2004-08-31,"Tues",13582
2004,9,1,2004-09-01,"Wed",13418
2004,9,2,2004-09-02,"Thurs",13539
2004,9,3,2004-09-03,"Fri",13245
2004,9,4,2004-09-04,"Sat",8881
2004,9,5,2004-09-05,"Sun",7875
2004,9,6,2004-09-06,"Mon",8281
2004,9,7,2004-09-07,"Tues",12884
2004,9,8,2004-09-08,"Wed",14492
2004,9,9,2004-09-09,"Thurs",14526
2004,9,10,2004-09-10,"Fri",14081
2004,9,11,2004-09-11,"Sat",9253
2004,9,12,2004-09-12,"Sun",8281
2004,9,13,2004-09-13,"Mon",12644
2004,9,14,2004-09-14,"Tues",14172
2004,9,15,2004-09-15,"Wed",13641
2004,9,16,2004-09-16,"Thurs",13432
2004,9,17,2004-09-17,"Fri",13577
2004,9,18,2004-09-18,"Sat",9387
2004,9,19,2004-09-19,"Sun",8251
2004,9,20,2004-09-20,"Mon",12963
2004,9,21,2004-09-21,"Tues",13932
2004,9,22,2004-09-22,"Wed",13749
2004,9,23,2004-09-23,"Thurs",13969
2004,9,24,2004-09-24,"Fri",13722
2004,9,25,2004-09-25,"Sat",9142
2004,9,26,2004-09-26,"Sun",8143
2004,9,27,2004-09-27,"Mon",12674
2004,9,28,2004-09-28,"Tues",13882
2004,9,29,2004-09-29,"Wed",13416
2004,9,30,2004-09-30,"Thurs",13443
2004,10,1,2004-10-01,"Fri",13256
2004,10,2,2004-10-02,"Sat",8886
2004,10,3,2004-10-03,"Sun",7719
2004,10,4,2004-10-04,"Mon",12591
2004,10,5,2004-10-05,"Tues",13707
2004,10,6,2004-10-06,"Wed",13317
2004,10,7,2004-10-07,"Thurs",13383
2004,10,8,2004-10-08,"Fri",13122
2004,10,9,2004-10-09,"Sat",8716
2004,10,10,2004-10-10,"Sun",7709
2004,10,11,2004-10-11,"Mon",11758
2004,10,12,2004-10-12,"Tues",13405
2004,10,13,2004-10-13,"Wed",13069
2004,10,14,2004-10-14,"Thurs",13259
2004,10,15,2004-10-15,"Fri",13111
2004,10,16,2004-10-16,"Sat",8802
2004,10,17,2004-10-17,"Sun",7661
2004,10,18,2004-10-18,"Mon",12252
2004,10,19,2004-10-19,"Tues",13271
2004,10,20,2004-10-20,"Wed",12967
2004,10,21,2004-10-21,"Thurs",12959
2004,10,22,2004-10-22,"Fri",12887
2004,10,23,2004-10-23,"Sat",8627
2004,10,24,2004-10-24,"Sun",7699
2004,10,25,2004-10-25,"Mon",12341
2004,10,26,2004-10-26,"Tues",13464
2004,10,27,2004-10-27,"Wed",13178
2004,10,28,2004-10-28,"Thurs",13287
2004,10,29,2004-10-29,"Fri",12473
2004,10,30,2004-10-30,"Sat",8616
2004,10,31,2004-10-31,"Sun",7556
2004,11,1,2004-11-01,"Mon",12173
2004,11,2,2004-11-02,"Tues",13212
2004,11,3,2004-11-03,"Wed",13004
2004,11,4,2004-11-04,"Thurs",13075
2004,11,5,2004-11-05,"Fri",12900
2004,11,6,2004-11-06,"Sat",8789
2004,11,7,2004-11-07,"Sun",7734
2004,11,8,2004-11-08,"Mon",12420
2004,11,9,2004-11-09,"Tues",13351
2004,11,10,2004-11-10,"Wed",13017
2004,11,11,2004-11-11,"Thurs",12976
2004,11,12,2004-11-12,"Fri",12783
2004,11,13,2004-11-13,"Sat",8626
2004,11,14,2004-11-14,"Sun",7503
2004,11,15,2004-11-15,"Mon",12293
2004,11,16,2004-11-16,"Tues",13528
2004,11,17,2004-11-17,"Wed",13124
2004,11,18,2004-11-18,"Thurs",13348
2004,11,19,2004-11-19,"Fri",13063
2004,11,20,2004-11-20,"Sat",8694
2004,11,21,2004-11-21,"Sun",7742
2004,11,22,2004-11-22,"Mon",13463
2004,11,23,2004-11-23,"Tues",14238
2004,11,24,2004-11-24,"Wed",12430
2004,11,25,2004-11-25,"Thurs",7614
2004,11,26,2004-11-26,"Fri",9370
2004,11,27,2004-11-27,"Sat",8118
2004,11,28,2004-11-28,"Sun",7540
2004,11,29,2004-11-29,"Mon",12315
2004,11,30,2004-11-30,"Tues",13916
2004,12,1,2004-12-01,"Wed",13385
2004,12,2,2004-12-02,"Thurs",12989
2004,12,3,2004-12-03,"Fri",12604
2004,12,4,2004-12-04,"Sat",8616
2004,12,5,2004-12-05,"Sun",7606
2004,12,6,2004-12-06,"Mon",12054
2004,12,7,2004-12-07,"Tues",13372
2004,12,8,2004-12-08,"Wed",13179
2004,12,9,2004-12-09,"Thurs",12872
2004,12,10,2004-12-10,"Fri",12719
2004,12,11,2004-12-11,"Sat",8550
2004,12,12,2004-12-12,"Sun",7649
2004,12,13,2004-12-13,"Mon",11809
2004,12,14,2004-12-14,"Tues",13360
2004,12,15,2004-12-15,"Wed",13380
2004,12,16,2004-12-16,"Thurs",13418
2004,12,17,2004-12-17,"Fri",13090
2004,12,18,2004-12-18,"Sat",8623
2004,12,19,2004-12-19,"Sun",7552
2004,12,20,2004-12-20,"Mon",13587
2004,12,21,2004-12-21,"Tues",14390
2004,12,22,2004-12-22,"Wed",13006
2004,12,23,2004-12-23,"Thurs",11043
2004,12,24,2004-12-24,"Fri",7813
2004,12,25,2004-12-25,"Sat",6259
2004,12,26,2004-12-26,"Sun",7087
2004,12,27,2004-12-27,"Mon",12276
2004,12,28,2004-12-28,"Tues",13965
2004,12,29,2004-12-29,"Wed",13642
2004,12,30,2004-12-30,"Thurs",13314
2004,12,31,2004-12-31,"Fri",10130
2005,1,1,2005-01-01,"Sat",7317
2005,1,2,2005-01-02,"Sun",6871
2005,1,3,2005-01-03,"Mon",11153
2005,1,4,2005-01-04,"Tues",12644
2005,1,5,2005-01-05,"Wed",12671
2005,1,6,2005-01-06,"Thurs",12733
2005,1,7,2005-01-07,"Fri",12581
2005,1,8,2005-01-08,"Sat",8376
2005,1,9,2005-01-09,"Sun",7169
2005,1,10,2005-01-10,"Mon",11803
2005,1,11,2005-01-11,"Tues",12949
2005,1,12,2005-01-12,"Wed",12842
2005,1,13,2005-01-13,"Thurs",12357
2005,1,14,2005-01-14,"Fri",12562
2005,1,15,2005-01-15,"Sat",8502
2005,1,16,2005-01-16,"Sun",7192
2005,1,17,2005-01-17,"Mon",11059
2005,1,18,2005-01-18,"Tues",12677
2005,1,19,2005-01-19,"Wed",12726
2005,1,20,2005-01-20,"Thurs",12847
2005,1,21,2005-01-21,"Fri",12579
2005,1,22,2005-01-22,"Sat",8255
2005,1,23,2005-01-23,"Sun",7376
2005,1,24,2005-01-24,"Mon",11716
2005,1,25,2005-01-25,"Tues",13295
2005,1,26,2005-01-26,"Wed",12733
2005,1,27,2005-01-27,"Thurs",12680
2005,1,28,2005-01-28,"Fri",12578
2005,1,29,2005-01-29,"Sat",8303
2005,1,30,2005-01-30,"Sun",7402
2005,1,31,2005-01-31,"Mon",11530
2005,2,1,2005-02-01,"Tues",13263
2005,2,2,2005-02-02,"Wed",12966
2005,2,3,2005-02-03,"Thurs",12638
2005,2,4,2005-02-04,"Fri",12671
2005,2,5,2005-02-05,"Sat",8539
2005,2,6,2005-02-06,"Sun",7432
2005,2,7,2005-02-07,"Mon",11867
2005,2,8,2005-02-08,"Tues",12927
2005,2,9,2005-02-09,"Wed",12469
2005,2,10,2005-02-10,"Thurs",12865
2005,2,11,2005-02-11,"Fri",12517
2005,2,12,2005-02-12,"Sat",8462
2005,2,13,2005-02-13,"Sun",7395
2005,2,14,2005-02-14,"Mon",12386
2005,2,15,2005-02-15,"Tues",13378
2005,2,16,2005-02-16,"Wed",13029
2005,2,17,2005-02-17,"Thurs",12718
2005,2,18,2005-02-18,"Fri",12589
2005,2,19,2005-02-19,"Sat",8318
2005,2,20,2005-02-20,"Sun",7342
2005,2,21,2005-02-21,"Mon",11087
2005,2,22,2005-02-22,"Tues",12699
2005,2,23,2005-02-23,"Wed",12685
2005,2,24,2005-02-24,"Thurs",12733
2005,2,25,2005-02-25,"Fri",12495
2005,2,26,2005-02-26,"Sat",8293
2005,2,27,2005-02-27,"Sun",7449
2005,2,28,2005-02-28,"Mon",11678
2005,3,1,2005-03-01,"Tues",13042
2005,3,2,2005-03-02,"Wed",12765
2005,3,3,2005-03-03,"Thurs",13018
2005,3,4,2005-03-04,"Fri",12772
2005,3,5,2005-03-05,"Sat",8499
2005,3,6,2005-03-06,"Sun",7382
2005,3,7,2005-03-07,"Mon",11801
2005,3,8,2005-03-08,"Tues",12969
2005,3,9,2005-03-09,"Wed",12700
2005,3,10,2005-03-10,"Thurs",12920
2005,3,11,2005-03-11,"Fri",12777
2005,3,12,2005-03-12,"Sat",8511
2005,3,13,2005-03-13,"Sun",7239
2005,3,14,2005-03-14,"Mon",12086
2005,3,15,2005-03-15,"Tues",13144
2005,3,16,2005-03-16,"Wed",12718
2005,3,17,2005-03-17,"Thurs",13118
2005,3,18,2005-03-18,"Fri",12690
2005,3,19,2005-03-19,"Sat",8557
2005,3,20,2005-03-20,"Sun",7454
2005,3,21,2005-03-21,"Mon",12108
2005,3,22,2005-03-22,"Tues",13386
2005,3,23,2005-03-23,"Wed",12910
2005,3,24,2005-03-24,"Thurs",12912
2005,3,25,2005-03-25,"Fri",12111
2005,3,26,2005-03-26,"Sat",7980
2005,3,27,2005-03-27,"Sun",6923
2005,3,28,2005-03-28,"Mon",11820
2005,3,29,2005-03-29,"Tues",13028
2005,3,30,2005-03-30,"Wed",12947
2005,3,31,2005-03-31,"Thurs",12834
2005,4,1,2005-04-01,"Fri",11760
2005,4,2,2005-04-02,"Sat",8574
2005,4,3,2005-04-03,"Sun",7065
2005,4,4,2005-04-04,"Mon",12457
2005,4,5,2005-04-05,"Tues",13274
2005,4,6,2005-04-06,"Wed",13200
2005,4,7,2005-04-07,"Thurs",12996
2005,4,8,2005-04-08,"Fri",12747
2005,4,9,2005-04-09,"Sat",8355
2005,4,10,2005-04-10,"Sun",7443
2005,4,11,2005-04-11,"Mon",12143
2005,4,12,2005-04-12,"Tues",13146
2005,4,13,2005-04-13,"Wed",12452
2005,4,14,2005-04-14,"Thurs",12976
2005,4,15,2005-04-15,"Fri",13063
2005,4,16,2005-04-16,"Sat",8291
2005,4,17,2005-04-17,"Sun",7214
2005,4,18,2005-04-18,"Mon",12023
2005,4,19,2005-04-19,"Tues",13197
2005,4,20,2005-04-20,"Wed",13120
2005,4,21,2005-04-21,"Thurs",12978
2005,4,22,2005-04-22,"Fri",12543
2005,4,23,2005-04-23,"Sat",8244
2005,4,24,2005-04-24,"Sun",7267
2005,4,25,2005-04-25,"Mon",12002
2005,4,26,2005-04-26,"Tues",13157
2005,4,27,2005-04-27,"Wed",12929
2005,4,28,2005-04-28,"Thurs",12822
2005,4,29,2005-04-29,"Fri",12342
2005,4,30,2005-04-30,"Sat",8280
2005,5,1,2005-05-01,"Sun",7230
2005,5,2,2005-05-02,"Mon",11980
2005,5,3,2005-05-03,"Tues",13079
2005,5,4,2005-05-04,"Wed",12841
2005,5,5,2005-05-05,"Thurs",14357
2005,5,6,2005-05-06,"Fri",12496
2005,5,7,2005-05-07,"Sat",8204
2005,5,8,2005-05-08,"Sun",7349
2005,5,9,2005-05-09,"Mon",12155
2005,5,10,2005-05-10,"Tues",13299
2005,5,11,2005-05-11,"Wed",12762
2005,5,12,2005-05-12,"Thurs",13251
2005,5,13,2005-05-13,"Fri",11803
2005,5,14,2005-05-14,"Sat",8610
2005,5,15,2005-05-15,"Sun",7515
2005,5,16,2005-05-16,"Mon",12307
2005,5,17,2005-05-17,"Tues",13659
2005,5,18,2005-05-18,"Wed",13378
2005,5,19,2005-05-19,"Thurs",13114
2005,5,20,2005-05-20,"Fri",13007
2005,5,21,2005-05-21,"Sat",8490
2005,5,22,2005-05-22,"Sun",7386
2005,5,23,2005-05-23,"Mon",12445
2005,5,24,2005-05-24,"Tues",13740
2005,5,25,2005-05-25,"Wed",13793
2005,5,26,2005-05-26,"Thurs",13654
2005,5,27,2005-05-27,"Fri",13378
2005,5,28,2005-05-28,"Sat",8688
2005,5,29,2005-05-29,"Sun",7270
2005,5,30,2005-05-30,"Mon",7886
2005,5,31,2005-05-31,"Tues",12610
2005,6,1,2005-06-01,"Wed",14054
2005,6,2,2005-06-02,"Thurs",13666
2005,6,3,2005-06-03,"Fri",13483
2005,6,4,2005-06-04,"Sat",8686
2005,6,5,2005-06-05,"Sun",7791
2005,6,6,2005-06-06,"Mon",12363
2005,6,7,2005-06-07,"Tues",13481
2005,6,8,2005-06-08,"Wed",13138
2005,6,9,2005-06-09,"Thurs",13422
2005,6,10,2005-06-10,"Fri",13230
2005,6,11,2005-06-11,"Sat",8621
2005,6,12,2005-06-12,"Sun",7487
2005,6,13,2005-06-13,"Mon",11843
2005,6,14,2005-06-14,"Tues",13815
2005,6,15,2005-06-15,"Wed",13261
2005,6,16,2005-06-16,"Thurs",13033
2005,6,17,2005-06-17,"Fri",12821
2005,6,18,2005-06-18,"Sat",8573
2005,6,19,2005-06-19,"Sun",7522
2005,6,20,2005-06-20,"Mon",12332
2005,6,21,2005-06-21,"Tues",13439
2005,6,22,2005-06-22,"Wed",13342
2005,6,23,2005-06-23,"Thurs",13458
2005,6,24,2005-06-24,"Fri",13032
2005,6,25,2005-06-25,"Sat",8737
2005,6,26,2005-06-26,"Sun",7603
