danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img,year
0.692,0.37,G,-14.261,major,0.0577,0.413,5.69e-5,0.297,0.582,96.748,2AhGWwkn71UUTDaQmqqxyw,244200,4,G major,summer_hits_1969,https://mosaic.scdn.co/640/1209d44e16da056c77b3dbf78ee2f0f7244c09f75d5e9d7f3779b1aad914053449a552056c987c8edb9488b5920781bb42680a49790e8be52ad6577ffd8ddc7fdb27c54fb9011b3bf3cec8d5e00ff0b5,Spinning Wheel,"Blood, Sweat & Tears","Blood, Sweat & Tears",https://i.scdn.co/image/554f601bb329e2e63326e0bd6cd399504bedc9d4,1969
0.575,0.412,C,-12.685,minor,0.0387,0.281,0,0.0973,0.396,123.172,4ME2YQNThxEW63fxojzHvN,185827,4,C minor,summer_hits_1969,https://mosaic.scdn.co/640/1209d44e16da056c77b3dbf78ee2f0f7244c09f75d5e9d7f3779b1aad914053449a552056c987c8edb9488b5920781bb42680a49790e8be52ad6577ffd8ddc7fdb27c54fb9011b3bf3cec8d5e00ff0b5,One - Single Version,Three Dog Night,One,https://i.scdn.co/image/d0caef3bfdd5d6283b6eb0b5fc40f9582ee8a568,1969
0.694,0.541,B,-7.91,major,0.0288,0.394,1.26e-5,0.0525,0.862,125.012,0XoTz3HTFkhyji6BHGkjNF,221133,4,B major,summer_hits_1969,https://mosaic.scdn.co/640/1209d44e16da056c77b3dbf78ee2f0f7244c09f75d5e9d7f3779b1aad914053449a552056c987c8edb9488b5920781bb42680a49790e8be52ad6577ffd8ddc7fdb27c54fb9011b3bf3cec8d5e00ff0b5,Good Morning Starshine,Oliver,The Dish (Music From The Motion Picture),https://i.scdn.co/image/e7d798af5d8f9d177f24fc036e6501d2a1f77102,1969
0.812,0.448,F,-11.048,major,0.0505,0.11,0.00123,0.0541,0.874,116.56,2tcuauvBQMH3a4B2Jug5sm,199560,4,F major,summer_hits_1969,https://mosaic.scdn.co/640/1209d44e16da056c77b3dbf78ee2f0f7244c09f75d5e9d7f3779b1aad914053449a552056c987c8edb9488b5920781bb42680a49790e8be52ad6577ffd8ddc7fdb27c54fb9011b3bf3cec8d5e00ff0b5,What Does It Take (To Win Your Love),Alton Ellis,Be True to Yourself: The Godfather of Lover's Rock (Anthology 1965-1973),https://i.scdn.co/image/27458ee7b7d00557e49c348b7bbb4d31ea266bd0,1969
0.538,0.127,B,-16.057,major,0.0284,0.589,1.7e-4,0.238,0.527,62.829,3298yRJKPcCndQdNiTZKIo,203573,4,B major,summer_hits_1969,https://mosaic.scdn.co/640/1209d44e16da056c77b3dbf78ee2f0f7244c09f75d5e9d7f3779b1aad914053449a552056c987c8edb9488b5920781bb42680a49790e8be52ad6577ffd8ddc7fdb27c54fb9011b3bf3cec8d5e00ff0b5,Sweet Caroline,Neil Diamond,Sweet Caroline,https://i.scdn.co/image/3cc0a176b89b1fd7ccc9a3cd296c68b9ba3cb435,1969
0.685,0.486,A#,-11.898,major,0.323,0.758,0,0.716,0.892,101.539,4VkgY55sUbfszX3XjS3LxW,225040,4,A# major,summer_hits_1969,https://mosaic.scdn.co/640/1209d44e16da056c77b3dbf78ee2f0f7244c09f75d5e9d7f3779b1aad914053449a552056c987c8edb9488b5920781bb42680a49790e8be52ad6577ffd8ddc7fdb27c54fb9011b3bf3cec8d5e00ff0b5,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin (Legacy Edition) [Live],https://i.scdn.co/image/d60e01580ff4b8547edac7758d46a88d7f410be3,1969
0.543,0.241,G#,-14.59,major,0.0344,0.669,6.27e-5,0.121,0.205,89.078,79SE4x5ZROfEqaN12nXFHj,276e3,4,G# major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,(They Long To Be) Close To You,Carpenters,Close To You,https://i.scdn.co/image/55f7b64d4d84685b8c33e7414e6a618fb4b97537,1970
0.678,0.621,C#,-13.454,major,0.0537,0.135,4.68e-4,0.207,0.804,120.7,0vnWQqRGqMmFwqvtyMr8sZ,196933,4,C# major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,Mama Told Me (Not To Come),Three Dog Night,The Best Of 3 Dog Night,https://i.scdn.co/image/37d0cfe623d37ccc3647379946a9db025cbeaa59,1970
0.629,0.356,E,-11.135,major,0.0246,0.66,6.17e-4,0.173,0.472,83.886,11gfsr13S8qsfN48IILcHU,192200,4,E major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,Make It With You,Bread,Best Of Bread,https://i.scdn.co/image/f3f994683e73ca0c0c9a7b910978388de387c9e8,1970
0.755,0.703,A,-10.917,minor,0.06,0.364,0,0.113,0.949,113.732,2dYdai0GywuwYq6blSwDBV,181427,4,A minor,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,The Love You Save,The Jackson 5,ABC,https://i.scdn.co/image/aa695769a003591911e34b4af4939e0a54775366,1970
0.569,0.751,C#,-9.16,major,0.146,0.0618,0,0.102,0.768,109.099,4BpPvEi38kvfLKA1qBBX5J,230107,4,C# major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,War,Edwin Starr,20th Century Masters: The Millennium Collection: Best of Edwin Starr,https://i.scdn.co/image/809e81e641236b6af670148a26f5608688d3f12d,1970
0.569,0.827,F,-5.233,major,0.0607,0.218,0,0.672,0.824,80.105,2ZlD6iGGh0OIuNjXdFc6SR,243307,4,F major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,Ball Of Confusion (That's What The World Is Today),The Temptations,50th Anniversary: The Singles Collection 1961-1971,https://i.scdn.co/image/7bf86f4ae250ca99a985dd9ff9cc30cd75d224c3,1970
0.738,0.622,D,-5.395,major,0.0435,0.122,2.36e-5,0.241,0.96,106.695,5E6M44YbTdvK9gNesJNVCf,171399,4,D major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,Band of Gold,Freeda Payne,"Soul Music Finest, Vol. 1",https://i.scdn.co/image/5db54a9ff3e32ed5f58d9fc553b0174b93cfab78,1970
0.847,0.459,D,-11.793,minor,0.0485,0.44,0,0.0781,0.959,119.513,2nluoJKvE7rTBN7kve8dnr,244307,4,D minor,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,Spill The Wine,Eric Burdon,The Best Of Eric Burdon & War,https://i.scdn.co/image/cefe4847776feb3899cfa11479a85d0c81f4d129,1970
0.672,0.595,F,-11.227,major,0.0331,0.0518,0,0.0882,0.871,108.897,4CB13d6Igb94cWMOQWY3JF,161160,4,F major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,"Signed, Sealed And Delivered",https://i.scdn.co/image/9046cfe9a21c98ba8ca1a67c4e7b146d62a90b6c,1970
0.754,0.449,E,-14.013,major,0.0615,0.724,0,0.162,0.973,82.751,3RNyGLgSvmVRZ7xKUp8Wgd,211880,4,E major,summer_hits_1970,https://mosaic.scdn.co/640/37d0cfe623d37ccc3647379946a9db025cbeaa5955f7b64d4d84685b8c33e7414e6a618fb4b97537aa695769a003591911e34b4af4939e0a54775366f3f994683e73ca0c0c9a7b910978388de387c9e8,In the Summertime,Mungo Jerry,In the Summertime,https://i.scdn.co/image/cec9f3bc048dbe705f9e0df29fcdbddaafe2dca2,1970
0.437,0.264,E,-13.715,major,0.0328,0.635,0,0.0885,0.251,68.541,1jy0RbDHyBMTupSdc98XbG,239240,4,E major,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,How Can You Mend A Broken Heart,Bee Gees,Trafalgar,https://i.scdn.co/image/d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,1971
0.695,0.282,A,-15.359,major,0.0295,0.681,0.0267,0.0767,0.445,91.681,69l8nFPu0LWmnoJX7YSVYc,268707,4,A major,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,You've Got A Friend,James Taylor,Mud Slide Slim And The Blue Horizon,https://i.scdn.co/image/03656e21b1a2aca13dc320ed99ac917902900b59,1971
0.884,0.488,G#,-12.53,major,0.186,0.277,2.34e-6,0.229,0.974,93.209,2Bls0igCm79XQQ95IoUbhq,164560,4,G# major,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,Mr. Big Stuff,Jean Knight,Mr. Big Stuff (Remastered),https://i.scdn.co/image/95ecc317bd38f4cfe53baac9fc4a42e22b0d7f55,1971
0.255,0.43,A,-12.564,major,0.0322,0.546,1.87e-5,0.188,0.546,164.267,2xYlyywNgefLCRDG8hlxZq,197813,4,A major,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads",https://i.scdn.co/image/c2d97cd4debc6b2219bc77af46d59a206ee43554,1971
0.546,0.507,G,-13.97,major,0.0289,0.735,0,0.32,0.931,101.326,4Xv029wWsB5NWcaOaNjR3W,190267,4,G major,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,Don't Pull Your Love,Hamilton,70's Top 40 - Precious And Few,https://i.scdn.co/image/9eed7d86de9fdf33c0167bd5616fef876f1954fd,1971
0.669,0.583,C#,-9.165,minor,0.0689,0.0521,1.52e-5,0.177,0.647,114.548,4WYFQLVqla6tpYtKsSqcgu,164867,4,C# minor,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,Draggin' The Line,Tommy James & The Shondells,Tommy James And The Shondells: Anthology,https://i.scdn.co/image/db9488b5920781bb42680a49790e8be52ad6577f,1971
0.84,0.377,C#,-13.468,minor,0.0508,2.32e-4,0,0.089,0.828,131.084,1WodhJAznKc4EDTEUDnCHz,161653,4,C# minor,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,70's Top 40 - Precious And Few,https://i.scdn.co/image/9eed7d86de9fdf33c0167bd5616fef876f1954fd,1971
0.435,0.719,D,-10.181,major,0.0637,0.286,0,0.093,0.743,154.072,5KWXi2eCYsC6ofIILjvG4V,241693,4,D major,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,Signs,Five Man Electrical Band,Absolutely Right - The Best Of Five Man Electrical Band,https://i.scdn.co/image/48a9ce680b0f9246be084af85e215d11ad4d6c0b,1971
0.639,0.385,D,-13.253,major,0.0759,0.284,0.00193,0.0873,0.209,131.714,3mDOHVY9MWZOTODSNF5GBj,171933,4,D major,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere & The Raiders,Indian Reservation,https://i.scdn.co/image/0c1800c3ae890895ab1e7bb5bb2082dfe192bc82,1971
0.747,0.253,A,-15.854,minor,0.0293,0.889,3.16e-5,0.105,0.601,105.987,4O1HvWK9jE0MGq5FLGE9Ou,233053,4,A minor,summer_hits_1971,https://mosaic.scdn.co/640/03656e21b1a2aca13dc320ed99ac917902900b5995ecc317bd38f4cfe53baac9fc4a42e22b0d7f55c2d97cd4debc6b2219bc77af46d59a206ee43554d44c8e3a9e2f9c5f9a8ba5b69ed05cef89069212,It's Too Late,"The Hit Co., The Tribute Co.",A Tribute to James Taylor and Carol King,https://i.scdn.co/image/82ca7c1d20a5e66801f5f515e4ac6eae8a3c821f,1971
0.558,0.464,G#,-8.488,minor,0.0354,0.583,1.33e-4,0.159,0.559,171.762,6vuEG9sZtC4W2zT64f7zLF,217729,4,G# minor,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Alone Again (Naturally),Gilbert O'Sullivan,Back to Front,https://i.scdn.co/image/6373aa3fb18e99717197a584e427d1afd877bfd6,1972
0.719,0.768,C#,-7.528,minor,0.0766,0.54,1.59e-5,0.146,0.772,125.315,2BY7ALEWdloFHgQZG6VMLA,186947,4,C# minor,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Brandy (You're a Fine Girl),Looking Glass,Looking Glass,https://i.scdn.co/image/ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,1972
0.619,0.22,C,-13.843,major,0.0667,0.782,1.19e-5,0.124,0.423,75.16,3M8FzayQWtkvOhqMn2V4T2,258835,4,C major,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Lean on Me,Bill Withers,Still Bill,https://i.scdn.co/image/d459ac8a8e151bf20b23dfb3a47e524c7ab84178,1972
0.502,0.451,E,-7.423,minor,0.0438,0.283,0,0.154,0.531,140.474,54K7o2yNOMZYCtEDnfD6wI,216800,4,E minor,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,(If Loving You Is Wrong) I Don't Want to Be Right,https://i.scdn.co/image/c9bd41684558bf076e8e26bbd903b3842add9fff,1972
0.516,0.73,G,-7.136,major,0.0494,0.344,0,0.425,0.907,115.126,2OyaNAq8BcGstyzueloqpE,198693,4,G major,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,The Story of Cornelius Brothers & Sister Rose,https://i.scdn.co/image/ada1f3fac907922251c382b55be62404387bb51c,1972
0.757,0.868,A,-9.326,major,0.062,0.411,0.00221,0.355,0.815,138.923,5UwbnHhjnbinJH8TefuQfN,199200,4,A major,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies,Distant Light [1999 - Remaster] (1999 Remastered Version),https://i.scdn.co/image/d9417d1df144e00732e35e4d6f3d0dbff06a2a4c,1972
0.472,0.503,C,-10.018,major,0.0272,0.467,0,0.155,0.443,152.728,7buqgbdJkbLhAQIKqyYbbz,198667,4,C major,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Daddy Don't You Walk So Fast - Re-Recorded In Stereo,Wayne Newton,The Best Of Wayne Newton Now,https://i.scdn.co/image/4af5dc9b054f916418c58a387a3bf6e957a625ab,1972
0.712,0.399,C,-9.551,major,0.0282,0.159,3.77e-4,0.0881,0.799,97.918,2GEDd9qtGXU7IvGgqTF6Uj,191636,4,C major,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,I'm Still in Love with You,Al Green,I'm Still in Love with You,https://i.scdn.co/image/c9b85d1b819a0de50117f53d1342d2aaade82416,1972
0.55,0.334,C,-15.681,major,0.0329,0.487,1.1e-5,0.289,0.373,109.158,3sZlKnnY9H5VnHkEWQVpJg,195160,4,C major,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Song Sung Blue - Single Version,Neil Diamond,Moods,https://i.scdn.co/image/e48ad59d3dd1cdea12bd4e5d06472a12d3f6d552,1972
0.558,0.439,G#,-13.443,major,0.0281,0.369,1.79e-5,0.161,0.605,114.969,4tCLN0iZFhc06cQvqtkp0Z,166400,4,G# major,summer_hits_1972,https://mosaic.scdn.co/640/6373aa3fb18e99717197a584e427d1afd877bfd6c9bd41684558bf076e8e26bbd903b3842add9fffd459ac8a8e151bf20b23dfb3a47e524c7ab84178ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,Where Is The Love,Roberta Flack,Rhino Hi-Five: Roberta Flack,https://i.scdn.co/image/e50fe97ccf84247206ea5424c6085686055e0d3f,1972
0.674,0.795,G,-7.461,major,0.0424,0.517,0,0.0673,0.876,147.959,14nBn3kUcfhDnGyKRUrVHr,181160,4,G major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,"Bad, Bad Leroy Brown",Jim Croce,Life And Times,https://i.scdn.co/image/789b814b9754ac1d0734e0ca7c08594809e119a6,1973
0.689,0.871,C#,-7.928,major,0.0281,0.286,3.33e-5,0.381,0.898,98.396,5YLVhkyMsAuYKOKihHJo21,268893,4,C# major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Will It Go Round In Circles,Billy Preston,Ultimate Collection: Billy Preston,https://i.scdn.co/image/99b1edaccc861d4d1c46037e5f2abfac1a8e3de2,1973
0.697,0.498,A,-9.147,minor,0.0419,0.101,8.2e-4,0.13,0.85,103.77,5kbSslE6zBMZnULSrE4SdZ,235800,4,A minor,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Brother Louie,Stories,About Us,https://i.scdn.co/image/c0b450c432dc5b9fecf0adeb827db490d7c27b5f,1973
0.422,0.487,F#,-8.381,major,0.0316,0.518,2.15e-5,0.167,0.506,137.172,1V2Qn7w34zdv8sSZWvEgOL,207253,4,F# major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Touch Me In The Morning,Diana Ross,To Love Again,https://i.scdn.co/image/e669a395679a4f83cb3090b7aa0503bf3f629ca7,1973
0.405,0.521,F#,-7.381,major,0.0273,0.453,0,0.689,0.421,80.484,62QRbVm7DqR3eoqgT7pEfs,141720,4,F# major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,The Morning After - Single Version,Maureen McGovern,Best Of/20th Century,https://i.scdn.co/image/39592c5bff7793b7c11e7405199e56ce85461218,1973
0.427,0.398,F,-13.312,major,0.0558,0.0987,6.38e-4,0.131,0.201,154.397,6Z1zJjEXLrszqTPol6bfFV,191427,5,F major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Live And Let Die,Wings,Wings Greatest,https://i.scdn.co/image/2d997a55b37ca190fba7ed5559c83f58df7d3a1a,1973
0.388,0.564,F,-11.531,major,0.0484,0.485,0.00989,0.127,0.6,79.294,4XMRt4xFqLzGs4wDKkSSeu,215693,4,F major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Give Me Love (Give Me Peace On Earth),George Harrison,Living In The Material World (Remastered),https://i.scdn.co/image/b5be89294b33942f6002eb3e4757db462b6b15e7,1973
0.543,0.62,G#,-10.629,major,0.0648,0.0379,1.19e-6,0.0559,0.607,167.141,0jHkgTtTaqg5LNCiYDQPUB,290960,4,G# major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Let's Get It On,Marvin Gaye,Let's Get It On,https://i.scdn.co/image/9ce1da27292e8ae2d1b4486e336e4adbc2affc3a,1973
0.593,0.693,C#,-10.264,minor,0.0271,0.0245,9.54e-6,0.0433,0.917,135.747,0UlwTmT01jdFp3BaofARtU,213960,4,C# minor,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Kodachrome,Paul Simon,The Essential Paul Simon,https://i.scdn.co/image/91d428fd9567db911c17011d7a1874261d4b9366,1973
0.253,0.391,E,-13.662,major,0.037,0.7,0,0.36,0.362,168.96,24Qo0pcx4gjBNQNp1cTOVw,233533,4,E major,summer_hits_1973,https://mosaic.scdn.co/640/789b814b9754ac1d0734e0ca7c08594809e119a699b1edaccc861d4d1c46037e5f2abfac1a8e3de2c0b450c432dc5b9fecf0adeb827db490d7c27b5fe669a395679a4f83cb3090b7aa0503bf3f629ca7,Yesterday Once More,Carpenters,Now & Then,https://i.scdn.co/image/a828c53e3352c1ea3f6a0f0b8dac5d7320613877,1973
0.325,0.308,D,-11.503,major,0.0297,0.92,0.00603,0.441,0.447,147.117,5qxFudz7A6PGptviHsz4Yd,178267,3,D major,summer_hits_1974,https://mosaic.scdn.co/640/14f6135b4e3ebe21cc77548ee9b6f83ee1e3a2e9dbbbc0920cad3d4fc0591ddb63d0f425d3b16d6ee50fe97ccf84247206ea5424c6085686055e0d3fe8538ce161a89de728a5858883ab3a0dad5bdb28,Annie's Song,John Denver,Back Home Again,https://i.scdn.co/image/e8538ce161a89de728a5858883ab3a0dad5bdb28,1974
0.596,0.589,C,-8.747,major,0.037,0.551,0,0.0897,0.587,75.288,5PuAFxKmqG72uKyoo11zpQ,156293,4,C major,summer_hits_1974,https://mosaic.scdn.co/640/14f6135b4e3ebe21cc77548ee9b6f83ee1e3a2e9dbbbc0920cad3d4fc0591ddb63d0f425d3b16d6ee50fe97ccf84247206ea5424c6085686055e0d3fe8538ce161a89de728a5858883ab3a0dad5bdb28,(You're) Having My Baby - feat. Odia Coates,Paul Anka,Anka,https://i.scdn.co/image/14f6135b4e3ebe21cc77548ee9b6f83ee1e3a2e9,1974
0.689,0.24,G#,-23.574,major,0.0305,0.793,0.041,0.112,0.643,94.881,5E8F36Cdn4lyOFI7gnN5c7,173827,4,G# major,summer_hits_1974,https://mosaic.scdn.co/640/14f6135b4e3ebe21cc77548ee9b6f83ee1e3a2e9dbbbc0920cad3d4fc0591ddb63d0f425d3b16d6ee50fe97ccf84247206ea5424c6085686055e0d3fe8538ce161a89de728a5858883ab3a0dad5bdb28,Feel Like Makin' Love,Roberta Flack,Rhino Hi-Five: Roberta Flack,https://i.scdn.co/image/e50fe97ccf84247206ea5424c6085686055e0d3f,1974
