id,make,model,year,class,trans,drive,cyl,displ,fuel,hwy,cty
2515,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
2516,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
2517,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,14,12
2518,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
2519,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,14,11
2520,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
2521,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,15,11
2522,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
2523,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
2524,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
2525,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,19,16
2526,Chevrolet,K10 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,16
4918,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,15,14
4919,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
4920,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,15
4921,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
4922,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,13,11
4923,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
4924,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
4925,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
4926,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,12
4927,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
4928,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
4929,Chevrolet,K10 Pickup 4WD,1988,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,16
6053,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
6054,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
6055,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
6056,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
6057,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,13,11
6058,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,13
6059,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
6060,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
6061,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
6062,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
6063,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
6064,Chevrolet,K1500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,16
7121,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
7122,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
7123,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
7124,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
7125,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,14,12
7126,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
7127,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
7128,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
7129,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
7130,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
7131,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
7132,Chevrolet,K1500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
28905,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,16
8249,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
8250,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
8251,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
8252,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
8253,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
8254,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
8255,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
8256,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
8257,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
8258,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
8259,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,19,15
8260,Chevrolet,K1500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
9319,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,13
9320,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
9321,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
9322,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
9323,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
9324,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
9325,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,11
9326,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
9327,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
9328,Chevrolet,K1500 Pickup 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,16
10324,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
10325,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
10326,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
10327,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
10328,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
10329,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
10330,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
10331,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,11
10332,Chevrolet,K1500 Pickup 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
11280,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
11281,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
11282,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
11283,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
11284,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
11285,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
11286,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
11287,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,11
11288,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,18,15
11289,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
11290,Chevrolet,K1500 Pickup 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,20,15
12241,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
12242,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
12243,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
12244,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,15,11
12245,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,11
12246,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
12247,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
12248,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
12249,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,19,14
12250,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
12251,Chevrolet,K1500 Pickup 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
13032,Chevrolet,K1500 Pickup 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
13033,Chevrolet,K1500 Pickup 4WD,1996,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,14
13034,Chevrolet,K1500 Pickup 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
13035,Chevrolet,K1500 Pickup 4WD,1996,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
13036,Chevrolet,K1500 Pickup 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
13037,Chevrolet,K1500 Pickup 4WD,1996,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,17,12
13038,Chevrolet,K1500 Pickup 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
13761,Chevrolet,K1500 Pickup 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
13762,Chevrolet,K1500 Pickup 4WD,1997,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
13763,Chevrolet,K1500 Pickup 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
13764,Chevrolet,K1500 Pickup 4WD,1997,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,11
13765,Chevrolet,K1500 Pickup 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
13766,Chevrolet,K1500 Pickup 4WD,1997,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,17,11
13767,Chevrolet,K1500 Pickup 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
14534,Chevrolet,K1500 Pickup 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
14535,Chevrolet,K1500 Pickup 4WD,1998,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,14
14536,Chevrolet,K1500 Pickup 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
14537,Chevrolet,K1500 Pickup 4WD,1998,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
14538,Chevrolet,K1500 Pickup 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
14539,Chevrolet,K1500 Pickup 4WD,1998,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
14540,Chevrolet,K1500 Pickup 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,13
15322,Chevrolet,K1500 Pickup 4WD,1999,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
15323,Chevrolet,K1500 Pickup 4WD,1999,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
27403,Chevrolet,K20 Pickup 4WD,1984,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
27404,Chevrolet,K20 Pickup 4WD,1984,Standard Pickup Trucks 4WD,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
27405,Chevrolet,K20 Pickup 4WD,1984,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,16
27406,Chevrolet,K20 Pickup 4WD,1984,Standard Pickup Trucks 4WD,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,17
27407,Chevrolet,K20 Pickup 4WD,1984,Standard Pickup Trucks 4WD,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,18,16
858,Chevrolet,K20 Pickup 4WD,1985,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
859,Chevrolet,K20 Pickup 4WD,1985,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,9
860,Chevrolet,K20 Pickup 4WD,1985,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
861,Chevrolet,K20 Pickup 4WD,1985,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
2527,Chevrolet,K20 Pickup 4WD,1986,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
2528,Chevrolet,K20 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,9
2529,Chevrolet,K20 Pickup 4WD,1986,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
2530,Chevrolet,K20 Pickup 4WD,1986,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
4930,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,15,14
4931,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
4932,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,15
4933,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
4934,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,13,11
4935,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
4936,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
4937,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,17,12
4938,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,11
4939,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
4940,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
4941,Chevrolet,K20 Pickup 4WD,1988,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,16
6065,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
6066,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
6067,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
6068,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
6069,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,13,11
6070,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
6071,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
6072,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
6073,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
6074,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
6075,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
6076,Chevrolet,K2500 Pickup 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
7133,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,15,14
7134,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
7135,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
7136,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
7137,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,13,11
7138,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
7139,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
7140,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
7141,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
7142,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
7143,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
7144,Chevrolet,K2500 Pickup 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
28906,Chevrolet,K2500 Pickup 4WD,1991,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,21,17
8261,Chevrolet,K2500 Pickup 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
8262,Chevrolet,K2500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
8263,Chevrolet,K2500 Pickup 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
