cust_id,sales_total,num_of_orders,gender
102530,53.19,3,M
102531,175.67,2,F
102532,51.11,3,F
102533,44.75,2,F
102534,70.93,2,F
102535,57.29,3,F
102536,88.7,1,M
102537,565.44,4,M
102538,41.09,2,M
102539,191.52,2,F
102540,3290.38,10,M
102541,630.12,3,F
102542,57.95,2,F
102543,1263.58,8,F
102544,277.17,3,F
102545,113.73,3,F
102546,85.92,2,F
102547,1073.32,10,M
102548,119.3,2,F
102549,462.26,1,M
102550,98.34,2,M
102551,154.92,1,M
102552,34.8,2,F
102553,210.4,4,F
102554,47.07,1,M
102555,1077.61,6,F
102556,157.11,2,M
102557,513.4,2,M
102558,75.34,3,M
102559,341.61,1,F
102560,107.28,2,F
102561,239.15,4,M
102562,68.75,2,F
102563,378.39,3,F
102564,178.56,2,M
102565,294.91,3,F
102566,234.47,3,M
102567,94.22,2,F
102568,246.61,3,M
102569,65.58,2,M
102570,66.8,3,F
102571,89.33,2,F
102572,75.2,2,F
102573,413.88,4,F
102574,97.29,3,F
102575,56.71,2,M
102576,117.43,3,F
102577,330.76,2,M
102578,39.90839635,3,F
102579,118.05,1,F
102580,481.85,3,F
102581,75.78674486,1,M
102582,75.65,2,M
102583,79.51,3,M
102584,89.61,2,F
102585,55.41,3,F
102586,44.21,2,M
102587,71.90708878,2,F
102588,572.07,6,M
102589,373.46,3,F
102590,350.17,2,M
102591,100.72,3,M
102592,3044.65,18,F
102593,81.27,3,M
102594,170.58,2,F
102595,139,2,M
102596,341.22,2,M
102597,56.66623965,1,F
102598,207.38,2,M
102599,169.94,3,M
102600,96.15,3,F
102601,79.86,1,M
102602,316.67,1,M
102603,198.33,1,M
102604,286.46,3,M
102605,359.35,4,M
102606,311.42,2,M
102607,185.51,2,M
102608,159.49,2,M
102609,54.99,2,M
102610,123.35,2,F
102611,155.78,3,M
102612,142.97,2,M
102613,118.51,2,M
102614,205.41,1,M
102615,167,2,M
102616,156.85,1,F
102617,45.12,1,M
102618,101.67,3,F
102619,65.32,2,F
102620,235.15,1,F
102621,62.92,2,M
102622,124.57,3,F
102623,518.51,5,M
102624,316.24,3,M
102625,157.17,2,F
102626,127.56,3,M
102627,104.57,1,M
102628,616.22,4,F
102629,41.57,1,F
102630,788.79,4,M
102631,114.92,2,M
102632,115.74,3,M
102633,55.66012357,3,M
102634,62.76,1,F
102635,614.69,4,M
102636,268.22,2,F
102637,30.99,2,F
102638,144.57,3,M
102639,95.11,2,F
102640,280.96,4,F
102641,1362.12,4,M
102642,118.73,3,F
102643,95.79,2,M
102644,1321.17,4,F
102645,351.89,2,F
102646,281.19,2,M
102647,66.58,2,M
102648,63.53337207,2,F
102649,80.4,3,F
102650,74.87,2,F
102651,161.11,1,M
102652,686.63,5,M
102653,379.92,4,F
102654,247.8,2,M
102655,31.6309595,3,F
102656,329.54,2,M
102657,51.43,2,F
102658,184.24,1,M
102659,136.23,3,F
102660,489.24,4,M
102661,283,2,F
102662,131.58,3,F
102663,619.83,4,F
102664,134.23,1,F
102665,178.85,2,F
102666,1052.81,4,F
102667,159.56,3,F
102668,43.89,1,F
102669,58.96,1,F
102670,178.12,1,M
102671,215.35,1,F
102672,88.23,2,F
102673,96.64993702,2,F
102674,114.82,1,M
102675,158.44,3,F
102676,208.27,1,M
102677,215.3,1,F
102678,152.65,2,M
102679,309.55,3,M
102680,84.52,2,M
102681,87.26,1,F
102682,63.85,1,F
102683,68.08,1,M
102684,65.24,3,M
102685,66.93280463,1,M
102686,294.33,2,F
102687,85.16906907,2,M
102688,98.66,1,F
102689,548.11,4,F
102690,367.11,3,M
102691,80.89,2,F
102692,920.58,3,M
102693,155.71,2,F
102694,130.61,2,M
102695,614.33,2,F
102696,142.91,2,M
102697,290.05,2,F
102698,147.25,2,F
102699,591.22,5,M
102700,31.93,2,M
102701,263.34,2,M
102702,138.69,2,M
102703,128.31,1,F
102704,1432.52,10,M
102705,268.66,3,F
102706,48.27,1,M
102707,699.21,5,F
102708,348,2,F
102709,305.68,4,M
102710,129.76,3,F
102711,174.51,1,M
102712,106.52,1,F
102713,162.56,2,M
102714,505.66,4,M
102715,141.31,2,F
102716,55.8,1,M
102717,370.01,1,M
102718,186.1,3,M
102719,223.02,3,F
102720,96.84,2,F
102721,223.17,1,F
102722,58.9,1,F
102723,124.93,2,F
102724,129.33,2,M
102725,133.3,2,F
102726,81.27,2,F
102727,168.02,3,F
102728,186.01,2,M
102729,322.8,3,F
102730,318.18,2,F
102731,370.52,4,M
102732,226.31,2,M
102733,150.24,1,F
102734,362.23,2,F
102735,76.48,2,M
102736,296.73,3,M
102737,127.39,1,F
102738,43.69,2,M
102739,77.34,3,M
102740,133.46,2,F
102741,241.88,1,M
102742,66.08,1,F
102743,443.05,3,F
102744,435.58,3,F
102745,41.95,2,M
102746,442.72,3,F
102747,1211.61,8,F
102748,129.12,1,F
102749,108.81,2,M
102750,804.37,5,M
102751,818.05,2,F
102752,97.51,2,F
102753,385.78,3,F
102754,212.76,1,M
102755,59.33206863,1,M
102756,198.6,3,M
102757,174.83,2,M
102758,42.78,1,M
102759,88.55,2,M
102760,69.33,2,M
102761,75.09,3,F
102762,223.45,2,F
102763,45.08,1,M
102764,47.88931791,2,M
102765,280.65,3,M
102766,91.52,2,F
102767,33.03,1,F
102768,225.91,1,M
102769,61.17,2,F
102770,46.54,1,M
102771,34.85,1,F
102772,420.7,2,F
102773,92.48,1,F
102774,95.66277014,2,F
102775,67.66,1,M
102776,221.18,1,F
102777,30.85,1,F
102778,104.55,1,F
102779,380.03,3,F
102780,141.22,1,F
102781,193.04,3,M
102782,137.67,1,F
102783,436.61,4,F
102784,200.29,2,F
102785,47.50174892,2,F
102786,176.14,2,F
102787,185.87,2,F
102788,59.07,1,F
102789,43.78,2,F
102790,74.82,1,M
102791,568.89,6,F
102792,82.37,2,M
102793,86.58181467,2,F
102794,275.2,1,F
102795,310.05,3,F
102796,205.53,3,F
102797,52.89,2,M
102798,165.15,2,M
102799,52.05,2,F
102800,101.2,2,F
102801,62.32575963,2,M
102802,231.48,1,M
102803,73.69,3,M
102804,57.12,2,M
102805,30.41,1,M
102806,428.76,3,M
102807,397.53,3,F
102808,570.48,6,M
102809,111.67,2,F
102810,717.7,3,F
102811,171.96,1,M
102812,67.83,2,M
102813,31.82,2,F
102814,246.55,4,F
102815,322.16,4,M
102816,110.21,3,M
102817,51.8,2,M
102818,1324.05,8,M
102819,114.86,1,F
102820,151.8,1,M
102821,196.78,3,M
102822,68.51,1,M
102823,63.05,2,F
102824,76.15,2,F
102825,320.09,2,F
102826,688.78,5,F
102827,287.26,1,F
102828,238.94,3,M
102829,214.42,3,F
102830,700.59,5,M
102831,79.2,3,F
102832,173.98,2,F
102833,457.11,3,M
102834,74.16,3,M
102835,31.74,2,M
102836,1125.09,6,F
102837,73.32,1,M
102838,95.17,2,F
102839,150.7,3,M
102840,607.22,4,M
102841,126.73,2,F
102842,228.34,2,M
102843,205.44,1,F
102844,61.64597813,1,F
102845,470.87,2,M
102846,320.16,3,F
102847,326.17,1,F
102848,270.54,2,M
102849,107.42,1,F
102850,189.42,2,M
102851,391.62,3,M
102852,33.67,2,M
102853,72.45,2,M
102854,253.29,1,F
102855,113.1,2,F
102856,311.79,3,F
102857,259.66,4,F
102858,57.84,3,M
102859,72.16658873,2,M
102860,47.93,1,M
102861,317.84,2,F
102862,143.57,1,F
102863,64.51,2,M
102864,137.88,1,M
102865,50.37,2,F
102866,250.17,2,F
102867,129.31,2,F
102868,245.29,3,M
102869,1716.32,5,M
102870,395.39,2,F
102871,310.68,1,F
102872,182.95,2,F
102873,141.98,2,F
102874,151.69,2,F
102875,624.53,5,M
102876,338.22,4,M
102877,1487.57,6,M
102878,215.51,3,F
102879,609.82,3,M
102880,149.67,3,M
102881,448.33,3,F
102882,44.85,1,M
102883,217.81,3,M
102884,78.24,1,M
102885,65.51,3,M
102886,890.97,4,F
102887,220.31,3,M
102888,256.03,1,M
102889,44,1,F
102890,134.01,1,M
102891,62.36312147,2,M
102892,160.19,2,M
102893,742.71,5,F
102894,190.71,1,F
102895,143.86,3,F
102896,90.75,1,F
102897,1276.94,5,M
102898,97.44,1,F
102899,216.63,4,M
102900,206.48,2,M
102901,93.41768318,3,F
102902,456.31,1,F
102903,212.69,3,M
102904,41.18,1,F
102905,129.22,1,M
102906,409.05,1,F
102907,64.16,2,M
102908,31.33,2,M
102909,339.46,2,M
102910,46.58058669,2,M
102911,240.98,1,F
102912,401.25,3,F
102913,151.42,2,M
102914,102.46,3,F
102915,230.58,3,F
102916,223.71,2,M
102917,514.65,5,M
102918,290.9,4,F
102919,736.11,5,F
102920,510.39,3,F
102921,235.82,4,F
102922,648.51,4,F
102923,698.29,3,M
102924,69.04,3,M
102925,290.26,3,M
102926,415.66,3,M
102927,198.77,1,F
102928,426.11,1,M
102929,141.13,2,F
102930,50.16,2,M
102931,147.41,3,M
102932,78.03,3,M
102933,114.1,1,M
102934,370.39,3,M
102935,392.01,2,F
102936,1440.62,5,M
102937,442.55,3,F
102938,38.42,2,F
102939,119.87,3,M
102940,158.43,1,M
102941,171.93,3,M
102942,539.5,2,M
102943,253.22,2,F
102944,57.17,2,M
102945,37.93,2,M
102946,279.4,3,F
102947,85.77,1,M
102948,82.07,3,M
102949,272.7,3,M
102950,31.31689656,1,M
102951,61.12,2,M
102952,574.98,4,M
102953,1293.59,9,M
102954,151.52,3,F
102955,91.62,1,F
102956,240.35,1,M
102957,117.23,3,F
102958,64.77,2,F
102959,513.31,3,M
102960,39.31,2,F
102961,588.66,5,F
102962,207.59,2,F
102963,50.4,1,F
102964,93.47,3,F
102965,1091.13,10,M
102966,77.38,1,M
102967,69.28,1,F
102968,194.39,3,M
102969,380.56,3,F
102970,164.42,2,M
102971,206.18,2,M
102972,75.46,2,M
102973,67.98,1,F
102974,304.14,4,F
102975,751.36,3,F
102976,310.01,2,F
102977,93.79,2,F
102978,73.81,2,M
102979,48.74,2,F
102980,109.93,2,F
102981,160.12,3,M
102982,94.45,3,M
102983,357.98,2,F
102984,198.09,2,M
102985,48.7,1,F
102986,361.68,3,F
102987,71.28,3,F
102988,65.25359997,2,F
102989,114.77,2,F
102990,209.53,2,M
102991,408.61,2,F
102992,117.32,2,F
102993,111.67,2,F
102994,72.66,1,F
102995,358.27,4,F
102996,298.06,2,F
102997,270.11,3,F
102998,90.45,3,F
102999,226.93,1,F
103000,460.25,1,M
103001,277.71,1,M
103002,308.48,2,M
103003,135.39,1,M
103004,594.9,6,M
103005,124.97,3,F
103006,111.46,2,M
103007,92.87,2,F
103008,277.72,3,M
103009,692.53,6,F
103010,54.68,1,F
103011,127.43,2,M
103012,266.26,1,F
103013,116.62,1,F
103014,647.07,3,M
103015,115.33,3,M
103016,40.54,2,F
103017,286.72,1,M
103018,591.93,4,M
103019,231.66,3,M
103020,134.93,3,M
103021,1017.24,6,F
103022,155.68,2,M
103023,247.93,4,F
103024,178.77,3,F
103025,225.07,2,F
103026,913.77,4,M
103027,39.99,2,M
103028,133.96,2,M
103029,53.76,3,M
103030,995.12,5,M
103031,49.78,1,F
103032,310.48,4,M
103033,409.83,2,F
103034,161.2,1,M
103035,68.99,2,F
103036,127.93,1,F
103037,275.25,4,M
103038,64.5,2,F
103039,623.03,4,F
103040,54.16,3,F
103041,93.48,2,M
103042,105.31,2,F
103043,47.7,2,M
103044,71.79,2,M
103045,148.74,3,F
103046,524.02,5,F
103047,45.64,2,M
103048,177.01,2,F
103049,99.06,2,M
103050,1295.59,7,F
103051,64.41,3,M
103052,100.9,2,F
103053,280.17,1,M
103054,90.23,3,F
103055,481.3,3,F
103056,192.83,2,F
103057,174.9,2,M
103058,202.68,3,F
103059,271.03,3,F
103060,550.77,2,M
103061,513.8,3,M
103062,224.22,4,F
103063,495.32,1,M
103064,94.85,3,M
103065,304.52,2,F
103066,274.52,3,M
103067,45.30209574,2,M
103068,183.3,2,M
103069,85.85,2,F
103070,88.23,2,M
103071,82.41,1,F
103072,256.53,2,M
103073,132.36,2,F
103074,69.74,2,M
103075,6428.06,20,F
103076,481.97,3,F
103077,92.57,2,M
103078,95.39,3,M
103079,225.31,2,F
103080,353.02,3,F
103081,262.37,4,F
103082,113.28,1,F
103083,912.93,6,M
103084,543.71,4,M
103085,81.77,1,F
103086,88.7,1,M
103087,112.05,1,M
103088,787.16,4,M
103089,71.59,2,M
103090,335.07,3,M
103091,133.23,3,F
103092,212.32,2,F
103093,232.55,3,F
103094,166.77,2,M
103095,49.46600392,2,F
103096,498.68,4,M
103097,149.12,1,F
103098,63.67,2,M
103099,156.95,2,F
103100,148.54,2,M
103101,56.8,2,F
103102,107.97,1,M
103103,256.48,1,F
103104,67.73,3,F
103105,388.53,3,M
103106,531.52,5,F
103107,49.31,1,F
103108,117.05,1,F
103109,85.47,3,F
103110,215.52,3,F
103111,192.93,2,F
103112,99.45,2,M
103113,156.6,1,F
103114,197.53,2,M
103115,68.92,2,F
103116,295.27,2,F
103117,205.93,1,F
103118,578.3,5,F
103119,35.17,2,M
103120,423.69,4,F
103121,274.65,3,F
103122,67.21,1,M
103123,194.16,2,M
103124,70.35194372,3,F
103125,437.71,3,M
103126,214.4,4,F
103127,327.65,3,M
103128,931.26,5,M
103129,82.74,2,F
103130,182.32,2,F
103131,117.45,2,M
103132,84.36587408,2,M
103133,400.54,3,F
103134,73.24,1,M
103135,61.24,2,M
103136,110.4,3,F
103137,61.64,2,F
103138,35.12,1,M
103139,85.28,1,M
103140,66.17,2,M
103141,201.35,3,F
103142,300.33,3,F
103143,408.96,4,M
103144,149.19,3,M
103145,134.36,1,M
103146,186.3,2,M
103147,660.23,3,M
103148,277.79,3,M
103149,149.47,3,M
103150,164.92,1,M
103151,80.25,2,F
103152,208.4,3,F
103153,360.02,3,M
103154,331.35,1,M
103155,395.5,2,M
103156,173.63,2,M
103157,313.42,3,F
103158,67.38,3,M
103159,179.51,1,M
103160,73.86,1,M
103161,84.26,2,F
103162,515.13,5,F
103163,298.74,2,M
103164,40.7,2,F
103165,41.56,1,M
103166,167.05,3,M
103167,181.84,2,F
103168,319.21,3,F
103169,149.77,3,M
103170,35.45951306,1,F
103171,395.69,1,F
103172,49.15108142,1,F
103173,69.79,2,M
103174,83.43,2,F
103175,37.96,1,M
103176,2168.46,7,M
103177,30.64,2,M
103178,665.87,6,M
103179,191.8,2,M
103180,36.89,2,M
103181,70.18,1,F
103182,45.23,2,M
103183,160.06,2,M
103184,119.68,1,F
103185,80.94,2,M
103186,79.88,2,F
103187,46.62,2,F
103188,70.74,3,F
103189,318.22,2,M
103190,643.77,5,F
103191,190.14,2,M
103192,34.72,1,M
103193,1172.87,6,F
103194,881.02,5,F
103195,102.09,3,M
103196,75.96,2,F
103197,47.33,2,F
103198,98.87,3,M
103199,541.49,3,F
103200,194.65,2,F
103201,113.52,2,F
103202,274.67,2,F
103203,194.83,3,M
103204,222,2,F
103205,124.04,1,M
103206,111.09,2,M
103207,141.78,1,F
103208,197.08,3,F
103209,324.89,3,M
103210,319.79,2,F
103211,88.57,2,M
103212,51.93,2,M
103213,81.6,1,M
103214,435.39,3,F
103215,169.93,3,F
103216,51.65,2,M
103217,34.25777567,2,F
103218,182.34,2,M
103219,196.4,1,F
103220,341.81,3,F
103221,582.24,5,F
103222,152.09,3,M
103223,113.07,2,F
103224,61.58,3,M
103225,90.3,2,M
103226,296.96,1,M
103227,40.92193922,3,M
103228,77.69,3,F
103229,87.42,1,M
103230,168.31,2,M
103231,116.88,2,M
103232,1011.37,8,M
103233,296.17,3,F
103234,135.2,3,F
103235,158.66,1,F
103236,167.99,3,F
103237,108.47,2,M
103238,114.55,3,M
103239,534.46,5,F
103240,47.41,2,M
103241,188.01,3,F
103242,35.7,2,M
103243,42.78,1,F
103244,410.9,2,F
103245,60.77,2,M
103246,81.27,3,M
103247,145.64,2,F
103248,307.55,4,M
103249,191.86,3,F
103250,915.57,5,M
103251,75.95,1,F
103252,199.43,2,F
103253,107.52,3,F
103254,51.55,1,M
103255,275.7,2,M
103256,64.37,2,M
103257,245.28,2,M
103258,189.14,2,M
103259,296.37,3,M
103260,115.5,2,M
103261,180.61,2,F
103262,257.93,2,F
103263,186.85,2,F
103264,187.99,2,F
103265,65.9,1,M
103266,1081.55,5,M
103267,50.74,1,F
103268,781.55,6,F
103269,113.19,2,F
103270,187.34,2,F
103271,540.82,5,F
103272,140.16,3,M
103273,115.61,1,F
103274,156.97,3,F
103275,194.03,2,F
103276,380.6,1,F
103277,152.89,2,F
103278,916.35,6,M
103279,435.08,2,M
103280,52.78,2,M
103281,138.88,2,F
103282,45.07,2,F
103283,69.34396659,3,F
103284,583.21,3,M
103285,90.19,1,M
103286,131.53,3,F
103287,87.91,1,F
103288,65.13081864,3,M
103289,500.54,2,F
103290,186.74,1,M
103291,1140.77,9,M
103292,171.36,2,M
103293,64.35,2,M
103294,304.24,4,M
103295,194.59,1,M
103296,80.53,2,F
103297,70.99,2,F
103298,95.47,2,M
103299,204.01,3,M
103300,34.25,2,M
103301,163.88,2,F
103302,98.5,2,F
103303,32.3,2,F
103304,445.58,3,F
103305,58.95,3,M
103306,33.18,1,M
103307,141.7,2,F
103308,46.32,2,M
103309,109.02,1,M
103310,478.28,3,M
103311,61.94,1,F
103312,159.13,3,F
103313,165.82,2,F
103314,99.63,1,F
103315,329.72,2,F
103316,113.37,2,M
103317,1128.04,7,F
103318,252.44,3,F
103319,772.27,5,F
103320,648.65,2,M
103321,390.77,3,M
103322,398.14,4,F
103323,32.69,1,M
103324,58.13,2,M
103325,217.05,2,F
103326,63.5,3,M
103327,413.9,4,M
103328,259.49,2,M
103329,928.2,6,F
103330,189.76,2,F
103331,265.06,3,F
103332,348.65,2,M
103333,77.58,1,M
103334,149.23,2,M
103335,776.24,3,M
103336,70.75,2,M
103337,38.38,2,M
103338,103.57,1,F
103339,1324.76,7,F
103340,186.24,1,M
103341,68.53,2,F
103342,462.47,3,F
103343,136.71,2,F
103344,311.39,3,F
103345,275.09,2,F
103346,469.24,2,M
103347,67.56,1,F
103348,202.64,1,M
103349,52.26,2,M
103350,161.88,3,F
103351,32.66554321,2,M
103352,90.14,2,M
103353,453.22,2,M
103354,109.86,3,F
103355,253.94,1,M
103356,376.82,2,F
103357,43.05,2,F
103358,134.08,1,F
103359,513.6,2,M
103360,37.73,2,M
103361,242.39,2,M
103362,177.47,2,F
103363,36.89764102,3,M
103364,62.01,3,F
103365,197.71,2,F
103366,1226.49,5,F
103367,384.27,3,M
103368,124.04,3,M
103369,241.44,1,M
103370,286.51,3,M
103371,712.86,6,M
103372,167.7,2,F
103373,503.28,4,F
103374,265.06,2,M
103375,146.6,2,M
103376,66.67,3,F
103377,66.01,1,F
103378,532.49,4,F
103379,60.77,1,M
103380,211.01,3,F
103381,150.95,2,M
103382,205.81,3,F
103383,541.48,4,M
103384,156.24,2,M
103385,877.64,6,F
103386,273.14,2,F
103387,139.53,2,F
103388,224.86,2,F
103389,86.33,2,F
103390,112.92,3,F
103391,80.54,3,F
103392,89.17,2,M
103393,187.59,1,F
103394,242.46,3,M
103395,732.08,3,M
103396,160.02,2,F
103397,208.15,3,M
103398,617.44,4,M
103399,238.59,3,F
103400,121.58,2,M
103401,122.5,1,M
103402,41.49,2,F
103403,85.13,2,F
103404,172.22,3,F
103405,246.03,2,M
103406,507.17,5,M
103407,159.46,1,M
103408,234.07,2,F
103409,72.66,2,M
103410,406.32,3,M
103411,61.21402795,3,M
103412,255.68,2,M
103413,539.81,5,M
103414,96.35,2,F
103415,624.42,4,F
103416,353.55,2,M
103417,213.38,1,F
103418,121.3,2,M
103419,30.53,2,F
103420,294.52,2,F
103421,137.84,1,M
103422,85.77142972,3,M
103423,45.7,2,M
103424,379.24,4,M
103425,78.74,2,F
103426,291.33,2,M
103427,573.65,3,F
103428,83.8,3,M
103429,73.97,2,M
103430,405.01,3,F
103431,438.64,4,F
103432,70.18,3,M
103433,172.2,2,M
103434,63.59,1,M
103435,509.72,2,F
103436,77.68,2,M
103437,165.23,2,M
103438,1391.27,5,F
103439,49.36,1,F
103440,90.68297229,3,M
103441,91.2,1,F
103442,242.45,4,M
103443,334.68,2,F
103444,166.67,2,F
103445,117.87,2,M
103446,369.01,2,M
103447,390.71,2,F
103448,37.24,1,M
103449,122.98,3,F
103450,67.71043267,1,M
103451,296.18,3,F
103452,128.27,1,M
103453,212.64,2,F
103454,229.38,3,F
103455,399.08,3,F
103456,229.66,1,F
103457,106.82,2,F
103458,224.68,3,F
103459,80.3,2,M
103460,34.33730611,1,F
103461,106.3,2,F
103462,293.34,3,M
103463,716.54,6,M
103464,79.85,3,M
103465,56.91,2,F
103466,198.8,3,M
103467,141.35,2,F
103468,249.81,3,M
103469,2375.37,9,M
103470,180.8,2,F
103471,133.95,1,M
103472,288.57,3,M
103473,394.62,2,M
103474,142.45,3,M
103475,104.25,1,F
103476,193.42,1,M
103477,52.08,1,F
103478,136.96,1,F
103479,682.22,6,M
103480,258.57,3,F
103481,178.67,3,M
103482,558.31,2,M
103483,95.48,3,M
103484,272.35,3,M
103485,300.64,3,M
103486,183.65,2,F
103487,467.03,2,M
103488,63.77,3,F
103489,232.5,1,F
103490,103.6,2,M
103491,82.28,1,M
103492,96.61366034,3,F
103493,248.15,3,M
103494,364.13,4,M
103495,35.85656197,2,F
103496,1169.06,5,F
103497,72.98,2,M
103498,136.48,2,M
103499,58.4908156,2,M
103500,219.76,4,F
103501,213.87,1,F
103502,48.75164667,2,M
103503,48.7,1,M
103504,924.63,4,M
103505,60.25,1,F
103506,183.03,1,F
103507,108.23,2,F
103508,213.48,3,M
103509,470.63,4,M
103510,145.94,2,M
103511,113.25,3,M
103512,444.88,3,M
103513,30.27,1,M
103514,60.75,1,M
103515,102.92,2,M
103516,74.08,1,M
103517,626.87,4,M
103518,333.26,2,F
103519,63.51,3,F
103520,507.23,3,M
103521,627.72,3,M
103522,56.08,2,F
103523,69.36,2,M
103524,290.28,3,M
103525,167.67,2,F
103526,58.82,1,M
103527,63.35,2,M
103528,118.91,3,F
103529,377.52,2,F
103530,30.12,2,M
103531,139.75,3,M
103532,38.52,1,M
103533,172.11,3,M
103534,51.97,3,M
103535,77.75708233,2,M
103536,132.18,2,F
103537,218.17,2,F
103538,102.33,2,F
103539,146.91,2,F
103540,65.80809609,1,F
103541,105.04,2,M
103542,395.65,4,M
103543,92.1,1,F
103544,312.97,3,M
103545,235.49,3,M
103546,257.85,3,M
103547,37.07,1,M
103548,80.04,2,M
103549,112.78,1,F
103550,401.89,1,F
103551,171.49,2,F
103552,165.76,2,M
103553,207.29,1,M
103554,563.33,2,F
103555,157.94,1,F
103556,137.53,1,M
103557,120.89,2,M
103558,188.55,3,M
103559,1537.22,10,F
103560,90.42,1,M
103561,37.62302038,2,M
103562,124.44,2,M
103563,98.1,2,F
103564,208.15,4,F
103565,558.91,4,F
103566,347.84,2,F
103567,198.87,1,M
103568,261.03,1,F
103569,314.89,4,M
103570,101.29,3,F
103571,124.28,2,M
103572,491.92,1,M
103573,162.06,1,F
103574,425.57,4,F
103575,42.67,1,M
103576,48.58,2,F
103577,694.79,6,M
103578,145.02,3,F
103579,1234.63,6,M
103580,112.04,3,M
103581,46.27,1,F
103582,327.25,3,F
103583,154.04,2,F
103584,151.24,2,F
103585,384.6,2,F
103586,172.63,3,M
103587,52.35,2,M
103588,226.16,2,M
103589,170.05,3,M
103590,51.18,2,F
103591,58.01,1,M
103592,51.93157254,2,F
103593,179.78,1,F
103594,38.39,1,F
103595,95.39,1,F
103596,110.6,2,M
103597,124.18,2,M
103598,34.88,1,F
103599,47.47,2,F
103600,124.7,2,M
103601,427.69,3,M
103602,110.24,2,F
103603,36.09,1,F
103604,72.62,1,F
103605,68.01,2,F
103606,352.02,3,M
103607,225.32,3,M
103608,214.85,4,F
103609,132.62,3,F
103610,38.47,2,F
103611,248.76,1,F
103612,684.45,6,F
103613,67.96,3,M
103614,354.4,4,F
103615,91.99,3,M
103616,503.04,6,M
103617,57.62,1,F
103618,33.68,2,F
103619,346.15,2,F
103620,100.01,3,M
103621,373.62,2,M
103622,89.98,2,M
103623,384.76,2,M
103624,42.37903682,2,F
103625,443.07,4,M
103626,211.83,2,M
103627,121.64,2,F
103628,62.94,1,F
103629,96.39,3,M
103630,409.2,3,F
103631,189.03,1,F
103632,45.01,2,M
103633,44.03,2,M
103634,221.16,3,M
103635,41.59,1,F
103636,105.09,2,M
103637,51.57,3,F
103638,629.15,4,M
103639,137.53,2,F
103640,44.37,2,F
103641,176.78,2,F
103642,36.89,1,M
103643,56.25,2,M
103644,229.52,4,M
103645,395.1,4,M
103646,190.36,2,M
103647,94.64,3,M
103648,191.74,2,M
103649,41.81,2,F
103650,331.64,3,F
103651,101.31,2,F
103652,41.1,2,M
103653,121.77,3,F
103654,231.91,2,M
103655,67.70160965,1,M
103656,212.25,3,F
103657,557.43,3,M
103658,334.19,2,M
103659,102.86,2,F
103660,261,3,M
103661,634.98,6,F
103662,109.05,3,M
103663,439.64,1,M
103664,130.95,1,F
103665,55.52,3,M
103666,208.09,1,M
103667,148.12,3,M
103668,77.75,2,F
103669,189.88,1,M
103670,52.78,2,F
103671,237.9,3,F
103672,811.83,3,M
103673,188.85,2,F
103674,475.73,4,M
103675,354.2,3,M
103676,1070,8,F
103677,592.55,3,F
103678,292.76,2,F
103679,218.26,3,M
103680,93.65,2,M
103681,565.86,5,F
103682,87.05,1,M
103683,64.33,2,M
103684,1245.63,5,M
103685,160.82,3,M
103686,49.9,1,F
103687,1100.47,5,F
103688,135.5,2,M
103689,427.61,4,M
103690,1033.89,7,M
103691,204.18,2,F
103692,162.28,2,F
103693,92.03,2,F
103694,168.06,3,F
103695,312.94,3,F
103696,139.07,2,F
103697,207.53,2,F
103698,468.08,3,F
103699,1210.83,8,M
103700,243.45,3,M
103701,113.58,2,F
103702,212.83,2,M
103703,243.13,1,F
103704,515.45,3,F
103705,301.94,3,M
103706,37.0956033,2,F
103707,45.42,1,M
103708,143.24,2,M
103709,156,1,M
103710,396.27,4,M
103711,118.95,3,F
103712,46.23973937,2,M
103713,562.77,6,M
103714,128.92,3,M
103715,90.75,2,F
103716,555.24,3,F
103717,117.45,3,M
103718,773.94,4,F
103719,40.19,1,F
103720,59.43,3,F
103721,58.79,1,F
103722,340.48,3,M
103723,133.71,2,F
103724,48.83960445,3,M
103725,178.11,3,M
103726,128.57,2,M
103727,131.13,1,M
103728,43.23938719,3,M
103729,121.6,2,F
103730,138.61,3,M
103731,842.81,4,M
103732,236.72,2,F
103733,242.9,1,M
103734,81.28,3,M
103735,4046.9,18,M
103736,61.64,2,M
103737,190.8,3,F
103738,103.47,2,F
103739,942.24,3,M
103740,110.52,3,F
103741,114.4,1,F
103742,371.72,3,M
103743,137.32,3,M
103744,351.63,3,F
103745,85.7,2,F
103746,111.36,3,M
103747,480.08,2,F
103748,321.5,3,M
103749,120.59,3,M
103750,282.95,4,F
103751,503.18,5,M
103752,86.63,2,M
103753,71.81,1,M
103754,78.83,1,F
103755,79.19,1,F
103756,529.18,6,M
103757,1141.14,7,F
103758,117.54,2,F
103759,101.74,2,M
103760,75.7,2,M
103761,447.36,2,F
103762,87.35,2,M
103763,586.63,6,M
103764,89.75,2,M
103765,119.21,2,M
103766,169.78,2,F
103767,83.26,3,F
103768,85.94,1,M
103769,77.75,2,M
103770,1413.23,4,F
103771,104.51,2,M
103772,312.1,3,F
103773,71.41,1,M
103774,169.82,3,M
103775,73.98,3,F
103776,43.81176796,2,M
103777,177.42,1,M
103778,434.94,3,M
103779,117.27,2,F
103780,719.64,5,M
103781,147.83,2,M
103782,386.71,3,F
103783,450.78,4,F
103784,182.13,1,M
103785,445.05,3,M
103786,67.81,1,F
103787,214.39,3,M
