County,Municipality,Location,Route,Owner,Built,Date.Inspected,SD.FO.Status,Condition,YearInspected,AgeAtInspection,Manhattan
Delaware,Franklin Town,AT TREADWELL,CASE HILL ROAD,County,1967,8/7/14,N,5.617,2014.5973,47.59726,0
Delaware,Franklin Town,1.1 MI NE OF LEONTA,CHAMBERLAIN HL RD,County,2007,4/7/15,N,6.721,2015.263,8.2630137,0
Delaware,Franklin Town,3 MI SE OF FRANKLIN,COUNTY ROAD 21,County,1962,7/22/14,N,5.132,2014.5534,52.553425,0
Delaware,Franklin Town,1 MI S OF FRANKLIN,CR21WALTON-FRNKLN,County,1969,8/7/14,N,6.219,2014.5973,45.59726,0
Delaware,Franklin Town,3.2MI.W.FRANKLIN,E HANDSOME BR RD,County,1982,7/23/14,N,5.254,2014.5562,32.556164,0
Delaware,Franklin Town,0.7 MI SE OF FRANKLIN,E HANDSOME BRK RD,County,2007,11/3/15,N,6.739,2015.8384,8.8383562,0
Delaware,Franklin Town,1 MI EAST OF FRANKLIN,EAST HANDSOME RD,County,1997,7/6/15,N,6.185,2015.5096,18.509589,0
Delaware,Franklin Town,0.6 MI NE OF FRANKLIN,JACKSON HILL ROAD,County,2006,11/12/14,N,6.922,2014.863,8.8630137,0
Delaware,Franklin Town,1.6 mi ESE Jct Rt 14 & Rt,Pomeroy Road,County,2010,3/18/15,N,6.902,2015.2082,5.2082192,0
Delaware,Franklin Town,0.3 MI S OF TREADWELL,TREADWELL-FRAS RD,County,1959,6/11/15,N,6.057,2015.4411,56.441096,0
Delaware,Franklin Village,IN FRANKLIN,OTEGO STREET,County,2005,11/3/15,N,6.774,2015.8384,10.838356,0
Delaware,Hamden Town,IN DELANCEY,ANDES-DELANCY RD,County,2002,10/2/14,N,6.831,2014.7507,12.750685,0
Delaware,Hamden Town,AT DELANCEY,BACK RIVER ROAD,County,1976,3/31/15,N,5.377,2015.2438,39.243836,0
Delaware,Hamden Town,TOWN OF HAMDEN,BASIN CLOVE ROAD,County,1869,7/24/15,FO,5.724,2015.5589,146.5589,0
Delaware,Hamden Town,1.6 MI E OF DALENCEY,CARMAN ROAD,County,1977,5/6/15,N,5.412,2015.3425,38.342466,0
Delaware,Hamden Town,1 MI N OF PEPACTON,COLES CLOVE ROAD,County,1957,8/20/15,N,5.367,2015.6329,58.632877,0
Delaware,Hamden Town,IN DE LANCEY,COUNTY ROAD 2,County,2009,11/30/15,FO,6.932,2015.9123,6.9123288,0
Delaware,Hamden Town,0.2 MI S OF HAWLEYS,EAST RIVER ROAD,County,1990,10/2/14,N,6.113,2014.7507,24.750685,0
Delaware,Hamden Town,5  N.OF DOWNSVILLE,GREGORY HOLLOW RD,County,1982,4/1/15,N,6.458,2015.2466,33.246575,0
Delaware,Hancock Town,EXIT 87A RTE 17 INT,17  17 93081136,NYSDOT,1967,9/30/15,FO,5.25,2015.7452,48.745205,0
Delaware,Hancock Town,EXIT 87A RTE 17 INT,17  17 93081136,NYSDOT,1967,9/30/15,FO,5.234,2015.7452,48.745205,0
Delaware,Hancock Town,2.4 MI W EXIT 89 RTE 17,17  17 93081168,NYSDOT,1961,6/8/15,N,5.581,2015.4329,54.432877,0
Delaware,Hancock Town,1.9 MI W EXIT 89 RTE 17,17  17 93081173,NYSDOT,1961,6/8/15,N,5.186,2015.4329,54.432877,0
Delaware,Hancock Town,.2 MI W EXIT 89 OF SH 17,17  17 93081190,NYSDOT,1961,6/16/15,FO,4.444,2015.4548,54.454795,0
Delaware,Hancock Town,2.7 MI W JCT RTS 17 + 30,17  17 93081201,NYSDOT,1961,7/6/15,N,5.169,2015.5096,54.509589,0
Delaware,Hancock Town,2.3 MI W JCT SH 17 & SH30,17  17 93081205,NYSDOT,1961,7/8/15,N,5.063,2015.5151,54.515068,0
Delaware,Hancock Town,2.3 MI W JCT SH 17 & SH30,17  17 93081206,NYSDOT,1961,7/9/15,N,5.143,2015.5178,54.517808,0
Delaware,Hancock Town,1.2 MI W JCT SH 17 & SH30,17  17 93081216,NYSDOT,1961,9/10/14,SD,4.516,2014.6904,53.690411,0
Delaware,Hancock Town,JCT RTS 17 & 30,17  17 93081229,NYSDOT,1961,6/4/14,N,4.719,2014.4219,53.421918,0
Delaware,Hancock Town,JCT RTS 17 & 30,17  17 93081229,NYSDOT,1961,6/4/14,N,4.938,2014.4219,53.421918,0
Delaware,Hancock Town,.1 MI E JCT SH 17 & SH 30,17  17 93081230,NYSDOT,1961,8/26/14,N,4.281,2014.6493,53.649315,0
Delaware,Hancock Town,0.1 MI E JCT RTS 17 & 30,17  17 93081230,NYSDOT,1961,8/25/14,N,4.625,2014.6466,53.646575,0
Delaware,Hancock Town,0.8 MI E JCT RTS 17 + 30,17  17 93081236,NYSDOT,1961,6/23/15,N,4.756,2015.474,54.473973,0
Delaware,Hancock Town,3.1 MI E JCT RTS 17 + 30,17  17 93081265,NYSDOT,1968,7/29/14,N,4.766,2014.5726,46.572603,0
Delaware,Hancock Town,3.1 MI E JCT SH 17 & SH30,17  17 93081265,NYSDOT,1968,7/30/14,N,5.208,2014.5753,46.575342,0
Delaware,Hancock Town,3.9 MI E JCT SH 17 & SH30,17  17 93081275,NYSDOT,1968,8/20/14,N,5.514,2014.6329,46.632877,0
Delaware,Hancock Town,3.9 MI E JCT SH 17 & SH30,17  17 93081276,NYSDOT,1968,8/19/14,N,5.889,2014.6301,46.630137,0
Delaware,Hancock Town,4.4 MI E JCT SH 17 & SH30,17  17 93081282,NYSDOT,1968,10/15/14,FO,4.266,2014.7863,46.786301,0
Delaware,Hancock Town,3.1 MI N JCT SH 30 & SH 1,30  30 93011031,NYSDOT,1949,8/28/14,N,4.714,2014.6548,65.654795,0
Delaware,Hancock Town,0.6 MI N SULLIVAN CO LINE,97  97 93031004,NYSDOT,1935,8/12/14,N,4.593,2014.611,79.610959,0
Delaware,Hancock Town,0.7 MI N SULLIVAN CL,97  97 93031005,NYSDOT,1935,8/12/14,N,4.537,2014.611,79.610959,0
Delaware,Hancock Town,1.0 MI N SULLIVAN CL,97  97 93031006,NYSDOT,1935,8/5/14,N,4.143,2014.5918,79.591781,0
Delaware,Hancock Town,3.4 MI N SULLIVAN CL,97  97 93031033,NYSDOT,1935,8/12/14,N,4.714,2014.611,79.610959,0
Delaware,Hancock Town,1.2 MI W JCT SH 17 & SH30,17   17 93081216,NYSDOT,1961,9/10/14,N,4.578,2014.6904,53.690411,0
Delaware,Hancock Town,2.6 MI N RTE 17,268 268 93011039,NYSDOT,1965,7/10/14,N,5.409,2014.5205,49.520548,0
Delaware,Hancock Town,3.7 MI N RTE 17,268 268 93011050,NYSDOT,1965,7/10/14,N,6,2014.5205,49.520548,0
Delaware,Hancock Town,1.7 MI N RTE 17,268 989 93011017,NYSDOT,1965,9/18/14,N,5.295,2014.7123,49.712329,0
Delaware,Hancock Town,2.1 MILES N OF HANCOCK,268 989 93011021,NYSDOT,1965,9/18/14,N,5.295,2014.7123,49.712329,0
Delaware,Hancock Town,AT EXIT 87A,864 X,NYSDOT,1967,3/16/15,N,5.25,2015.2027,48.20274,0
Delaware,Hancock Town,0.5MI N RTE17<CADOSIA,BENEDICT ROAD,County,1974,5/5/15,N,5.463,2015.3397,41.339726,0
Delaware,Hancock Town,AT FISHS EDDY,BODOIT ROAD,County,1970,10/20/14,SD,5.059,2014.8,44.8,0
Delaware,Hancock Town,0.75 MI E LORDVILLE,BOUCHOUXVILLE RD.,County,2002,9/16/14,N,6.609,2014.7068,12.706849,0
Delaware,Hancock Town,.2 MI SE JCT SH 30 & SH17,BRIDGE STREET,County,1932,11/13/14,N,4.736,2014.8658,82.865753,0
Delaware,Hancock Town,AT BURNWOOD,BURNWOOD ROAD,County,1956,7/10/14,N,5.679,2014.5205,58.520548,0
Delaware,Hancock Town,0.6 MI S OF PEAKVILLE,BURNWOOD ROAD,County,2009,7/27/15,N,6.547,2015.5671,6.5671233,0
Delaware,Hancock Town,1.7 mi W Rt 97,Bouchouxville Roa,County,2010,4/6/15,FO,6.736,2015.2603,5.260274,0
Delaware,Hancock Town,1.5 MI N OF RTE17 CADOSIA,CADOSIA ROAD,County,2007,7/27/15,N,6.686,2015.5671,8.5671233,0
Delaware,Hancock Town,0.3MI N RTE17<CADOSIA,CADOSIA ROAD,County,1974,4/23/15,N,5.39,2015.3068,41.306849,0
Delaware,Hancock Town,1MI N OF RTE17<CADOSIA,CADOSIA ROAD,County,1974,4/23/15,N,5.61,2015.3068,41.306849,0
Delaware,Hancock Town,2.4 mi N. Rt 30,CARCASS BROOK RD,County,2010,4/14/15,N,6.805,2015.2822,5.2821918,0
Delaware,Hancock Town,1.2 MI SE OF PEAKVILLE,CHAS MEDLAR ROAD,County,1959,7/1/15,SD,5.241,2015.4959,56.49589,0
Delaware,Hancock Town,2.2 MI W EXIT 89 OF SH 17,CITY BROOK ROAD,NYSDOT,1961,6/19/14,N,4.297,2014.463,53.463014,0
Delaware,Hancock Town,1.4 MI N OF FISHS EDDY,COUNTY ROAD 17,County,1994,9/4/14,N,6.441,2014.674,20.673973,0
Delaware,Hancock Town,IN FISHS EDDY,COUNTY ROAD 28,County,1901,10/14/15,FO,4.443,2015.7836,114.78356,0
Delaware,Hancock Town,IN ROCK VALLEY,COUNTY ROAD 28,County,1987,5/18/15,FO,6.17,2015.3753,28.375342,0
Delaware,Hancock Town,2.5 MI SE OF FISHS EDDY,COUNTY ROAD 28,County,2000,9/3/15,N,6.667,2015.6712,15.671233,0
Delaware,Hancock Town,3.2 MI SE OF FISHS EDDY,COUNTY ROAD 28,County,2007,9/3/15,N,6.632,2015.6712,8.6712329,0
Delaware,Hancock Town,2.9 MI SE OF FISHS EDDY,COUNTY ROAD 28,County,1971,7/1/15,N,5.019,2015.4959,44.49589,0
Delaware,Hancock Town,IN ROCK VALLEY,COUNTY ROAD 28,County,1993,3/18/15,N,6.255,2015.2082,22.208219,0
Delaware,Hancock Town,2.1 MILES N OF HANCOCK,COUNTY ROAD 67,County,2007,3/16/15,N,6.604,2015.2027,8.2027397,0
Delaware,Hancock Town,2.4 MI E EXIT 87A OF SH17,CR 17,NYSDOT,1999,11/6/15,N,5.93,2015.8466,16.846575,0
Delaware,Hancock Town,5.8 MI S TROUT CREEK,DRY BROOK ROAD,"NYC Dept of Water Supply, Gas and Electric",1963,4/27/15,N,5.333,2015.3178,52.317808,0
Delaware,Hancock Town,0.5 MILES E OF BURNWOOD,FERRARA ROAD,County,1996,7/14/14,N,6.196,2014.5315,18.531507,0
Delaware,Hancock Town,1.1 MI. N. OF HARVARD,HOUCK MOUNTAIN RD,County,1994,10/8/14,N,6.667,2014.7671,20.767123,0
Delaware,Hancock Town,34 MI N RT 17 HANCOCK,LANG ROAD,County,1979,11/5/15,FO,6.922,2015.8438,36.843836,0
Delaware,Hancock Town,3 MI N OF SH 17 - HANCOCK,LANG ROAD,County,2006,9/18/14,FO,6.849,2014.7123,8.7123288,0
Delaware,Hancock Town,6 MI SE OF HANCOCK OFF 97,LORDVILLE ROAD,County,1986,4/6/15,FO,5.196,2015.2603,29.260274,0
Delaware,Hancock Town,LORDVILLE RD & DELAWARE R,LORDVILLE ROAD,NYSDOT,1992,10/29/14,N,5.845,2014.8247,22.824658,0
Delaware,Hancock Town,.5 mi W Rt 30,Morrison Brook Ro,County,2010,3/17/15,N,6.849,2015.2055,5.2054795,0
Delaware,Hancock Town,AT PEAKVILLE,O AND W ROAD,County,1961,8/5/15,SD,4.887,2015.5918,54.591781,0
Delaware,Hancock Town,5 MI E OF HANCOCK,PEAS EDDY ROAD,County,2006,9/18/14,FO,6.902,2014.7123,8.7123288,0
Delaware,Hancock Town,.9 mi S Rt 17,Peas Eddy Road,County,2010,7/2/15,N,6.805,2015.4986,5.4986301,0
Delaware,Hancock Town,3 MI N SH 17 AT READBURN,READBURN RD,County,2006,11/5/14,N,6.774,2014.8438,8.8438356,0
Delaware,Hancock Town,AT READBURN,READBURN ROAD,County,2007,3/17/15,N,6.698,2015.2055,8.2054795,0
Delaware,Hancock Town,1 MI SOUTH OF READBURN,READBURN ROAD,County,1991,7/27/15,N,5.725,2015.5671,24.567123,0
Delaware,Hancock Town,AT READBURN,READBURN ROAD,County,1964,7/21/14,FO,5.426,2014.5507,50.550685,0
Delaware,Hancock Town,1 MI.N.READBURN,READBURN ROAD,County,2006,11/5/14,N,6.66,2014.8438,8.8438356,0
Delaware,Hancock Town,JCT SH 17 & SH 30,Rt 17 - Ramp B,NYSDOT,2011,7/30/15,N,6.94,2015.5753,4.5753425,0
Delaware,Hancock Town,0.7 MI N OF HANCOCK,SANDS CREEK ROAD,County,1994,9/4/14,N,6.075,2014.674,20.673973,0
Delaware,Hancock Town,.8 MILE NORTH OF HANCOCK,SANDS CREEK ROAD,County,1993,8/18/15,N,5.294,2015.6274,22.627397,0
Delaware,Hancock Town,.3 MILE NORTH OF HANCOCK,SANDS CREEK ROAD,County,1962,4/8/14,N,6.695,2014.2658,52.265753,0
Delaware,Hancock Town,1.3 MI N OF HANCOCK,SANDS CREEK ROAD,County,1965,5/5/15,N,4.917,2015.3397,50.339726,0
Delaware,Hancock Town,2 MI NW OF FISHS EDDY,TAR HOLLOW ROAD,County,1957,7/2/15,N,5.927,2015.4986,58.49863,0
Delaware,Hancock Town,0.5 MI E OF BURNWOOD,VECSEY ROAD,County,1994,7/14/14,N,6.059,2014.5315,20.531507,0
Delaware,Hancock Village,EXIT 87 RTE 17 INT,17  17 93081114,NYSDOT,1967,8/5/14,N,5.14,2014.5918,47.591781,0
Delaware,Hancock Village,EXIT 87 OF S.H.17,17  17 93081115,NYSDOT,1967,3/19/15,N,4.266,2015.211,48.210959,0
Delaware,Hancock Village,EXIT 87 RTE 17 INT,17  17 93081115,NYSDOT,1967,3/19/15,N,4.078,2015.211,48.210959,0
Delaware,Hancock Village,JCT SH 97 & DELAWARE RVR,97  97 93031140,NYSDOT,2005,5/5/15,N,6.06,2015.3397,10.339726,0
Delaware,Hancock Village,HANCOCK NY- STARLIGHT PA,HANCOCK-STARLIGHT,NYSDOT,1937,10/20/14,FO,5.083,2014.8,77.8,0
Delaware,Hancock Village,WEST SIDE-HANCOCK,WEST MAIN STREET,County,1997,8/5/15,N,6.377,2015.5918,18.591781,0
Delaware,Harpersfield Town,4.1 MI NE OF STURGES COR.,COUNTY ROAD 29,County,1985,4/28/15,N,5.744,2015.3205,30.320548,0
Delaware,Harpersfield Town,IN WEST HARPERSFIELD,COUNTY ROAD 33,County,1995,5/13/15,SD,5.176,2015.3616,20.361644,0
Delaware,Harpersfield Town,6.8 MI NW OF STAMFORD,HARPER ROAD,County,1990,5/28/15,FO,5.49,2015.4027,25.40274,0
Delaware,Harpersfield Town,0.3 MI S OF N HARPERSFIEL,MIDDLEBROOK HILL,County,1981,5/11/15,N,5.453,2015.3562,34.356164,0
Delaware,Harpersfield Town,3.8 MI NW OF N HARPERSFLD,S WORCESTR HLL RD,County,1902,7/22/14,N,5.098,2014.5534,112.55342,0
Delaware,Hobart Village,AT HOBART NEAR SH 10,CORNELL AVENUE,County,1980,5/12/15,N,5.05,2015.3589,35.358904,0
Delaware,Kortright Town,7.7 MI NE JCT RTS 10 & 28,10  10 93011522,NYSDOT,1999,4/16/15,N,6.021,2015.2877,16.287671,0
Delaware,Kortright Town,10 MI SW JCT RTS 10 & 23,10  10 93011537,NYSDOT,1999,4/16/15,N,5.517,2015.2877,16.287671,0
Delaware,Kortright Town,8.4 MI SW JCT SH 10 & SH,10  10 93011565,NYSDOT,2000,4/17/14,N,6.448,2014.2904,14.290411,0
Delaware,Kortright Town,.1 MI E JCT SH 10 & CR 18,10  10 93011573,NYSDOT,2005,4/13/15,N,6.333,2015.2795,10.279452,0
Delaware,Kortright Town,5.2 MI SW JCT SH 10 & SH,10  10 93011598,NYSDOT,2000,4/17/14,N,6.724,2014.2904,14.290411,0
Delaware,Kortright Town,9 MI NW JCT SH 23 & SH 10,23  23 93031139,NYSDOT,1984,5/7/14,N,5.317,2014.3452,30.345205,0
Delaware,Kortright Town,7.5 M WEST JCT RT 23 & 10,23  23 93031150,NYSDOT,1996,6/4/14,N,6.268,2014.4219,18.421918,0
Delaware,Kortright Town,7.1 MI W JCT RTS 23 & 10,23  23 93031158,NYSDOT,1993,5/11/15,N,5.634,2015.3562,22.356164,0
Delaware,Kortright Town,IN EAST MEREDITH,COUNTY ROAD 12,County,2009,11/18/15,N,7,2015.8795,6.8794521,0
Delaware,Kortright Town,5.8 MI N OF BLOOMVILLE,COUNTY ROAD 33,County,1930,7/31/14,N,6,2014.5781,84.578082,0
Delaware,Kortright Town,1.2 MI N OF BLOOMVILLE,COUNTY ROAD 33,County,1995,7/28/15,N,6.774,2015.5699,20.569863,0
Delaware,Kortright Town,0.3 MI N OF BLOOMVILLE,COUNTY ROAD 33,County,2004,11/10/14,N,6.586,2014.8575,10.857534,0
Delaware,Kortright Town,1.1 MILES N OF BLOOMVILLE,COUNTY ROAD 33,County,1982,5/21/15,N,5.795,2015.3836,33.383562,0
Delaware,Kortright Town,3 MI S OF DAVENPORT,MCKEE HILL ROAD,County,2000,7/31/14,N,6.843,2014.5781,14.578082,0
Delaware,Kortright Town,AT N KORTRIGHT,NORTH ROAD,County,1977,5/11/15,N,4.923,2015.3562,38.356164,0
Delaware,Kortright Town,1.8 MI N OF BLOOMVILLE,ROBERTS ROAD,County,1971,7/28/15,N,5.796,2015.5699,44.569863,0
Delaware,Kortright Town,3.5 MI E OF DAVENPORT,STONE FORT ROAD,County,1979,6/17/15,N,5.623,2015.4575,36.457534,0
Delaware,Kortright Town,.5 MI E OF STURGES CORNRS,UNDERPASS ROAD,County,1978,7/30/15,N,5.34,2015.5753,37.575342,0
Delaware,Margaretville Villag,.01 MI NW JCT RTS 30 & 28,30  30 93011412,NYSDOT,1993,7/15/15,FO,6,2015.5342,22.534247,0
Delaware,Margaretville Villag,AT MARGARETVILLE,30  30 93011412,NYSDOT,1932,9/5/14,SD,4.047,2014.6767,82.676712,0
Delaware,Margaretville Villag,IN MARGARETVILLE,30  30 93011413,NYSDOT,1931,9/8/15,FO,4.918,2015.6849,84.684932,0
Delaware,Margaretville Villag,IN MARGARETVILLE,FAIR STREET,County,1997,6/18/15,FO,5.907,2015.4603,18.460274,0
Delaware,Masonville Town,.1 MI N JCT SH 8 & SH 206,8   8 93011130,NYSDOT,1994,6/25/14,N,5.417,2014.4795,20.479452,0
Delaware,Masonville Town,1.7 MI NW JCT SH 8 & SH 2,8   8 93011146,NYSDOT,1994,6/25/14,N,5.314,2014.4795,20.479452,0
Delaware,Masonville Town,.2 mi W Rt 8,Butts Rd,County,2010,3/16/15,N,6.886,2015.2027,5.2027397,0
Delaware,Masonville Town,2 MI E JCT SH 206 & SH 8,COUNTY ROAD 35,County,1994,11/19/14,N,5.392,2014.8822,20.882192,0
Delaware,Masonville Town,.2 mi N CR 27,Clark Road,County,2012,11/12/14,N,6.577,2014.863,2.8630137,0
Delaware,Masonville Town,.7 MI E OF SH 206 & SH 8,PARKER HOLLOW RD,County,1965,11/19/14,N,5.278,2014.8822,49.882192,0
Delaware,Meredith Town,11.2 Mi NW JCT SH28 & 10,28   28 93021423,NYSDOT,2005,5/28/15,N,6.586,2015.4027,10.40274,0
Delaware,Meredith Town,7.5 MI NW JCT RTS 28 +10,28  28 93201397,NYSDOT,1991,5/28/15,N,5.905,2015.4027,24.40274,0
Delaware,Meredith Town,IN EAST MEREDITH,COUNTY ROAD 10,County,1991,6/23/15,N,6.174,2015.474,24.473973,0
Delaware,Meredith Town,IN EAST MERIDITH,COUNTY ROAD 10,County,1969,6/23/15,N,5.139,2015.474,46.473973,0
Delaware,Meredith Town,IN EAST MEREDITH,COUNTY ROAD 12,County,2001,8/18/15,N,6.729,2015.6274,14.627397,0
Delaware,Meredith Town,4.3 MI NE OF DELHI,ELK CREEK ROAD,County,1967,7/30/15,N,5.883,2015.5753,48.575342,0
Delaware,Meredith Town,0.9 MI NE OF MERIDALE,GRIMM ROAD,County,1980,10/27/14,N,5.113,2014.8192,34.819178,0
Delaware,Meredith Town,.7 MI SE OF EAST MEREDITH,KELSO ROAD,County,1968,6/8/15,N,5.367,2015.4329,47.432877,0
Delaware,Meredith Town,1.1 MI E OF MERIDALE,SMITH HILL ROAD,County,1980,9/24/14,N,5,2014.7288,34.728767,0
Delaware,Meredith Town,2.5 MI EAST OF TREADWELL,TURNPIKE ROAD,County,2006,11/12/14,N,6.745,2014.863,8.8630137,0
Delaware,Meredith Town,3.7 MI SE OF DAVENPORT CT,W KORTRIGHT CH RD,County,2000,11/10/14,N,6.843,2014.8575,14.857534,0
Delaware,Meredith Town,6.5 MI SE OF ONEONTA,WARNER HILL ROAD,County,1973,10/27/14,N,5.13,2014.8192,41.819178,0
Delaware,Meredith Town,1.6 MI NE OF TREADWELL,WARNER HILL ROAD,County,1980,9/24/14,N,5.019,2014.7288,34.728767,0
Delaware,Middletown Town,3.2 MI W ULSTER CL,28  28 93021036,NYSDOT,1962,7/15/15,N,5.167,2015.5342,53.534247,0
Delaware,Middletown Town,IN ARKVILLE,28  28 93021069,NYSDOT,1999,8/13/15,N,5.941,2015.6137,16.613699,0
Delaware,Middletown Town,0.3 MI SW MARGARETVILLE,28  28 93021603,NYSDOT,1969,8/13/15,N,5.579,2015.6137,46.613699,0
Delaware,Middletown Town,SW OF MARGARETVILLE,28  28 93021608,NYSDOT,1969,5/14/15,N,4.25,2015.3644,46.364384,0
Delaware,Middletown Town,0.6 MI N E BR DELAWARE R,28  28 93021618,NYSDOT,1968,9/16/15,N,5.063,2015.7068,47.706849,0
Delaware,Middletown Town,2.3 MI SW MARGARETVILLE,30  30 93011379,NYSDOT,1969,6/3/15,N,4.719,2015.4192,46.419178,0
Delaware,Middletown Town,2.0 MI NE MARGARETVILLE,30  30 93011437,NYSDOT,1958,8/13/15,SD,4.361,2015.6137,57.613699,0
Delaware,Middletown Town,2.9 MI NE OF MARGARETVILL,30  30 93011439,NYSDOT,1958,7/17/14,N,4.864,2014.5397,56.539726,0
Delaware,Middletown Town,3.3 MI NE MARGARETVILLE,30  30 93011450,NYSDOT,1933,7/6/15,SD,4.5,2015.5096,82.509589,0
Delaware,Middletown Town,1.1 MILES N OF ARKVILLE,ARKVLLE CUTOFF RD,County,1990,4/20/15,N,6.122,2015.2986,25.29863,0
Delaware,Middletown Town,IN HALCOTTSVILLE,BRAGG HOLLOW ROAD,County,1948,9/28/15,SD,5.825,2015.7397,67.739726,0
Delaware,Middletown Town,3.9 MILES N OF DUNRAVEN,BROOK ROAD,County,1961,7/2/15,N,5.667,2015.4986,54.49863,0
Delaware,Middletown Town,3.8 MILES N OF DUNRAVEN,BROOK ROAD,County,1961,5/7/15,N,5.098,2015.3452,54.345205,0
Delaware,Middletown Town,N OF MARGARETVILLE,BULL RUN ROAD,County,1999,6/18/15,N,6.854,2015.4603,16.460274,0
Delaware,Middletown Town,0.4 MI E OF KELLY CORNERS,COUNTY ROAD 36,County,1952,6/10/15,N,5.426,2015.4384,63.438356,0
Delaware,Middletown Town,.5 MILE N OF FLEISHMANNS,COUNTY ROAD 37,County,1941,11/25/14,N,7,2014.8986,73.89863,0
Delaware,Middletown Town,0.3 MI S OF NEW KINGSTON,COUNTY ROAD 6,County,1994,11/24/14,N,6.745,2014.8959,20.89589,0
Delaware,Middletown Town,2.6 MI NE OF KELLY CORNER,CR 36,County,1996,6/4/14,N,6.34,2014.4219,18.421918,0
Delaware,Middletown Town,1.5 MI.S.OF NEW KINGSTON,CRAWFORD ROAD,County,1988,10/21/14,N,4.922,2014.8027,26.80274,0
Delaware,Middletown Town,4.5 MI SW OF MARGRETVILLE,CROSS MOUNTAIN RD,County,1928,9/15/15,FO,4.659,2015.7041,87.70411,0
Delaware,Middletown Town,2.3 MI S OF FLEISHMANNS,DRY BROOK ROAD,County,2012,4/23/14,N,7,2014.3068,2.3068493,0
Delaware,Middletown Town,AT KELLY CORNERS,EAST HUBBLE HILL ROAD,County,1976,10/20/15,FO,4.719,2015.8,39.8,0
Delaware,Middletown Town,2.2 MI E OF MARGARETVILLE,ERPF ROAD,County,2002,6/3/14,N,6.932,2014.4192,12.419178,0
Delaware,Middletown Town,3 MILES SE OF ARKVILLE,GEORGE ROAD,County,2012,11/25/14,N,7,2014.8986,2.8986301,0
Delaware,Middletown Town,0.6 MI E OF KELLY CORNERS,HOG MOUNTAIN ROAD,County,1981,5/7/15,SD,4.761,2015.3452,34.345205,0
Delaware,Middletown Town,2.2 MI S OF MARGARETVILLE,HUCKLEBERRY BROOK RD,County,1959,9/15/15,SD,5.373,2015.7041,56.70411,0
Delaware,Middletown Town,1 mi NE Jct Thompson Holl,INGALLS RD,County,1950,11/6/14,N,4.471,2014.8466,64.846575,0
Delaware,Middletown Town,4.5 MI SW OF MARGRETVILLE,KITTLE ROAD,County,1971,8/31/15,N,5.137,2015.663,44.663014,0
Delaware,Middletown Town,0.7 MI N OF FLEISCHMANNS,LIT RED KILL ROAD,County,1996,5/20/14,FO,4.86,2014.3808,18.380822,0
Delaware,Middletown Town,MAIN ST FLEISCHMANNS,MAIN STREET,County,1986,4/17/15,N,6.756,2015.2904,29.290411,0
Delaware,Middletown Town,4.5 MI S OF MARGRETVILLE,MILL BROOK ROAD,County,1995,9/28/15,N,6.078,2015.7397,20.739726,0
Delaware,Middletown Town,4.5 MI SW OF MARGRETVILLE,MILL BROOK ROAD,County,1972,8/31/15,N,4.617,2015.663,43.663014,0
Delaware,Middletown Town,1.0 MI W OF MARGARETVILLE,N.Y.C. ROAD,"NYC Dept of Water Supply, Gas and Electric",1954,10/1/15,N,5.303,2015.7479,61.747945,0
Delaware,Middletown Town,JCT NYC RD & MILL BR RD,N.Y.C. ROAD,"NYC Dept of Water Supply, Gas and Electric",1954,9/15/15,N,4.439,2015.7041,61.70411,0
Delaware,Middletown Town,200 FT OFF NYS RT 28,NEW KINGSTON ROAD,County,1949,8/11/15,N,6.171,2015.6082,66.608219,0
Delaware,Middletown Town,0.5 MI W OF FLEISHMANNS,OLD RT 28,County,1934,10/1/15,N,5.803,2015.7479,81.747945,0
Delaware,Middletown Town,Margaretville,SWART STREET,County,1931,10/6/15,SD,2.686,2015.7616,84.761644,0
Delaware,Middletown Town,5 MI N OF MARGARETVILLE,VAN BENCHOTEN RD,County,1997,6/10/15,FO,6.608,2015.4384,18.438356,0
Delaware,Middletown Town,200 yards NE of Margaretv,WALNUT STREET,County,2007,6/3/14,N,6.452,2014.4192,7.4191781,0
Delaware,Middletown Town,AT INT WITH CR 6,WEAVER HOLLOW RD,County,1995,6/23/15,N,5.314,2015.474,20.473973,0
Delaware,Roxbury Town,0.7 MI NW JCT RTS 23 + 30,23  23 93051028,NYSDOT,1931,4/15/15,SD,4.4,2015.2849,84.284932,0
Delaware,Roxbury Town,4.0 MI SE JCT RTS 23 + 30,23  23 93051073,NYSDOT,1937,4/16/15,N,5.114,2015.2877,78.287671,0
Delaware,Roxbury Town,6.5 MI SW JCT SH30 & SH23,30  30 93011537,NYSDOT,1930,7/15/15,N,4.583,2015.5342,85.534247,0
Delaware,Roxbury Town,0.1 MI NE JCT RTS 30 + 23,30  30 93011605,NYSDOT,1931,4/13/15,N,4.582,2015.2795,84.279452,0
Delaware,Roxbury Town,1.5 MI SW OF ROXBURY,BRIGGS ROAD,County,1969,8/13/15,FO,4.913,2015.6137,46.613699,0
Delaware,Roxbury Town,1.8 MI NW OF GRAND GORGE,BRUCE PORN ROAD,County,1968,10/6/15,N,5.176,2015.7616,47.761644,0
Delaware,Roxbury Town,2.7 MI N OF HALCOTTSVILLE,COLD SPRING ROAD,County,2001,9/15/15,N,6.684,2015.7041,14.70411,0
