Ticket ID,Issue Type,Issue Description,Case Owner,Case Owner Description,Street Address,City,State / Province,Zip / Postal Code,Neighborhood / District / Ward / etc.,Created Year Month,Ticket Created Date / Time,Ticket Last Updated Date / Time,Ticket Closed Date / Time,Ticket Status,X Coordinate,Y Coordinate,Latitude,Longitude,Location Geo. Coded,Method Received,Goal Days,Actual Completed Days
17-10361744,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,9219 SW 157TH CT,Miami_Dade_County,Florida,33196,District 11,20179,09/11/2017 05:25:14 PM,09/11/2017 05:25:29 PM,,OPEN,838174.752,490049.373,25.680775,-80.447348,"9219 SW 157TH CT
MIAMI, Florida 33196
(25.680775, -80.447348)",IPHONE,10,
17-10361747,ILLEGAL DUMPING - WM,,Waste_Management,Waste_Management,NW 22ND AVE & NW 54TH ST,Miami_Dade_County,Florida,33142,District 3,20179,09/11/2017 05:27:01 PM,09/11/2017 05:27:01 PM,,OPEN,908576.122,542523.935,25.824177,-80.232667,"NW 22ND AVE &amp; NW 54TH ST
MIAMI, Florida 33142
(25.824177, -80.232667)",EMAIL,90,
17-10361748,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,14078 SW 47TH LN,Miami_Dade_County,Florida,33175,District 10,20179,09/11/2017 05:27:01 PM,09/11/2017 05:30:42 PM,,OPEN,846243.126,505230.935,25.72245,-80.422649,"14078 SW 47TH LN
MIAMI, Florida 33175
(25.72245, -80.422649)",PHONE,10,
17-10361751,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,8205 SW 39TH ST,Miami_Dade_County,Florida,33155,District 10,20179,09/11/2017 05:29:09 PM,09/11/2017 05:29:40 PM,,OPEN,877467.997,509761.125,25.734507,-80.327739,"8205 SW 39TH ST
MIAMI, Florida 33155
(25.734507, -80.327739)",PHONE,30,
17-10361758,DRAIN CLOGGED / CLEANING,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,10100 SW 26TH TER,Miami_Dade_County,Florida,33165,District 10,20179,09/11/2017 05:30:54 PM,09/11/2017 05:48:00 PM,,LOCKED,867183.561,513342.437,25.744501,-80.358926,"10100 SW 26TH TER
MIAMI, Florida 33165
(25.744501, -80.358926)",PHONE,40,
17-10361757,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,13308 SW 99TH TER,Miami_Dade_County,Florida,33186,District 7,20179,09/11/2017 05:30:56 PM,09/11/2017 05:30:56 PM,,OPEN,850197.029,487973.44,25.67492,-80.410873,"13308 SW 99TH TER
MIAMI, Florida 33186
(25.67492, -80.410873)",IPHONE,10,
17-10361761,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,766 NW 132ND PL,Miami_Dade_County,Florida,33182,District 12,20179,09/11/2017 05:31:56 PM,09/11/2017 05:34:32 PM,,OPEN,850169.939,524576.56,25.775628,-80.410459,"766 NW 132ND PL
MIAMI, Florida 33182
(25.775628, -80.410459)",WEB,10,
17-10361765,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,14600 NE 18TH AVE,Miami_Dade_County,Florida,33181,District 2,20179,09/11/2017 05:34:37 PM,09/15/2017 04:30:08 PM,,LOCKED,931143.937,574056.748,25.91055,-80.163455,"14600 NE 18TH AVE
MIAMI, Florida 33181
(25.91055, -80.163455)",PHONE,2,
17-10361769,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,3390 NW 34TH ST,Miami_Dade_County,Florida,33142,District 2,20179,09/11/2017 05:37:30 PM,09/11/2017 05:40:19 PM,,OPEN,902201.374,536093.875,25.806588,-80.252156,"3390 NW 34TH ST
MIAMI, Florida 33142
(25.806588, -80.252156)",PHONE,10,
17-10361770,CANAL - BANK TREES NEED CUTTING,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,17015 NW 78TH AVE,Miami_Dade_County,Florida,33015,District 13,20179,09/11/2017 05:37:34 PM,09/11/2017 05:50:04 PM,09/11/2017 05:50:04 PM,CLOSED,877708.185,580308.937,25.928598,-80.325911,"17015 NW 78TH AVE
MIAMI, Florida 33015
(25.928598, -80.325911)",PHONE,180,0
17-10361773,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,11040 SW 120TH ST,Miami_Dade_County,Florida,33176,District 8,20179,09/11/2017 05:38:13 PM,09/11/2017 05:38:13 PM,,OPEN,862246.685,481478.748,25.656899,-80.374382,"11040 SW 120TH ST
MIAMI, Florida 33176
(25.656899, -80.374382)",PHONE,10,
17-10361777,INJURED ANIMAL,,Animal_Services,Animal Services,5400 W 21ST CT,City_of_Hialeah,Florida,33016,District 12,20179,09/11/2017 05:41:23 PM,09/11/2017 07:05:24 PM,09/11/2017 07:05:24 PM,CLOSED,877717.885,559550.353,25.871486,-80.326206,"5400 W 21ST CT
MIAMI, Florida 33016
(25.871486, -80.326206)",PHONE,1,0
17-10361782,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,6200 SW 97TH AVE,Miami_Dade_County,Florida,33173,District 10,20179,09/11/2017 05:43:35 PM,09/11/2017 05:44:07 PM,,OPEN,869883.498,500898.403,25.710227,-80.35091,"6200 SW 97TH AVE
MIAMI, Florida 33173
(25.710227, -80.35091)",PHONE,10,
17-10361785,DRAIN CLOGGED / CLEANING,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,18031 NW 52ND CT,Miami_Dade_County,Florida,33055,District 1,20179,09/11/2017 05:44:46 PM,09/11/2017 05:58:00 PM,,LOCKED,890827.81,583609.934,25.937488,-80.285939,"18031 NW 52ND CT
MIAMI, Florida 33055
(25.937488, -80.285939)",PHONE,40,
17-10361787,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,12021 SW 200TH ST,Miami_Dade_County,Florida,33177,District 9,20179,09/11/2017 05:45:35 PM,09/11/2017 05:45:35 PM,,OPEN,858021.94,453931.282,25.581161,-80.387594,"12021 SW 200TH ST
MIAMI, Florida 33177
(25.581161, -80.387594)",PHONE,10,
17-10361789,TREE REMOVAL (RAAM),,RAAM-27-93,RAAM-27-93,9026 NW 22ND AVE,Miami_Dade_County,Florida,33147,District 2,20179,09/11/2017 05:47:36 PM,09/11/2017 05:48:19 PM,,DUP,907975.498,554411.999,25.856893,-80.234282,"9026 NW 22ND AVE
MIAMI, Florida 33147
(25.856893, -80.234282)",EMAIL,30,
17-10361790,INJURED ANIMAL,,Animal_Services,Animal Services,11133 SW 145TH PL,Miami_Dade_County,Florida,33186,District 11,20179,09/11/2017 05:48:26 PM,09/11/2017 06:36:10 PM,09/11/2017 06:36:10 PM,CLOSED,843941.377,483879.187,25.663731,-80.42992,"11133 SW 145TH PL
MIAMI, Florida 33186
(25.663731, -80.42992)",PHONE,1,0
17-10361793,TREE REMOVAL (RAAM),,RAAM-27-93,RAAM-27-93,22 SW 97TH PL,Miami_Dade_County,Florida,33174,District 10,20179,09/11/2017 05:49:33 PM,09/11/2017 05:49:33 PM,,OPEN,868495.865,522082.896,25.768531,-80.35481,"22 SW 97TH PL
MIAMI, Florida 33174
(25.768531, -80.35481)",PHONE,30,
17-10361794,ANIMAL CRUELTY INVESTIGATION,,Animal_Services,Animal Services,8373 LAKE DR,City_of_Doral,Florida,33166,District 12,20179,09/11/2017 05:50:23 PM,09/15/2017 12:49:36 PM,09/15/2017 12:49:36 PM,CLOSED,875910.008,540297.644,25.818543,-80.332001,"8373 LAKE DR
MIAMI, Florida 33166
(25.818543, -80.332001)",PHONE,14,4
17-10361795,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 82ND PL & SW 14TH ST,Miami_Dade_County,Florida,33144,District 10,20179,09/11/2017 05:50:44 PM,09/11/2017 05:50:44 PM,,OPEN,876881.811,517902.218,25.756914,-80.329394,"SW 82ND PL &amp; SW 14TH ST
MIAMI, Florida 33144
(25.756914, -80.329394)",PHONE,10,
17-10361796,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,3301 NW 35TH AVE,Miami_Dade_County,Florida,33142,District 2,20179,09/11/2017 05:50:46 PM,09/11/2017 05:50:46 PM,,OPEN,902205.625,535962.937,25.806228,-80.252145,"3301 NW 35TH AVE
MIAMI, Florida 33142
(25.806228, -80.252145)",PHONE,10,
17-10361799,CANAL - BLOCKED,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,2110 SW 76TH CT,Miami_Dade_County,Florida,33155,District 6,20179,09/11/2017 05:52:33 PM,09/11/2017 06:08:01 PM,,LOCKED,880216.438,515765.125,25.750987,-80.319296,"2110 SW 76TH CT
MIAMI, Florida 33155
(25.750987, -80.319296)",PHONE,10,
17-10361801,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,18911 NW 49TH CT,Miami_Dade_County,Florida,33055,District 1,20179,09/11/2017 05:53:18 PM,09/11/2017 07:23:27 PM,,OPEN,891971.25,586476.248,25.945357,-80.282412,"18911 NW 49TH CT
MIAMI, Florida 33055
(25.945357, -80.282412)",WEB,30,
17-10361802,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,21001 NE 12TH AVE,Miami_Dade_County,Florida,33179,District 1,20179,09/11/2017 05:53:23 PM,09/11/2017 05:53:23 PM,,OPEN,926157.812,595251.936,25.968947,-80.178218,"21001 NE 12TH AVE
MIAMI, Florida 33179
(25.968947, -80.178218)",PHONE,10,
17-10361810,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,10802 SW 146TH CT,Miami_Dade_County,Florida,33186,District 11,20179,09/11/2017 05:57:46 PM,09/11/2017 05:57:46 PM,,OPEN,843463.189,484872.093,25.666469,-80.431359,"10802 SW 146TH CT
MIAMI, Florida 33186
(25.666469, -80.431359)",PHONE,10,
17-10361811,RECYCLING BLUE CART ISSUES,,Waste_Management,Waste_Management,611 NW 133RD AVE,Miami_Dade_County,Florida,33182,District 12,20179,09/11/2017 05:58:40 PM,09/11/2017 05:58:40 PM,,OPEN,850046.877,523661.593,25.773112,-80.410846,"611 NW 133RD AVE
MIAMI, Florida 33182
(25.773112, -80.410846)",PHONE,10,
17-10361813,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,5102 SW 131ST AVE,Miami_Dade_County,Florida,33175,District 10,20179,09/11/2017 06:00:55 PM,09/11/2017 06:00:55 PM,,OPEN,851649.189,503601.966,25.717902,-80.406251,"5102 SW 131ST AVE
MIAMI, Florida 33175
(25.717902, -80.406251)",PHONE,10,
17-10361814,INJURED ANIMAL,,Animal_Services,Animal Services,12645 SW 43RD ST,Miami_Dade_County,Florida,33175,District 10,20179,09/11/2017 06:01:07 PM,09/11/2017 06:08:08 PM,09/11/2017 06:08:08 PM,CLOSED,853926.502,507551.391,25.72874,-80.39928,"12645 SW 43RD ST
MIAMI, Florida 33175
(25.72874, -80.39928)",PHONE,1,0
17-10361816,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,7830 SW 15TH ST,Miami_Dade_County,Florida,33144,District 10,20179,09/11/2017 06:01:41 PM,09/14/2017 03:07:29 PM,,OPEN,879220.499,517536.562,25.755875,-80.322294,"7830 SW 15TH ST
MIAMI, Florida 33144
(25.755875, -80.322294)",WEB,10,
17-10361817,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,2701 SW 134TH CT,Miami_Dade_County,Florida,33175,District 11,20179,09/11/2017 06:02:36 PM,09/11/2017 06:02:36 PM,,OPEN,849382.127,512434.905,25.742232,-80.413017,"2701 SW 134TH CT
MIAMI, Florida 33175
(25.742232, -80.413017)",PHONE,10,
17-10361819,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,12704 SW 112TH TER,Miami_Dade_County,Florida,33186,District 8,20179,09/11/2017 06:02:57 PM,09/11/2017 06:03:36 PM,,OPEN,853751.126,483715.653,25.663162,-80.400141,"12704 SW 112TH TER
MIAMI, Florida 33186
(25.663162, -80.400141)",PHONE,30,
17-10361820,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,12850 SW 119TH ST,Miami_Dade_County,Florida,33186,District 8,20179,09/11/2017 06:03:30 PM,09/11/2017 06:03:30 PM,,OPEN,853008.939,481726.78,25.657699,-80.402422,"12850 SW 119TH ST
MIAMI, Florida 33186
(25.657699, -80.402422)",PHONE,10,
17-10361821,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,70 BAY HEIGHTS DR,City_of_Miami,Florida,33133,District 7,20179,09/11/2017 06:04:37 PM,09/11/2017 06:18:01 PM,,LOCKED,913893.685,513752.968,25.744937,-80.217022,"70 BAY HEIGHTS DR
MIAMI, Florida 33133
(25.744937, -80.217022)",PHONE,2,
17-10361822,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,7455 SW 34TH ST,Miami_Dade_County,Florida,33155,District 6,20179,09/11/2017 06:04:52 PM,09/13/2017 08:54:49 AM,,OPEN,881165.559,511373.25,25.73889,-80.316482,"7455 SW 34TH ST
MIAMI, Florida 33155
(25.73889, -80.316482)",IPHONE,10,
17-10361823,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,5521 SW 132ND AVE,Miami_Dade_County,Florida,33175,District 10,20179,09/11/2017 06:05:35 PM,09/11/2017 06:05:35 PM,,OPEN,851475.94,502556.497,25.715028,-80.406792,"5521 SW 132ND AVE
MIAMI, Florida 33175
(25.715028, -80.406792)",PHONE,10,
17-10361824,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,14162 SW 62ND ST,Miami_Dade_County,Florida,33183,District 10,20179,09/11/2017 06:05:44 PM,09/11/2017 06:05:44 PM,,OPEN,846254.315,500189.624,25.708579,-80.422682,"14162 SW 62ND ST
MIAMI, Florida 33183
(25.708579, -80.422682)",PHONE,10,
17-10361826,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,8400 SW 38TH ST,Miami_Dade_County,Florida,33155,District 10,20179,09/11/2017 06:06:00 PM,09/11/2017 06:06:00 PM,,OPEN,876005.701,509878.573,25.734851,-80.332179,"8400 SW 38TH ST
MIAMI, Florida 33155
(25.734851, -80.332179)",PHONE,10,
17-10361833,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,14201 SW 176TH TER,Miami_Dade_County,Florida,33177,District 9,20179,09/11/2017 06:08:59 PM,09/11/2017 06:21:01 PM,,LOCKED,846647.876,462053.469,25.603648,-80.421993,"14201 SW 176TH TER
MIAMI, Florida 33177
(25.603648, -80.421993)",PHONE,2,
17-10361834,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,12950 SW 50TH LN,Miami_Dade_County,Florida,33175,District 10,20179,09/11/2017 06:09:49 PM,09/11/2017 06:09:49 PM,,OPEN,852128.376,503862.124,25.718612,-80.404792,"12950 SW 50TH LN
MIAMI, Florida 33175
(25.718612, -80.404792)",PHONE,10,
17-10361835,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,9700 SW 32ND ST,Miami_Dade_County,Florida,33165,District 10,20179,09/11/2017 06:10:00 PM,09/11/2017 06:10:00 PM,,OPEN,869566.262,511683.057,25.739904,-80.351713,"9700 SW 32ND ST
MIAMI, Florida 33165
(25.739904, -80.351713)",PHONE,10,
17-10361850,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 158TH AVE & SW 46TH TER,Miami_Dade_County,Florida,33185,District 11,20179,09/11/2017 06:16:56 PM,09/11/2017 06:16:56 PM,,OPEN,837314.562,504696.278,25.721084,-80.449775,"SW 158TH AVE &amp; SW 46TH TER
MIAMI, Florida 33185
(25.721084, -80.449775)",PHONE,10,
17-10361853,TREE LEANING (RESET),,RAAM-27-93,RAAM-27-93,301 NW 120TH ST,Miami_Dade_County,Florida,33168,District 2,20179,09/11/2017 06:17:57 PM,09/11/2017 06:17:57 PM,,OPEN,917609.123,564728.374,25.885118,-80.2048,"301 NW 120TH ST
MIAMI, Florida 33168
(25.885118, -80.2048)",PHONE,30,
17-10361854,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,6495 SW 31ST ST,Miami_Dade_County,Florida,33155,District 6,20179,09/11/2017 06:18:28 PM,09/11/2017 06:18:28 PM,,OPEN,886212.249,512385.249,25.741602,-80.301136,"6495 SW 31ST ST
MIAMI, Florida 33155
(25.741602, -80.301136)",PHONE,10,
17-10361855,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,2577 SW 148TH CT,Miami_Dade_County,Florida,33185,District 11,20179,09/11/2017 06:18:29 PM,09/11/2017 07:30:29 PM,09/11/2017 07:30:29 PM,DUP,842282.546,512735.241,25.743144,-80.434581,"2577 SW 148TH CT
MIAMI, Florida 33185
(25.743144, -80.434581)",WEB,30,0
17-10361856,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,12334 SW 263RD TER,Miami_Dade_County,Florida,33032,District 8,20179,09/11/2017 06:20:02 PM,09/11/2017 06:22:06 PM,,OPEN,857100.313,432623.721,25.522547,-80.390686,"12334 SW 263RD TER
MIAMI, Florida 33032
(25.522547, -80.390686)",PHONE,10,
17-10361857,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,366 NE 163RD ST,Miami_Dade_County,Florida,33162,District 2,20179,09/11/2017 06:20:18 PM,09/11/2017 06:20:40 PM,,OPEN,921430.31,579077.873,25.924531,-80.19291,"366 NE 163RD ST
MIAMI, Florida 33162
(25.924531, -80.19291)",PHONE,10,
17-10361860,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,13489 SW 262ND ST,Miami_Dade_County,Florida,33032,District 9,20179,09/11/2017 06:20:55 PM,09/11/2017 06:20:55 PM,,OPEN,850631.189,433039.282,25.523771,-80.410297,"13489 SW 262ND ST
MIAMI, Florida 33032
(25.523771, -80.410297)",PHONE,10,
17-10361861,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,865 NE 171ST ST,Miami_Dade_County,Florida,33162,District 4,20179,09/11/2017 06:21:03 PM,09/11/2017 06:21:03 PM,,OPEN,924712.685,582086.874,25.932753,-80.182866,"865 NE 171ST ST
MIAMI, Florida 33162
(25.932753, -80.182866)",PHONE,10,
17-10361864,STRAY / DOG-AT-LARGE,,Animal_Services,Animal Services,10700 NW 58TH ST,City_of_Doral,Florida,33178,District 12,20179,09/11/2017 06:21:31 PM,09/12/2017 05:55:36 PM,09/12/2017 05:55:36 PM,CLOSED,863426.916,542989.127,25.826117,-80.369908,"10700 NW 58TH ST
MIAMI, Florida 33178
(25.826117, -80.369908)",PHONE,3,1
17-10361868,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 149TH AVE & SW 82ND ST,Miami_Dade_County,Florida,33193,District 11,20179,09/11/2017 06:24:48 PM,09/11/2017 06:24:48 PM,,OPEN,842483.06,493624.342,25.690561,-80.434221,"SW 149TH AVE &amp; SW 82ND ST
MIAMI, Florida 33193
(25.690561, -80.434221)",PHONE,10,
17-10361873,SIDEWALK BROKEN / RAISED,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,3701 SW 109TH AVE,Miami_Dade_County,Florida,33165,District 10,20179,09/11/2017 06:27:15 PM,09/11/2017 07:48:02 PM,,LOCKED,863075.561,509818.125,25.734859,-80.371457,"3701 SW 109TH AVE
MIAMI, Florida 33165
(25.734859, -80.371457)",IPHONE,30,
17-10361874,DRAIN CLOGGED / CLEANING,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,11750 SW 32ND TER,Miami_Dade_County,Florida,33175,District 10,20179,09/11/2017 06:28:41 PM,09/11/2017 06:41:01 PM,,LOCKED,858448.938,511238.093,25.738826,-80.385491,"11750 SW 32ND TER
MIAMI, Florida 33175
(25.738826, -80.385491)",PHONE,40,
17-10361877,PET ACCOUNT UPDATE,,Animal_Services,Animal Services,9535 NW 29TH AVE,Miami_Dade_County,Florida,33147,District 2,20179,09/11/2017 06:29:31 PM,09/12/2017 08:32:18 AM,09/12/2017 08:32:18 AM,CLOSED,904722.935,555861.998,25.860934,-80.244147,"9535 NW 29TH AVE
MIAMI, Florida 33147
(25.860934, -80.244147)",PHONE,30,1
17-10361885,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,4229 SW 59TH AVE,Miami_Dade_County,Florida,33155,District 7,20179,09/11/2017 06:34:40 PM,09/11/2017 06:34:40 PM,,OPEN,889788.811,508848.624,25.731819,-80.290329,"4229 SW 59TH AVE
MIAMI, Florida 33155
(25.731819, -80.290329)",IPHONE,10,
17-10361889,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,9960 SW 22ND ST,Miami_Dade_County,Florida,33165,District 10,20179,09/11/2017 06:36:09 PM,09/11/2017 06:36:33 PM,,OPEN,867784.25,514865.498,25.748683,-80.357079,"9960 SW 22ND ST
MIAMI, Florida 33165
(25.748683, -80.357079)",PHONE,10,
17-10361894,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,13249 SW 86TH LN,Miami_Dade_County,Florida,33183,District 10,20179,09/11/2017 06:38:08 PM,09/12/2017 01:15:25 PM,,OPEN,851034.875,492364.779,25.686992,-80.40827,"13249 SW 86TH LN
MIAMI, Florida 33183
(25.686992, -80.40827)",PHONE,10,
17-10361896,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,750 NE 199TH ST,Miami_Dade_County,Florida,33179,District 1,20179,09/11/2017 06:39:26 PM,09/11/2017 06:39:26 PM,,OPEN,923369.345,591179.229,25.95779,-80.186782,"750 NE 199TH ST
MIAMI, Florida 33179
(25.95779, -80.186782)",PHONE,10,
17-10361901,MOSQUITO INSPECTION REQUEST,,Waste_Management,Waste_Management,10442 SW 224TH TER,Miami_Dade_County,Florida,33190,District 8,20179,09/11/2017 06:43:19 PM,09/11/2017 06:53:36 PM,,LOCKED,866638.3828603918,445766.7182546642,25.558585,-80.361573,"10442 SW 224TH TER
MIAMI, Florida 33190
(25.558585, -80.361573)",IPHONE,2,
17-10361902,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,12280 SW 207TH ST,Miami_Dade_County,Florida,33177,District 9,20179,09/11/2017 06:44:11 PM,09/11/2017 06:44:11 PM,,OPEN,856705.501,451463.314,25.574387,-80.391622,"12280 SW 207TH ST
MIAMI, Florida 33177
(25.574387, -80.391622)",PHONE,30,
17-10361905,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,11005 SW 158TH TER,Miami_Dade_County,Florida,33157,District 9,20179,09/11/2017 06:45:49 PM,09/11/2017 06:47:25 PM,,OPEN,862905.061,468775.062,25.621938,-80.372567,"11005 SW 158TH TER
MIAMI, Florida 33157
(25.621938, -80.372567)",PHONE,10,
17-10361906,TREE REMOVAL (RAAM),,RAAM-27-93,RAAM-27-93,17954 SW 114TH AVE,Miami_Dade_County,Florida,33157,District 9,20179,09/11/2017 06:45:54 PM,09/11/2017 06:47:58 PM,,OPEN,861520.623,461414.877,25.601706,-80.376873,"17954 SW 114TH AVE
MIAMI, Florida 33157
(25.601706, -80.376873)",WEB,30,
17-10361912,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,14530 SW 288TH ST,Miami_Dade_County,Florida,33033,District 8,20179,09/11/2017 06:48:56 PM,09/11/2017 06:48:56 PM,,OPEN,844977.813,424095.846,25.499232,-80.427557,"14530 SW 288TH ST
MIAMI, Florida 33033
(25.499232, -80.427557)",PHONE,10,
17-10361914,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,E 2ND AVE & E 2ND ST,City_of_Hialeah,Florida,33010,District 6,20179,09/11/2017 06:49:19 PM,09/11/2017 07:01:01 PM,,LOCKED,893880.561,542265.061,25.823694,-80.277343,"E 2ND AVE &amp; E 2ND ST
MIAMI, Florida 33010
(25.823694, -80.277343)",PHONE,2,
17-10361919,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,14419 SW 158TH CT,Miami_Dade_County,Florida,33196,District 11,20179,09/11/2017 06:51:54 PM,09/11/2017 06:51:54 PM,,OPEN,837534.625,472431.717,25.63231,-80.449515,"14419 SW 158TH CT
MIAMI, Florida 33196
(25.63231, -80.449515)",IPHONE,10,
17-10361920,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,114 ANTILLA AVE,City_of_Coral_Gables,Florida,33134,District 6,20179,09/11/2017 06:52:17 PM,09/11/2017 08:05:56 PM,09/11/2017 08:05:56 PM,CLOSED,900472.748,519276.56,25.760347,-80.257698,"114 ANTILLA AVE
MIAMI, Florida 33134
(25.760347, -80.257698)",IPHONE,30,0
17-10361922,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,1401 W 42ND ST,City_of_Hialeah,Florida,33012,District 13,20179,09/11/2017 06:53:07 PM,09/11/2017 07:08:02 PM,,LOCKED,882791.27,555367.865,25.859907,-80.310844,"1401 W 42ND ST
MIAMI, Florida 33012
(25.859907, -80.310844)",PHONE,2,
17-10361926,ILLEGAL DUMPING - WM,,Waste_Management,Waste_Management,8523 SW 64TH ST,Miami_Dade_County,Florida,33143,District 10,20179,09/11/2017 06:56:36 PM,09/15/2017 04:24:36 PM,09/15/2017 04:24:36 PM,CLOSED,875752.874,500826.499,25.709949,-80.333086,"8523 SW 64TH ST
MIAMI, Florida 33143
(25.709949, -80.333086)",PHONE,90,4
17-10361929,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,3331 NW 43RD TER,Miami_Dade_County,Florida,33142,District 2,20179,09/11/2017 06:58:54 PM,09/11/2017 06:58:54 PM,,OPEN,902492.936,539017.81,25.814628,-80.251219,"3331 NW 43RD TER
MIAMI, Florida 33142
(25.814628, -80.251219)",PHONE,10,
17-10361930,CANAL - BANK TREES NEED CUTTING,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,10711 SW 68TH ST,Miami_Dade_County,Florida,33173,District 10,20179,09/11/2017 06:59:18 PM,09/11/2017 07:11:02 PM,,LOCKED,864624.998,498866.873,25.704708,-80.36691,"10711 SW 68TH ST
MIAMI, Florida 33173
(25.704708, -80.36691)",PHONE,180,
