"ID","Income","Age","Education","Gender"
"1247",90,50,16,0
"1248",64,59,16,0
"1249",64,31,16,0
"1250",71,43,16,1
"1251",93,52,16,1
"1252",84,63,16,0
"1253",70,40,16,0
"1254",90,51,16,1
"1255",98,58,16,0
"1256",103,58,16,0
"1257",53,24,16,1
"1258",90,50,16,1
"1259",84,55,16,1
"1260",79,34,16,0
"1261",83,62,16,0
"1262",101,63,16,1
"1263",77,63,16,0
"1264",99,50,16,0
"1265",115,62,16,0
"1266",60,41,16,1
"1267",54,24,16,0
"1268",61,20,16,1
"1269",68,39,16,1
"1270",95,62,16,0
"1271",39,19,16,1
"1272",56,19,16,0
"1273",101,67,16,0
"1274",67,23,16,1
"1275",68,30,16,0
"1276",60,27,16,0
"1277",78,30,16,0
"1278",34,22,16,0
"1279",107,56,16,0
"1280",86,65,16,0
"1281",85,44,16,0
"1282",83,46,16,1
"1283",94,48,16,1
"1284",59,24,16,1
"1285",57,18,16,1
"1286",69,24,16,0
"1287",98,43,16,1
"1288",24,20,16,1
"1289",71,46,16,1
"1290",67,20,16,1
"1291",43,18,16,1
"1292",66,19,16,1
"1293",80,66,16,1
"1294",89,57,16,0
"1295",84,52,16,1
"1296",90,52,16,0
"1297",55,43,16,1
"1298",59,31,16,1
"1299",52,26,16,1
"1300",103,66,16,0
"1301",74,41,16,1
"1302",72,33,16,0
"1303",86,48,16,0
"1304",72,30,16,1
"1305",87,57,16,1
"1306",90,67,16,1
"1307",53,26,16,0
"1308",93,56,16,0
"1309",60,20,16,1
"1310",88,41,16,0
"1311",82,40,16,0
"1312",75,43,16,0
"1313",47,30,16,1
"1314",72,42,16,1
"1315",90,64,16,0
"1316",105,62,16,1
"1317",80,53,16,0
"1318",72,49,16,0
"1319",47,26,16,1
"1320",122,60,16,1
"1321",60,39,16,0
"1322",88,63,16,1
"1323",96,63,16,1
"1324",99,60,16,0
"1325",58,31,16,1
"1326",62,28,16,1
"1327",68,35,16,0
"1328",62,29,16,0
"1329",114,64,16,1
"1330",76,29,16,1
"1331",36,24,16,0
"1332",85,42,16,1
"1333",82,65,16,0
"1334",70,39,16,1
"1335",74,36,16,0
"1336",69,38,16,1
"1337",80,27,16,0
"1338",79,21,16,1
"1339",47,19,16,1
"1340",76,45,16,1
"1341",103,55,16,0
"1342",89,38,16,0
"1343",75,40,16,1
"1344",78,61,16,0
"1345",109,66,16,0
"1346",72,38,16,0
"1347",74,58,16,0
"1348",103,60,16,1
"1349",66,23,16,0
"1350",47,26,16,1
"1351",74,57,16,1
"1352",58,33,16,1
"1353",48,33,16,1
"1354",104,65,16,1
"1355",78,31,16,1
"1356",69,28,16,1
"1357",57,29,16,1
"1358",75,42,16,1
"1359",77,53,16,1
"1360",98,68,16,1
"1361",104,67,16,0
"1362",103,49,16,1
"1363",59,23,16,1
"1364",86,54,16,0
"1365",47,21,16,1
"1366",68,28,16,1
"1367",56,23,16,1
"1368",80,56,16,0
"1369",95,46,16,0
"1370",96,40,16,0
"1371",76,34,16,1
"1372",58,36,16,0
"1373",63,35,16,0
"1374",78,44,16,1
"1375",76,24,16,0
"1376",53,47,16,0
"1377",83,50,16,1
"1378",57,19,16,0
"1379",84,39,16,1
"1380",95,24,16,1
"1381",99,50,16,0
"1382",64,22,16,0
"1383",106,66,16,0
"1384",111,60,16,0
"1385",58,28,16,0
"1386",83,44,16,0
"1387",79,48,16,0
"1388",81,54,16,1
"1389",52,31,16,1
"1390",62,23,16,0
"1391",64,38,16,1
"1392",34,30,16,1
"1393",70,50,16,1
"1394",78,38,16,1
"1395",103,59,16,1
"1396",48,18,16,1
"1397",96,48,16,1
"1398",107,50,16,1
"1399",130,60,16,0
"1400",99,65,16,0
"1401",82,23,16,0
"1402",67,40,16,1
"1403",101,69,16,1
"1404",53,27,16,1
"1405",90,64,16,0
"1406",68,41,16,0
"1407",83,58,16,1
"1408",70,37,16,1
"1409",65,21,16,0
"1410",56,20,16,1
"1411",79,32,16,0
"1412",90,68,16,0
"1413",88,54,16,1
"1414",73,53,16,0
"1415",35,32,16,1
"1416",37,19,16,0
"1417",111,65,16,0
"1418",73,34,16,1
"1419",100,55,16,0
"1420",79,31,16,0
"1421",103,59,16,1
"1422",71,38,16,0
"1423",38,21,16,1
"1424",76,48,16,1
"1425",49,21,16,0
"1426",84,35,16,0
"1427",88,42,16,0
"1428",79,51,16,1
"1429",97,56,16,0
"1430",74,37,16,1
"1431",77,41,16,0
"1432",67,47,16,0
"1433",58,20,16,1
"1434",61,23,16,0
"1435",80,46,16,0
"1436",80,66,16,0
"1437",53,26,16,1
"1438",79,25,16,1
"1439",74,44,16,0
"1440",99,64,16,0
"1441",95,50,16,1
"1442",74,39,16,1
"1443",105,62,16,1
"1444",92,54,16,1
"1445",89,65,16,1
"1446",100,55,16,0
"1447",62,19,16,1
"1448",75,28,16,0
"1449",62,31,16,1
"1450",67,38,16,1
"1451",73,44,16,0
"1452",90,58,16,1
"1453",44,28,16,1
"1454",81,44,16,1
"1455",63,44,16,1
"1456",66,36,16,1
"1457",82,48,16,0
"1458",44,24,16,0
"1459",58,43,16,0
"1460",55,32,16,0
"1461",84,39,16,1
"1462",98,70,16,1
"1463",69,21,16,1
"1464",73,28,16,1
"1465",71,43,16,1
"1466",85,47,16,0
"1467",97,60,16,0
"1468",67,32,16,1
"1469",104,67,16,1
"1470",54,29,16,0
"1471",85,61,16,1
"1472",79,56,16,1
"1473",79,46,16,1
"1474",100,54,16,0
"1475",93,43,16,0
"1476",93,61,16,0
"1477",50,31,16,0
"1478",99,61,16,1
"1479",91,31,16,1
"1480",122,60,16,1
"1481",62,38,16,0
"1482",67,48,16,1
"1483",62,41,16,1
"1484",77,41,16,1
"1485",99,59,16,0
"1486",57,27,16,1
"1487",87,60,16,0
"1488",109,53,16,0
"1489",70,41,16,0
"1490",105,65,16,0
"1491",86,34,16,1
"1492",97,39,16,0
"1493",62,42,16,1
"1494",108,68,16,0
"1495",83,59,16,0
"1496",84,50,16,0
"1497",81,40,16,0
"1498",62,30,16,1
"1499",99,67,16,0
"1500",91,57,16,1
