animal,weight,animal_type
Dog,26.162441709934406,Dogs
Dog,41.13888997643116,Dogs
Dog,57.68104283741326,Dogs
Dog,38.18647496825186,Dogs
Dog,40.023427838378574,Dogs
Dog,44.99591148323537,Dogs
Dog,34.88962903341269,Dogs
Dog,45.682555413363104,Dogs
Dog,30.831944379490828,Dogs
Dog,31.10547574973475,Dogs
Dog,37.135969037750215,Dogs
Dog,66.70985874955069,Dogs
Dog,48.262090766903704,Dogs
Dog,32.29325295887964,Dogs
Dog,19.17665651114836,Dogs
Dog,36.137939168672055,Dogs
Dog,36.67633670824439,Dogs
Dog,37.30463237976441,Dogs
Dog,44.858451139425156,Dogs
Dog,32.696770522974155,Dogs
Dog,56.85145975490248,Dogs
Dog,23.532927673475633,Dogs
Dog,44.61203750625615,Dogs
Dog,39.29774621411377,Dogs
Dog,50.63217753702384,Dogs
Dog,47.58006291841637,Dogs
Dog,44.83330649224832,Dogs
Dog,62.01170330671085,Dogs
Dog,29.68540820754855,Dogs
Dog,46.39265336875103,Dogs
Dog,33.83132385712806,Dogs
Dog,37.12880656164378,Dogs
Dog,38.201815299832255,Dogs
Dog,36.3430884037205,Dogs
Dog,36.85982859490876,Dogs
Dog,19.114051956873695,Dogs
Dog,52.330857055765875,Dogs
Dog,50.385691306911454,Dogs
Dog,47.63001548104042,Dogs
Dog,40.59947410999148,Dogs
Dog,39.255280649296495,Dogs
Dog,57.43938355884089,Dogs
Dog,26.066147897243425,Dogs
Dog,42.219401653516044,Dogs
Dog,34.16295126165033,Dogs
Dog,31.870119014248882,Dogs
Dog,26.074855000954393,Dogs
Dog,55.10529832094458,Dogs
Dog,24.478997684073533,Dogs
Dog,40.73355183102992,Dogs
Dog,37.55792204881424,Dogs
Dog,29.141554252965747,Dogs
Dog,40.732471885318,Dogs
Dog,35.32303907211474,Dogs
Dog,46.44935664787078,Dogs
Dog,58.668148603246806,Dogs
Dog,34.09112998970444,Dogs
Dog,34.735414407766825,Dogs
Dog,35.76371987283362,Dogs
Dog,32.02292580783325,Dogs
Dog,35.762363499163165,Dogs
Dog,41.213143885786444,Dogs
Dog,39.167356677506334,Dogs
Dog,47.63455136828729,Dogs
Dog,52.170069187717964,Dogs
Dog,16.608818553165158,Dogs
Dog,35.923911022358574,Dogs
Dog,23.215268133921988,Dogs
Dog,20.734189242424744,Dogs
Dog,39.153533062208616,Dogs
Dog,44.52514497445099,Dogs
Dog,44.488355933108785,Dogs
Dog,48.665903727359975,Dogs
Dog,46.28719755492049,Dogs
Dog,39.18937209165808,Dogs
Dog,46.46665703946294,Dogs
Dog,32.55016415305276,Dogs
Dog,17.864810862005733,Dogs
Dog,34.286005440503985,Dogs
Dog,40.88743674565764,Dogs
Dog,42.410145728612505,Dogs
Dog,44.577770950209356,Dogs
Dog,35.858420062435805,Dogs
Dog,20.302354756066098,Dogs
Dog,49.850954230760415,Dogs
Dog,30.034712061122022,Dogs
Dog,23.49725447487512,Dogs
Dog,30.570250538277875,Dogs
Dog,21.464929498995627,Dogs
Dog,31.74370225220531,Dogs
Dog,60.634622731370236,Dogs
Dog,41.40027281472476,Dogs
Dog,42.64737365794145,Dogs
Dog,40.472670282215084,Dogs
Dog,33.123351021203696,Dogs
Dog,48.03113229560257,Dogs
Dog,42.754836071207144,Dogs
Dog,52.667228418244534,Dogs
Dog,30.825810663189515,Dogs
Dog,60.24978769021772,Dogs
Dog,36.21087851695603,Dogs
Dog,52.22907378124255,Dogs
Dog,31.08949651379297,Dogs
Dog,26.4127538461182,Dogs
Dog,36.419402869252984,Dogs
Dog,40.52067942139098,Dogs
Dog,23.539200656130774,Dogs
Dog,50.78357744197884,Dogs
Dog,33.76536327607848,Dogs
Dog,34.08004489385582,Dogs
Dog,34.88959645585385,Dogs
Dog,56.57087404696837,Dogs
Dog,39.191816520020254,Dogs
Dog,38.76323776837779,Dogs
Dog,42.28629658782772,Dogs
Dog,45.054930494894435,Dogs
Dog,65.35524738599233,Dogs
Dog,52.1840682021829,Dogs
Dog,46.48939721524437,Dogs
Dog,43.30245820929483,Dogs
Dog,41.98267710222762,Dogs
Dog,50.00940708560588,Dogs
Dog,47.94575347201023,Dogs
Dog,42.69689710985998,Dogs
Dog,47.2732869425524,Dogs
Dog,27.467735317381347,Dogs
Dog,37.307314910089694,Dogs
Dog,36.38869476335591,Dogs
Dog,40.52976578258054,Dogs
Dog,35.66869455324343,Dogs
Dog,14.741021408896987,Dogs
Dog,44.83311151788481,Dogs
Dog,30.256883045227333,Dogs
Dog,55.73128278833913,Dogs
Dog,29.340238892516926,Dogs
Dog,41.57006539140627,Dogs
Dog,28.615398495306867,Dogs
Dog,38.95748346632586,Dogs
Dog,33.24456782021422,Dogs
Dog,37.20628245764142,Dogs
Dog,36.81052477311111,Dogs
Dog,48.15919985845389,Dogs
Dog,48.88652987605127,Dogs
Dog,27.415882476841198,Dogs
Dog,33.852388704646344,Dogs
Dog,28.842260059461307,Dogs
Dog,44.53261831690816,Dogs
Dog,39.862568953956455,Dogs
Dog,22.8161824941075,Dogs
Dog,65.94645049267743,Dogs
Dog,36.969582152230046,Dogs
Dog,28.321200362250494,Dogs
Dog,43.4780936129319,Dogs
Dog,43.07920145149962,Dogs
Dog,57.12698845074369,Dogs
Dog,57.05214018635906,Dogs
Dog,35.7022807668457,Dogs
Dog,31.708058624658886,Dogs
Dog,43.49581175968451,Dogs
Dog,32.50283723947771,Dogs
Dog,31.502651633990133,Dogs
Dog,47.4726859731667,Dogs
Dog,24.567833407204287,Dogs
Dog,30.67817809249778,Dogs
Dog,48.79054507288073,Dogs
Dog,47.140901660105676,Dogs
Dog,35.3416544495822,Dogs
Dog,35.63800558991438,Dogs
Dog,43.340226357405186,Dogs
Dog,47.80533938465098,Dogs
Dog,58.08654725494711,Dogs
Dog,42.04591346343085,Dogs
Dog,60.8372635936074,Dogs
Dog,26.64328170950754,Dogs
Dog,37.935738805987555,Dogs
Dog,22.094162848224805,Dogs
Dog,51.529978971610554,Dogs
Dog,19.698439050723124,Dogs
